tr2020gj,tr2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600570000801,06057000801,G0600570000801,06057000801,1,1,1,1,1,1,1,1
G0600570000802,06057000802,G0600570000802,06057000802,1,1,1,1,1,1,1,1
G0600570000900,06057000900,G0600570000900,06057000900,1,1,1,1,1,1,1,1
G0600570001205,06057001205,G0600570001205,06057001205,1,1,1,1,1,1,1,1
G0600570001207,06057001207,G0600570001206,06057001206,1,1,1,1,1,1,1,1
G0600570001208,06057001208,G0600570001204,06057001204,1,1,1,1,1,1,1,1
G0600570001209,06057001209,G0600570001204,06057001204,0.6412324312,0.5269046351,0.5351386202,0.5623582766,0.5533175355,0.7804878049,0.6262135922,0.4837962963
G0600570001209,06057001209,G0600570001206,06057001206,0.3587675688,0.4730953649,0.4648613798,0.4376417234,0.4466824645,0.2195121951,0.3737864078,0.5162037037
G0600570001210,06057001210,G0600570001203,06057001203,1,1,1,1,1,1,1,1
G0600570001211,06057001211,G0600570001203,06057001203,1,1,1,1,1,1,1,1
G0600590001101,06059001101,G0600590001101,06059001101,1,1,1,1,1,1,1,1
G0600590001102,06059001102,G0600590001102,06059001102,0.9989662059,0.9993379133,0.9993423422,0.9993866246,0.9994146307,0.9994285191,0.9990505909,1
G0600590001102,06059001102,G0600590001301,06059001301,0.0010337941,0.0006620867,0.0006576578,0.0006133754,0.0005853693,0.0005714809,0.0009494091,0
G0600590001103,06059001103,G0600590001103,06059001103,1,1,1,1,1,1,1,1
G0600590001201,06059001201,G0600590001201,06059001201,1,1,1,1,1,1,1,1
G0600590001202,06059001202,G0600590001202,06059001202,1,1,1,1,1,1,1,1
G0600590001301,06059001301,G0600590001301,06059001301,1,1,1,1,1,1,1,1
G0600590001303,06059001303,G0600590001303,06059001303,1,1,1,1,1,1,1,1
G0600590001304,06059001304,G0600590001304,06059001304,1,1,1,1,1,1,1,1
G0600590001401,06059001401,G0600590001401,06059001401,1,1,1,1,1,1,1,1
G0600590001402,06059001402,G0600370408703,06037408703,0.0001506668,0.0000325804,0.0000301557,0.0000415119,0.0000423603,0.0000414359,0.0000795015,0
G0600590001402,06059001402,G0600590001402,06059001402,0.9998493332,0.9999674196,0.9999698443,0.9999584881,0.9999576397,0.9999585641,0.9999204985,1
G0600590001403,06059001403,G0600370408703,06037408703,0.0001256749,0.0000038458,0.0000035775,0.0000033486,0.0000027471,0.0000031905,0.0000031001,0
G0600590001403,06059001403,G0600590001403,06059001403,0.9998743251,0.9999961542,0.9999964225,0.9999966514,0.9999972529,0.9999968095,0.9999968999,1
G0600590001404,06059001404,G0600590001404,06059001404,1,1,1,1,1,1,1,1
G0600590001501,06059001501,G0600590001501,06059001501,1,1,1,1,1,1,1,1
G0600590001503,06059001503,G0600590001503,06059001503,0.9995477034,0.9997651911,0.9997545087,0.9997975234,0.9997671092,0.9997721256,0.999600413,1
G0600590001503,06059001503,G0600590001601,06059001601,0.0004522966,0.0002348089,0.0002454913,0.0002024766,0.0002328908,0.0002278744,0.000399587,0
G0600590001504,06059001504,G0600590001504,06059001504,1,1,1,1,1,1,1,1
G0600590001505,06059001505,G0600590001505,06059001505,1,1,1,1,1,1,1,1
G0600590001506,06059001506,G0600590001506,06059001506,1,1,1,1,1,1,1,1
G0600590001507,06059001507,G0600590001507,06059001507,1,1,1,1,1,1,1,1
G0600590001602,06059001602,G0600590001602,06059001602,1,1,1,1,1,1,1,1
G0600590001603,06059001603,G0600590001503,06059001503,0.0007319787,0,0,0,0,0,0,0
G0600590001603,06059001603,G0600590001601,06059001601,0.9992680213,1,1,1,1,1,1,1
G0600590001604,06059001604,G0600590001503,06059001503,0.0059936081,0.0035801685,0.0038841259,0.0040282634,0.0040840441,0.0040537262,0.005646314,0
G0600590001604,06059001604,G0600590001601,06059001601,0.9940063919,0.9964198315,0.9961158741,0.9959717366,0.9959159559,0.9959462738,0.994353686,1
G0600590001704,06059001704,G0600590001704,06059001704,1,1,1,1,1,1,1,1
G0600590001705,06059001705,G0600590001705,06059001705,1,1,1,1,1,1,1,1
G0600590001706,06059001706,G0600590001706,06059001706,1,1,1,1,1,1,1,1
G0600590001708,06059001708,G0600590001708,06059001708,1,1,1,1,1,1,1,1
G0600590001709,06059001709,G0600590001707,06059001707,1,1,1,1,1,1,1,1
G0600590001710,06059001710,G0600370503703,06037503703,0.0002447394,0.0005822029,0.0006261229,0.0004831301,0.0005952884,0.0006092786,0.0006947882,0.0002876976
G0600590001710,06059001710,G0600590001707,06059001707,0.9997552606,0.9994177971,0.9993738771,0.9995168699,0.9994047116,0.9993907214,0.9993052118,0.9997123024
G0600590001801,06059001801,G0600590001801,06059001801,1,1,1,1,1,1,1,1
G0600590001802,06059001802,G0600590001801,06059001801,0.0057115323,0,0,0,0,0,0,0
G0600590001802,06059001802,G0600590001802,06059001802,0.9942884677,1,1,1,1,1,1,1
G0600590001901,06059001901,G0600590001901,06059001901,1,1,1,1,1,1,1,1
G0600590001902,06059001902,G0600590001902,06059001902,1,1,1,1,1,1,1,1
G0600590001903,06059001903,G0600590001903,06059001903,1,1,1,1,1,1,1,1
G0600590011000,06059011000,G0600590011000,06059011000,1,1,1,1,1,1,1,1
G0600590011101,06059011101,G0600590011101,06059011101,1,1,1,1,1,1,1,1
G0600590011102,06059011102,G0600590011102,06059011102,1,1,1,1,1,1,1,1
G0600590011200,06059011200,G0600590001706,06059001706,0.0098196974,0.0116959064,0.0092834349,0.0136986301,0.0090307044,0.0081788441,0.0177725118,0
G0600590011200,06059011200,G0600590011200,06059011200,0.9901803026,0.9883040936,0.9907165651,0.9863013699,0.9909692956,0.9918211559,0.9822274882,1
G0600590011300,06059011300,G0600590001601,06059001601,0.0007087905,0,0,0,0,0,0,0
G0600590011300,06059011300,G0600590011300,06059011300,0.9992912095,1,1,1,1,1,1,1
G0600590011401,06059011401,G0600590001601,06059001601,0.0002474073,0,0,0,0,0,0,0
G0600590011401,06059011401,G0600590011401,06059011401,0.9997525927,1,1,1,1,1,1,1
G0600590011402,06059011402,G0600590011402,06059011402,1,1,1,1,1,1,1,1
G0600590011403,06059011403,G0600590011403,06059011403,1,1,1,1,1,1,1,1
G0600590011502,06059011502,G0600590011502,06059011502,1,1,1,1,1,1,1,1
G0600590011503,06059011503,G0600590011503,06059011503,1,1,1,1,1,1,1,1
G0600590011504,06059011504,G0600590011502,06059011502,0.0000431391,0.0000217537,0.0000219214,0.0000276208,0.0000305622,0.0000335519,0.0000044493,0.0000330605
G0600590011504,06059011504,G0600590011504,06059011504,0.9999568609,0.9999782463,0.9999780786,0.9999723792,0.9999694378,0.9999664481,0.9999955507,0.9999669395
G0600590011601,06059011601,G0600590011601,06059011601,1,1,1,1,1,1,1,1
G0600590011602,06059011602,G0600590011602,06059011602,0.9985191264,1,1,1,1,1,1,1
G0600590011602,06059011602,G0600590086501,06059086501,0.0014808736,0,0,0,0,0,0,0
G0600590011707,06059011707,G0600590011707,06059011707,0.9868353299,0.9854512573,0.985284791,0.9919228098,0.9924760098,0.9907423423,0.9873415009,1
G0600590011707,06059011707,G0600590011708,06059011708,0.0117945042,0.0139423077,0.0140900972,0.0073755378,0.0070218918,0.0087649402,0.0118137596,0
G0600590011707,06059011707,G0600590011709,06059011709,0.0013701659,0.000606435,0.0006251118,0.0007016524,0.0005020984,0.0004927174,0.0008447396,0
G0600590011708,06059011708,G0600590011708,06059011708,1,1,1,1,1,1,1,1
G0600590011709,06059011709,G0600590011707,06059011707,0.004470049,0,0,0,0,0,0,0
G0600590011709,06059011709,G0600590011709,06059011709,0.995529951,1,1,1,1,1,1,1
G0600590011710,06059011710,G0600590011710,06059011710,1,1,1,1,1,1,1,1
G0600590011711,06059011711,G0600590011711,06059011711,1,1,1,1,1,1,1,1
G0600590011712,06059011712,G0600590011712,06059011712,1,1,1,1,1,1,1,1
G0600590011714,06059011714,G0600590011714,06059011714,1,1,1,1,1,1,1,1
G0600590011715,06059011715,G0600590011715,06059011715,1,1,1,1,1,1,1,1
G0600590011716,06059011716,G0600590011714,06059011714,0.0049683425,0,0,0,0,0,0,0
G0600590011716,06059011716,G0600590011716,06059011716,0.9950316575,1,1,1,1,1,1,1
G0600590011717,06059011717,G0600590011717,06059011717,1,1,1,1,1,1,1,1
G0600590011718,06059011718,G0600590011715,06059011715,0.002843675,0,0,0,0,0,0,0
G0600590011718,06059011718,G0600590011718,06059011718,0.9964394322,1,1,1,1,1,1,1
G0600590011718,06059011718,G0600590021810,06059021810,0.0007168928,0,0,0,0,0,0,0
G0600590011720,06059011720,G0600590011720,06059011720,1,1,1,1,1,1,1,1
G0600590011721,06059011721,G0600590011721,06059011721,1,1,1,1,1,1,1,1
G0600590011722,06059011722,G0600590011722,06059011722,1,1,1,1,1,1,1,1
G0600590021802,06059021802,G0600590021802,06059021802,1,1,1,1,1,1,1,1
G0600590021807,06059021807,G0600590021807,06059021807,1,1,1,1,1,1,1,1
G0600590021809,06059021809,G0600590021809,06059021809,0.99142761,0.9881961259,0.9867021277,0.9883855981,0.9899817851,0.9902048085,0.9867149758,1
G0600590021809,06059021809,G0600590021810,06059021810,0.00857239,0.0118038741,0.0132978723,0.0116144019,0.0100182149,0.0097951915,0.0132850242,0
G0600590021810,06059021810,G0600590021810,06059021810,0.9999883957,1,1,1,1,1,1,1
G0600590021810,06059021810,G0600590021820,06059021820,0.0000116043,0,0,0,0,0,0,0
G0600590021812,06059021812,G0600590021812,06059021812,1,1,1,1,1,1,1,1
G0600590021813,06059021813,G0600590021813,06059021813,1,1,1,1,1,1,1,1
G0600590021814,06059021814,G0600590021814,06059021814,0.9994498781,1,1,1,1,1,1,1
G0600590021814,06059021814,G0600590021815,06059021815,0.0005501219,0,0,0,0,0,0,0
G0600590021816,06059021816,G0600590021807,06059021807,0.0050204923,0,0,0,0,0,0,0
G0600590021816,06059021816,G0600590021812,06059021812,0.0002449275,0,0,0,0,0,0,0
G0600590021816,06059021816,G0600590021816,06059021816,0.9947345803,1,1,1,1,1,1,1
G0600590021817,06059021817,G0600590021807,06059021807,0.0216558734,0,0,0,0,0,0,0
G0600590021817,06059021817,G0600590021817,06059021817,0.9783441266,1,1,1,1,1,1,1
G0600590021820,06059021820,G0600590021820,06059021820,1,1,1,1,1,1,1,1
G0600590021821,06059021821,G0600590021821,06059021821,1,1,1,1,1,1,1,1
G0600590021822,06059021822,G0600590021815,06059021815,0.0331962622,0.0192274202,0.0213876512,0.0202372721,0.0201746007,0.0196168876,0.0212547209,0.0129968564
G0600590021822,06059021822,G0600590021822,06059021822,0.9668037378,0.9807725798,0.9786123488,0.9797627279,0.9798253993,0.9803831124,0.9787452791,0.9870031436
G0600590021823,06059021823,G0600590021823,06059021823,1,1,1,1,1,1,1,1
G0600590021824,06059021824,G0600590021824,06059021824,1,1,1,1,1,1,1,1
G0600590021825,06059021825,G0600590021825,06059021825,0.9987479649,1,1,1,1,1,1,1
G0600590021825,06059021825,G0600590021830,06059021830,0.0012520351,0,0,0,0,0,0,0
G0600590021826,06059021826,G0600590021826,06059021826,0.8274089155,0.9980188426,0.9990415319,1,1,0.9981403118,1,1
G0600590021826,06059021826,G0600590021924,06059021924,0.1599415261,0.0007024287,0.0003398294,0,0,0.0006593613,0,0
G0600590021826,06059021826,G0600650040609,06065040609,0.0015600141,0.0002488586,0.0001203958,0,0,0.0002336005,0,0
G0600590021826,06059021826,G0600650041904,06065041904,0.0009606136,0.0000304295,0.0000147216,0,0,0.0000285638,0,0
G0600590021826,06059021826,G0600650048100,06065048100,0.0006754988,0,0,0,0,0,0,0
G0600590021826,06059021826,G0600710000116,06071000116,0.0094534319,0.0009994405,0.0004835213,0,0,0.0009381626,0,0
G0600590021827,06059021827,G0600590021825,06059021825,0.0120561425,0,0,0,0,0,0,0
G0600590021827,06059021827,G0600590021827,06059021827,0.9879438575,1,1,1,1,1,1,1
G0600590021828,06059021828,G0600590021828,06059021828,0.9687817886,1,1,1,1,1,1,1
G0600590021828,06059021828,G0600710000116,06071000116,0.0312182114,0,0,0,0,0,0,0
G0600590021829,06059021829,G0600590021824,06059021824,0.0016578608,0,0,0,0,0,0,0
G0600590021829,06059021829,G0600590021829,06059021829,0.9983421392,1,1,1,1,1,1,1
G0600590021830,06059021830,G0600590021807,06059021807,0.0230828414,0,0,0,0,0,0,0
G0600590021830,06059021830,G0600590021824,06059021824,0.0000788008,0,0,0,0,0,0,0
G0600590021830,06059021830,G0600590021830,06059021830,0.9768383578,1,1,1,1,1,1,1
G0600590021831,06059021831,G0600590021815,06059021815,1,1,1,1,1,1,1,1
G0600590021832,06059021832,G0600590021815,06059021815,1,1,1,1,1,1,1,1
G0600590021903,06059021903,G0600590021903,06059021903,0.9880737383,1,1,1,1,1,1,1
G0600590021903,06059021903,G0600590076202,06059076202,0.0119262617,0,0,0,0,0,0,0
G0600590021905,06059021905,G0600590021905,06059021905,1,1,1,1,1,1,1,1
G0600590021912,06059021912,G0600590021912,06059021912,0.980279238,0.9978225779,0.9978143301,0.9976481415,0.9977254613,0.9975704982,0.9975606865,1
G0600590021912,06059021912,G0600590021917,06059021917,0.0016083191,0.0021774221,0.0021856699,0.0023518585,0.0022745387,0.0024295018,0.0024393135,0
G0600590021912,06059021912,G0600590021920,06059021920,0.0078675883,0,0,0,0,0,0,0
G0600590021912,06059021912,G0600590021923,06059021923,0.0024017193,0,0,0,0,0,0,0
G0600590021912,06059021912,G0600590021924,06059021924,0.005132722,0,0,0,0,0,0,0
G0600590021912,06059021912,G0600590052420,06059052420,0.0027104133,0,0,0,0,0,0,0
G0600590021913,06059021913,G0600590021913,06059021913,1,1,1,1,1,1,1,1
G0600590021914,06059021914,G0600590021914,06059021914,1,1,1,1,1,1,1,1
G0600590021915,06059021915,G0600590021903,06059021903,0.0106852643,0,0,0,0,0,0,0
G0600590021915,06059021915,G0600590021915,06059021915,0.9801070731,1,1,1,1,1,1,1
G0600590021915,06059021915,G0600590076202,06059076202,0.0092076626,0,0,0,0,0,0,0
G0600590021916,06059021916,G0600590021912,06059021912,0.0001432113,0,0,0,0,0,0,0
G0600590021916,06059021916,G0600590021916,06059021916,0.9814737129,0.9949301928,0.9949180035,0.9946307474,0.9949166789,0.9950042017,0.9945080978,0.9963828417
G0600590021916,06059021916,G0600590021920,06059021920,0.0183830758,0.0050698072,0.0050819965,0.0053692526,0.0050833211,0.0049957983,0.0054919023,0.0036171583
G0600590021917,06059021917,G0600590021912,06059021912,0.0034858709,0,0,0,0,0,0,0
G0600590021917,06059021917,G0600590021917,06059021917,0.9965141291,1,1,1,1,1,1,1
G0600590021918,06059021918,G0600590021918,06059021918,1,1,1,1,1,1,1,1
G0600590021919,06059021919,G0600590021919,06059021919,1,1,1,1,1,1,1,1
G0600590021920,06059021920,G0600590021912,06059021912,0.0245303481,0.0144148155,0.0134997528,0.0143738653,0.012660369,0.0124519153,0.0131446593,0.0095462703
G0600590021920,06059021920,G0600590021919,06059021919,0.000918227,0.0004356961,0.0004941504,0.0005965122,0.0005532692,0.0005467958,0.0006078179,0.0002025083
G0600590021920,06059021920,G0600590021920,06059021920,0.9745514249,0.9851494884,0.9860060968,0.9850296225,0.9867863618,0.9870012889,0.9862475229,0.9902512214
G0600590021921,06059021921,G0600590021921,06059021921,1,1,1,1,1,1,1,1
G0600590021922,06059021922,G0600590021921,06059021921,0.0312972489,0.0146169043,0.0155746638,0.0151723453,0.0171695359,0.0167819782,0.0136031142,0.0212099336
G0600590021922,06059021922,G0600590021922,06059021922,0.9687027511,0.9853830957,0.9844253362,0.9848276547,0.9828304641,0.9832180218,0.9863968858,0.9787900664
G0600590021923,06059021923,G0600590021912,06059021912,0.0012736073,0.0000139997,0.0000137401,0.0000154687,0.000015502,0.0000152318,0.0000120623,0.0000327352
G0600590021923,06059021923,G0600590021923,06059021923,0.9987263927,0.9999860003,0.9999862599,0.9999845313,0.999984498,0.9999847682,0.9999879377,0.9999672648
G0600590021924,06059021924,G0600590021923,06059021923,0.0012527825,0,0,0,0,0,0,0
G0600590021924,06059021924,G0600590021924,06059021924,0.990472392,1,1,1,1,1,1,1
G0600590021924,06059021924,G0600590032011,06059032011,0.0000142177,0,0,0,0,0,0,0
G0600590021924,06059021924,G0600590052420,06059052420,0.0082606079,0,0,0,0,0,0,0
G0600590032002,06059032002,G0600590032002,06059032002,1,1,1,1,1,1,1,1
G0600590032003,06059032003,G0600590032003,06059032003,1,1,1,1,1,1,1,1
G0600590032011,06059032011,G0600590032011,06059032011,0.9989946762,0.9944398566,0.9943386368,0.9932418133,0.9943333241,0.9944376117,0.9940946908,0.9954759326
G0600590032011,06059032011,G0600590032041,06059032041,0.0010053238,0.0055601434,0.0056613632,0.0067581867,0.0056666759,0.0055623883,0.0059053092,0.0045240674
G0600590032012,06059032012,G0600590032012,06059032012,1,1,1,1,1,1,1,1
G0600590032013,06059032013,G0600590032012,06059032012,0.0001443615,0,0,0,0,0,0,0
G0600590032013,06059032013,G0600590032013,06059032013,0.9998556385,1,1,1,1,1,1,1
G0600590032014,06059032014,G0600590032014,06059032014,0.9745259216,1,1,1,1,1,1,1
G0600590032014,06059032014,G0600590062647,06059062647,0.0254740784,0,0,0,0,0,0,0
G0600590032015,06059032015,G0600590032014,06059032014,0.0007868362,0.0007802399,0.0007881045,0.0009045112,0.0008369762,0.0008542689,0.0009844688,0.0003825557
G0600590032015,06059032015,G0600590032015,06059032015,0.9992131638,0.9992197601,0.9992118955,0.9990954888,0.9991630238,0.9991457311,0.9990155312,0.9996174443
G0600590032020,06059032020,G0600590032020,06059032020,1,1,1,1,1,1,1,1
G0600590032022,06059032022,G0600590032022,06059032022,0.9214075294,0.9969706556,0.9968840298,0.9964910115,0.9968283185,0.9970275315,0.9949292445,0.9987748693
G0600590032022,06059032022,G0600590032058,06059032058,0.0433030777,0,0,0,0,0,0,0
G0600590032022,06059032022,G0600590032061,06059032061,0.0352893929,0.0030293444,0.0031159702,0.0035089885,0.0031716815,0.0029724685,0.0050707555,0.0012251307
G0600590032027,06059032027,G0600590032027,06059032027,1,1,1,1,1,1,1,1
G0600590032028,06059032028,G0600590032028,06059032028,1,1,1,1,1,1,1,1
G0600590032029,06059032029,G0600590032029,06059032029,0.9223147559,0.9616036921,0.9615410914,0.9616045661,0.9644522459,0.964039689,0.9656813771,0.9596868102
G0600590032029,06059032029,G0600590032030,06059032030,0.0776852441,0.0383963079,0.0384589086,0.0383954339,0.0355477541,0.035960311,0.0343186229,0.0403131898
G0600590032030,06059032030,G0600590032029,06059032029,0.0085702734,0.0079732479,0.0081338921,0.0074854156,0.0082391927,0.0081679418,0.0096557825,0
G0600590032030,06059032030,G0600590032030,06059032030,0.9914297266,0.9920267521,0.9918661079,0.9925145844,0.9917608073,0.9918320582,0.9903442175,1
G0600590032031,06059032031,G0600590032031,06059032031,1,1,1,1,1,1,1,1
G0600590032032,06059032032,G0600590032032,06059032032,1,1,1,1,1,1,1,1
G0600590032033,06059032033,G0600590032033,06059032033,1,1,1,1,1,1,1,1
G0600590032034,06059032034,G0600590032034,06059032034,1,1,1,1,1,1,1,1
G0600590032035,06059032035,G0600590032035,06059032035,1,1,1,1,1,1,1,1
G0600590032036,06059032036,G0600590032036,06059032036,1,1,1,1,1,1,1,1
G0600590032037,06059032037,G0600590032037,06059032037,1,1,1,1,1,1,1,1
G0600590032038,06059032038,G0600590032037,06059032037,0.0198984458,0.0062188219,0.0061982486,0.00520749,0.0056731856,0.0057147131,0.0064849437,0
G0600590032038,06059032038,G0600590032038,06059032038,0.9801015542,0.9937811781,0.9938017514,0.99479251,0.9943268144,0.9942852869,0.9935150563,1
G0600590032039,06059032039,G0600590032039,06059032039,1,1,1,1,1,1,1,1
G0600590032040,06059032040,G0600590032040,06059032040,1,1,1,1,1,1,1,1
G0600590032041,06059032041,G0600590032011,06059032011,0.0010991097,0.0000130076,0.0000105493,0.0000084969,0.0000063091,0.0000056043,0.00000758,0
G0600590032041,06059032041,G0600590032041,06059032041,0.9988325032,0.9896483098,0.9890599006,0.9867204444,0.9858039889,0.9873897136,0.987364228,0.9780585163
G0600590032041,06059032041,G0600590032042,06059032042,0.0000683871,0.0103386826,0.0109295501,0.0132710587,0.014189702,0.0126046821,0.012628192,0.0219414836
G0600590032042,06059032042,G0600590032041,06059032041,0.018617597,0,0,0,0,0,0,0
G0600590032042,06059032042,G0600590032042,06059032042,0.9776255725,0.9962975304,0.9965328106,0.9964892273,0.9964524224,0.9965209378,0.9959161446,0.9997909106
G0600590032042,06059032042,G0600590032043,06059032043,0.0036550091,0.0037024696,0.0034671894,0.0035107727,0.0035475776,0.0034790622,0.0040838554,0.0002090894
G0600590032042,06059032042,G0600590032044,06059032044,0.0001018215,0,0,0,0,0,0,0
G0600590032043,06059032043,G0600590032041,06059032041,0.0008218952,0,0,0,0,0,0,0
G0600590032043,06059032043,G0600590032042,06059032042,0.0008637484,0.0025185949,0.0026884378,0.0025767877,0.0025547796,0.002520173,0.0027989532,0
G0600590032043,06059032043,G0600590032043,06059032043,0.9868252938,0.9973347768,0.9971636,0.9972778754,0.9972978114,0.997333382,0.9970511706,0.9998784049
G0600590032043,06059032043,G0600590032044,06059032044,0.0114890626,0.0001466283,0.0001479622,0.000145337,0.0001474089,0.0001464449,0.0001498761,0.0001215951
G0600590032044,06059032044,G0600590032043,06059032043,0.0021018014,0,0,0,0,0,0,0
G0600590032044,06059032044,G0600590032044,06059032044,0.9872633396,0.9985605054,0.9985778476,0.9985730889,0.9984143841,0.9984611575,0.9983024246,0.999335173
G0600590032044,06059032044,G0600590032045,06059032045,0.0034828859,0,0,0,0,0,0,0
G0600590032044,06059032044,G0600590032046,06059032046,0.001604642,0.0014394946,0.0014221524,0.0014269111,0.0015856159,0.0015388425,0.0016975754,0.000664827
G0600590032044,06059032044,G0600590032055,06059032055,0.0055473311,0,0,0,0,0,0,0
G0600590032045,06059032045,G0600590032044,06059032044,0.0373597689,0.0234895884,0.0226775431,0.0242992621,0.0217040453,0.0215533228,0.0240329086,0
G0600590032045,06059032045,G0600590032045,06059032045,0.9606962027,0.9765104116,0.9773224569,0.9757007379,0.9782959547,0.9784466772,0.9759670914,1
G0600590032045,06059032045,G0600590032056,06059032056,0.0019440284,0,0,0,0,0,0,0
G0600590032046,06059032046,G0600590032043,06059032043,0.0624024148,0,0,0,0,0,0,0
G0600590032046,06059032046,G0600590032044,06059032044,0.0005903533,0,0,0,0,0,0,0
G0600590032046,06059032046,G0600590032046,06059032046,0.9156547607,0.9783157789,0.9791930726,0.9798143447,0.9800842654,0.9798606946,0.9787900215,1
G0600590032046,06059032046,G0600590032056,06059032056,0.0213524712,0.0216842211,0.0208069274,0.0201856553,0.0199157346,0.0201393054,0.0212099785,0
G0600590032047,06059032047,G0600590032047,06059032047,0.9922846823,0.999870138,0.9999132472,0.9999119662,0.9999467956,0.9999478809,0.9999419301,0.9999509089
G0600590032047,06059032047,G0600590032048,06059032048,0.0077153177,0.000129862,0.0000867528,0.0000880338,0.0000532044,0.0000521191,0.0000580699,0.0000490911
G0600590032048,06059032048,G0600590032048,06059032048,1,1,1,1,1,1,1,1
G0600590032049,06059032049,G0600590032049,06059032049,0.9739486293,1,1,1,1,1,1,1
G0600590032049,06059032049,G0600590032050,06059032050,0.0260513707,0,0,0,0,0,0,0
G0600590032050,06059032050,G0600590032050,06059032050,1,1,1,1,1,1,1,1
G0600590032051,06059032051,G0600590032051,06059032051,1,1,1,1,1,1,1,1
G0600590032053,06059032053,G0600590032037,06059032037,0.0799801989,0.0012707223,0.0012330901,0.0013163271,0.0011885082,0.0011672442,0.0014914982,0.0004900023
G0600590032053,06059032053,G0600590032038,06059032038,0.0775835941,0.0061312299,0.0059496549,0.0063512728,0.0057345475,0.0056319485,0.0071964728,0.0023642593
G0600590032053,06059032053,G0600590032053,06059032053,0.8424362071,0.9925980478,0.9928172549,0.9923324001,0.9930769443,0.9932008073,0.991312029,0.9971457384
G0600590032054,06059032054,G0600590032054,06059032054,1,1,1,1,1,1,1,1
G0600590032055,06059032055,G0600590032044,06059032044,0.116799911,0,0,0,0,0,0,0
G0600590032055,06059032055,G0600590032055,06059032055,0.883200089,1,1,1,1,1,1,1
G0600590032057,06059032057,G0600590032022,06059032022,0.0003923984,0,0,0,0,0,0,0
G0600590032057,06059032057,G0600590032039,06059032039,0.2385887993,0,0,0,0,0,0,0
G0600590032057,06059032057,G0600590032057,06059032057,0.7610188023,1,1,1,1,1,1,1
G0600590032058,06059032058,G0600590032022,06059032022,0.0229006606,0,0,0,0,0,0,0
G0600590032058,06059032058,G0600590032058,06059032058,0.8283891236,0.9844268885,0.9848642304,0.9847829886,0.9856082824,0.9853236742,0.9846561589,0.9908323229
G0600590032058,06059032058,G0600590032059,06059032059,0.0001069315,0,0,0,0,0,0,0
G0600590032058,06059032058,G0600590032061,06059032061,0.1486032843,0.0155731115,0.0151357696,0.0152170114,0.0143917176,0.0146763258,0.0153438411,0.0091676771
G0600590032059,06059032059,G0600590032059,06059032059,1,1,1,1,1,1,1,1
G0600590032061,06059032061,G0600590032058,06059032058,0.0023779552,0.0655509329,0.0695928039,0.0711382205,0.0818933252,0.0943303918,0.070898594,0.1612709732
G0600590032061,06059032061,G0600590032061,06059032061,0.9911495173,0.9316237919,0.9279447919,0.9271002133,0.9165834035,0.9043342771,0.927910327,0.8348074582
G0600590032061,06059032061,G0600590042312,06059042312,0.0064725275,0.0028252752,0.0024624042,0.0017615662,0.0015232712,0.001335331,0.001191079,0.0039215686
G0600590032062,06059032062,G0600590032023,06059032023,0.9377013963,1,1,1,1,1,1,1
G0600590032062,06059032062,G0600590042111,06059042111,0.0055925702,0,0,0,0,0,0,0
G0600590032062,06059032062,G0600590042112,06059042112,0.0567060334,0,0,0,0,0,0,0
G0600590032063,06059032063,G0600590032023,06059032023,0.973117739,1,1,1,1,1,1,1
G0600590032063,06059032063,G0600590042112,06059042112,0.026882261,0,0,0,0,0,0,0
G0600590032064,06059032064,G0600590032023,06059032023,0.9999929926,0.9995757525,0.9995786628,0.9995381895,0.9995838622,0.9995945427,0.9995641902,0.9996271405
G0600590032064,06059032064,G0600590042312,06059042312,0.0000070074,0.0004242475,0.0004213372,0.0004618105,0.0004161378,0.0004054573,0.0004358098,0.0003728595
G0600590032065,06059032065,G0600590032045,06059032045,0.0069987011,0,0,0,0,0,0,0
G0600590032065,06059032065,G0600590032056,06059032056,0.9930012989,1,1,1,1,1,1,1
G0600590032066,06059032066,G0600590032043,06059032043,0.0165050923,0,0,0,0,0,0,0
G0600590032066,06059032066,G0600590032046,06059032046,0.0040266133,0,0,0,0,0,0,0
G0600590032066,06059032066,G0600590032056,06059032056,0.9794682944,1,1,1,1,1,1,1
G0600590042106,06059042106,G0600590042106,06059042106,0.9996654464,1,1,1,1,1,1,1
G0600590042106,06059042106,G0600590042201,06059042201,0.0003345536,0,0,0,0,0,0,0
G0600590042107,06059042107,G0600590042107,06059042107,1,1,1,1,1,1,1,1
G0600590042108,06059042108,G0600590042108,06059042108,1,1,1,1,1,1,1,1
G0600590042109,06059042109,G0600590042109,06059042109,0.9979388806,0.9986385946,0.9986411642,0.99857785,0.998769175,0.9988416,0.9979467692,0.9999589349
G0600590042109,06059042109,G0600590042113,06059042113,0.0020611194,0.0013614054,0.0013588358,0.00142215,0.001230825,0.0011584,0.0020532308,0.0000410651
G0600590042111,06059042111,G0600590032023,06059032023,0.073424303,0,0,0,0,0,0,0
G0600590042111,06059042111,G0600590042111,06059042111,0.9189274205,0.9954590953,0.9956221644,0.9954424295,0.9958065828,0.9956461573,0.9957415848,0.9964121894
G0600590042111,06059042111,G0600590042112,06059042112,0.0076482764,0.0045409047,0.0043778356,0.0045575705,0.0041934172,0.0043538427,0.0042584152,0.0035878106
