tr2020gj,tr2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600190005514,06019005514,G0600190005514,06019005514,1,1,1,1,1,1,1,1
G0600190005515,06019005515,G0600190005515,06019005515,0.9995534967,1,1,1,1,1,1,1
G0600190005515,06019005515,G0600190005518,06019005518,0.0004120574,0,0,0,0,0,0,0
G0600190005515,06019005515,G0600190005525,06019005525,0.0000344459,0,0,0,0,0,0,0
G0600190005516,06019005516,G0600190005516,06019005516,1,1,1,1,1,1,1,1
G0600190005518,06019005518,G0600190005518,06019005518,0.9736449368,1,1,1,1,1,1,1
G0600190005518,06019005518,G0600190005912,06019005912,0.0263550632,0,0,0,0,0,0,0
G0600190005520,06019005520,G0600190005520,06019005520,0.9978824765,0.9997475972,0.999761098,0.9996727485,0.9997066682,0.9997144582,0.9997635444,0.9990351182
G0600190005520,06019005520,G0600190005522,06019005522,0.0021175235,0.0002524028,0.000238902,0.0003272515,0.0002933318,0.0002855418,0.0002364556,0.0009648818
G0600190005522,06019005522,G0600190005522,06019005522,1,1,1,1,1,1,1,1
G0600190005524,06019005524,G0600190005524,06019005524,1,1,1,1,1,1,1,1
G0600190005525,06019005525,G0600190005525,06019005525,1,1,1,1,1,1,1,1
G0600190005526,06019005526,G0600190005510,06019005510,1,1,1,1,1,1,1,1
G0600190005527,06019005527,G0600190005510,06019005510,1,1,1,1,1,1,1,1
G0600190005528,06019005528,G0600190005517,06019005517,1,1,1,1,1,1,1,1
G0600190005529,06019005529,G0600190005503,06019005503,0.0035687879,0.0009377714,0.0008991492,0.001203117,0.0010898827,0.0010613821,0.0011747114,0.0006873096
G0600190005529,06019005529,G0600190005517,06019005517,0.9964312121,0.9990622286,0.9991008508,0.998796883,0.9989101173,0.9989386179,0.9988252886,0.9993126904
G0600190005602,06019005602,G0600190005602,06019005602,1,1,1,1,1,1,1,1
G0600190005605,06019005605,G0600190005605,06019005605,1,1,1,1,1,1,1,1
G0600190005606,06019005606,G0600190005606,06019005606,1,1,1,1,1,1,1,1
G0600190005607,06019005607,G0600190005607,06019005607,1,1,1,1,1,1,1,1
G0600190005608,06019005608,G0600190005608,06019005608,1,1,1,1,1,1,1,1
G0600190005701,06019005701,G0600190005701,06019005701,1,1,1,1,1,1,1,1
G0600190005702,06019005702,G0600190005702,06019005702,1,1,1,1,1,1,1,1
G0600190005703,06019005703,G0600190005703,06019005703,1,1,1,1,1,1,1,1
G0600190005704,06019005704,G0600190005602,06019005602,0.0109262229,0,0,0,0,0,0,0
G0600190005704,06019005704,G0600190005704,06019005704,0.9890737771,1,1,1,1,1,1,1
G0600190005801,06019005801,G0600190003102,06019003102,0.0072811251,0.0001340703,0.0001196791,0,0,0.0000104605,0,0
G0600190005801,06019005801,G0600190003104,06019003104,0.0100152712,0.0007074046,0.0001121693,0.0001906699,0.0001143471,0.0000931386,0.0002216803,0
G0600190005801,06019005801,G0600190005801,06019005801,0.9827036037,0.999158525,0.9997681516,0.9998093301,0.9998856529,0.9998964009,0.9997783197,1
G0600190005802,06019005802,G0600190005802,06019005802,1,1,1,1,1,1,1,1
G0600190005804,06019005804,G0600190003104,06019003104,0.0151223278,0,0,0,0,0,0,0
G0600190005804,06019005804,G0600190005804,06019005804,0.9848776722,1,1,1,1,1,1,1
G0600190005805,06019005805,G0600190003001,06019003001,0.0010316073,0,0,0,0,0,0,0
G0600190005805,06019005805,G0600190005805,06019005805,0.9989683927,1,1,1,1,1,1,1
G0600190005904,06019005904,G0600190005904,06019005904,0.9999872302,0.9999931117,0.9999926537,0.9999934728,0.9999917807,0.9999916949,0.9999910177,0.9999958552
G0600190005904,06019005904,G0600190005905,06019005905,0.0000127698,0.0000068883,0.0000073463,0.0000065272,0.0000082193,0.0000083051,0.0000089823,0.0000041448
G0600190005906,06019005906,G0600190005906,06019005906,1,1,1,1,1,1,1,1
G0600190005907,06019005907,G0600190005512,06019005512,0.0040233258,0,0,0,0,0,0,0
G0600190005907,06019005907,G0600190005907,06019005907,0.9947867777,1,1,1,1,1,1,1
G0600190005907,06019005907,G0600190005909,06019005909,0.0011898965,0,0,0,0,0,0,0
G0600190005911,06019005911,G0600190005911,06019005911,1,1,1,1,1,1,1,1
G0600190005912,06019005912,G0600190005912,06019005912,1,1,1,1,1,1,1,1
G0600190005913,06019005913,G0600190005909,06019005909,1,1,1,1,1,1,1,1
G0600190005914,06019005914,G0600190005907,06019005907,0.0011270302,0,0,0,0,0,0,0
G0600190005914,06019005914,G0600190005909,06019005909,0.9988729698,1,1,1,1,1,1,1
G0600190005915,06019005915,G0600190005905,06019005905,1,1,1,1,1,1,1,1
G0600190005916,06019005916,G0600190005905,06019005905,1,1,1,1,1,1,1,1
G0600190006001,06019006001,G0600190006000,06019006000,1,1,1,1,1,1,1,1
G0600190006002,06019006002,G0600190006000,06019006000,1,1,1,1,1,1,1,1
G0600190006101,06019006101,G0600190006100,06019006100,1,1,1,1,1,1,1,1
G0600190006102,06019006102,G0600190006100,06019006100,1,1,1,1,1,1,1,1
G0600190006201,06019006201,G0600190006201,06019006201,1,1,1,1,1,1,1,1
G0600190006202,06019006202,G0600190006202,06019006202,1,1,1,1,1,1,1,1
G0600190006301,06019006301,G0600190006300,06019006300,0.9999955261,0.9994026578,0.9994911438,0.999713967,0.9997722938,0.99978313,0.9996700265,1
G0600190006301,06019006301,G0600190006602,06019006602,0.0000044739,0.0005973422,0.0005088562,0.000286033,0.0002277062,0.00021687,0.0003299735,0
G0600190006302,06019006302,G0600190006300,06019006300,1,1,1,1,1,1,1,1
G0600190006405,06019006405,G0600190006405,06019006405,1,1,1,1,1,1,1,1
G0600190006406,06019006406,G0600190006404,06019006404,1,1,1,1,1,1,1,1
G0600190006407,06019006407,G0600190006404,06019006404,1,1,1,1,1,1,1,1
G0600190006408,06019006408,G0600190006402,06019006402,1,1,1,1,1,1,1,1
G0600190006409,06019006409,G0600190006402,06019006402,1,1,1,1,1,1,1,1
G0600190006410,06019006410,G0600190006403,06019006403,1,1,1,1,1,1,1,1
G0600190006411,06019006411,G0600190006403,06019006403,1,1,1,1,1,1,1,1
G0600190006501,06019006501,G0600190006501,06019006501,1,1,1,1,1,1,1,1
G0600190006502,06019006502,G0600190006502,06019006502,1,1,1,1,1,1,1,1
G0600190006602,06019006602,G0600190006602,06019006602,1,1,1,1,1,1,1,1
G0600190006603,06019006603,G0600190006603,06019006603,1,1,1,1,1,1,1,1
G0600190006605,06019006605,G0600190006604,06019006604,1,1,1,1,1,1,1,1
G0600190006606,06019006606,G0600190006604,06019006604,1,1,1,1,1,1,1,1
G0600190006700,06019006700,G0600190006700,06019006700,1,1,1,1,1,1,1,1
G0600190006802,06019006802,G0600190006802,06019006802,1,1,1,1,1,1,1,1
G0600190006900,06019006900,G0600190006900,06019006900,1,1,1,1,1,1,1,1
G0600190007002,06019007002,G0600190007002,06019007002,1,1,1,1,1,1,1,1
G0600190007003,06019007003,G0600190007003,06019007003,1,1,1,1,1,1,1,1
G0600190007004,06019007004,G0600190007004,06019007004,1,1,1,1,1,1,1,1
G0600190007101,06019007101,G0600190007100,06019007100,1,1,1,1,1,1,1,1
G0600190007102,06019007102,G0600190007100,06019007100,1,1,1,1,1,1,1,1
G0600190007202,06019007202,G0600190007202,06019007202,1,1,1,1,1,1,1,1
G0600190007203,06019007203,G0600190007201,06019007201,1,1,1,1,1,1,1,1
G0600190007204,06019007204,G0600190007201,06019007201,1,1,1,1,1,1,1,1
G0600190007300,06019007300,G0600190007300,06019007300,1,1,1,1,1,1,1,1
G0600190007400,06019007400,G0600190007400,06019007400,1,1,1,1,1,1,1,1
G0600190007500,06019007500,G0600190007500,06019007500,1,1,1,1,1,1,1,1
G0600190007600,06019007600,G0600190007600,06019007600,1,1,1,1,1,1,1,1
G0600190007700,06019007700,G0600190007700,06019007700,1,1,1,1,1,1,1,1
G0600190007801,06019007801,G0600190007801,06019007801,1,1,1,1,1,1,1,1
G0600190007802,06019007802,G0600190007802,06019007802,1,1,1,1,1,1,1,1
G0600190007903,06019007903,G0600190007901,06019007901,0.0017310921,0.6395365268,0.714985773,0,0,0,0,0
G0600190007903,06019007903,G0600190007902,06019007902,0.9982540241,0.3604634732,0.285014227,1,1,1,1,1
G0600190007903,06019007903,G0600190008000,06019008000,0.0000124315,0,0,0,0,0,0,0
G0600190007903,06019007903,G0600190008100,06019008100,0.0000024523,0,0,0,0,0,0,0
G0600190008000,06019008000,G0600190008000,06019008000,0.9997449929,1,1,1,1,1,1,1
G0600190008000,06019008000,G0600190008100,06019008100,0.0002550071,0,0,0,0,0,0,0
G0600190008100,06019008100,G0600190008100,06019008100,1,1,1,1,1,1,1,1
G0600190008200,06019008200,G0600190008200,06019008200,1,1,1,1,1,1,1,1
G0600190008301,06019008301,G0600190008301,06019008301,1,1,1,1,1,1,1,1
G0600190008303,06019008303,G0600190008302,06019008302,1,1,1,1,1,1,1,1
G0600190008304,06019008304,G0600190008302,06019008302,1,1,1,1,1,1,1,1
G0600190008402,06019008402,G0600190008402,06019008402,1,1,1,1,1,1,1,1
G0600190008403,06019008403,G0600190008401,06019008401,1,1,1,1,1,1,1,1
G0600190008404,06019008404,G0600190008401,06019008401,1,1,1,1,1,1,1,1
G0600190008405,06019008405,G0600190008401,06019008401,1,1,1,1,1,1,1,1
G0600190008501,06019008501,G0600190008501,06019008501,1,1,1,1,1,1,1,1
G0600190008503,06019008503,G0600190008502,06019008502,1,1,1,1,1,1,1,1
G0600190008504,06019008504,G0600190008502,06019008502,1,1,1,1,1,1,1,1
G0600190008600,06019008600,G0600190000800,06019000800,0.1030774768,0.3102930128,0.3047815617,0.2559006211,0.3998470948,0.3992779783,0.1485319516,0.5994513032
G0600190008600,06019008600,G0600190001900,06019001900,0.8969225232,0.6897069872,0.6952184383,0.7440993789,0.6001529052,0.6007220217,0.8514680484,0.4005486968
G0600210010101,06021010101,G0600210010100,06021010100,1,1,1,1,1,1,1,1
G0600210010102,06021010102,G0600210010100,06021010100,0.9986508116,1,1,1,1,1,1,1
G0600210010102,06021010102,G0600210010200,06021010200,0.0013491884,0,0,0,0,0,0,0
G0600210010200,06021010200,G0600210010100,06021010100,0.0034294388,0.0076504933,0.0082909869,0.0141955836,0.0105386417,0.0100055586,0.008071025,0.0170575693
G0600210010200,06021010200,G0600210010200,06021010200,0.9965705612,0.9923495067,0.9917090131,0.9858044164,0.9894613583,0.9899944414,0.991928975,0.9829424307
G0600210010300,06021010300,G0600210010300,06021010300,1,1,1,1,1,1,1,1
G0600210010401,06021010401,G0600210010400,06021010400,1,1,1,1,1,1,1,1
G0600210010402,06021010402,G0600210010400,06021010400,1,1,1,1,1,1,1,1
G0600210010501,06021010501,G0600210010501,06021010501,0.9995822331,0.9999682066,0.9999575244,0.9999539715,0.9999379014,0.9999404793,0.9999002775,1
G0600210010501,06021010501,G0600210010502,06021010502,0.0004177669,0.0000317934,0.0000424756,0.0000460285,0.0000620986,0.0000595207,0.0000997225,0
G0600210010502,06021010502,G0600210010502,06021010502,1,1,1,1,1,1,1,1
G0600230000100,06023000100,G0600230000100,06023000100,1,1,1,1,1,1,1,1
G0600230000200,06023000200,G0600230000200,06023000200,1,1,1,1,1,1,1,1
G0600230000300,06023000300,G0600230000300,06023000300,1,1,1,1,1,1,1,1
G0600230000400,06023000400,G0600230000400,06023000400,1,1,1,1,1,1,1,1
G0600230000500,06023000500,G0600230000500,06023000500,1,1,1,1,1,1,1,1
G0600230000600,06023000600,G0600230000600,06023000600,1,1,1,1,1,1,1,1
G0600230000700,06023000700,G0600230000700,06023000700,1,1,1,1,1,1,1,1
G0600230000800,06023000800,G0600230000800,06023000800,1,1,1,1,1,1,1,1
G0600230000900,06023000900,G0600230000900,06023000900,1,1,1,1,1,1,1,1
G0600230001001,06023001001,G0600230001000,06023001000,1,1,1,1,1,1,1,1
G0600230001002,06023001002,G0600230001000,06023001000,1,1,1,1,1,1,1,1
G0600230001102,06023001102,G0600230001000,06023001000,0.0001084588,0,0,0,0,0,0,0
G0600230001102,06023001102,G0600230001101,06023001101,0.9998915412,1,1,1,1,1,1,1
G0600230001103,06023001103,G0600230001101,06023001101,1,1,1,1,1,1,1,1
G0600230001200,06023001200,G0600230001200,06023001200,1,1,1,1,1,1,1,1
G0600230001300,06023001300,G0600230000900,06023000900,0.0016854299,0,0,0,0,0,0,0
G0600230001300,06023001300,G0600230001300,06023001300,0.9983145701,1,1,1,1,1,1,1
G0600230010102,06023010102,G0600230010102,06023010102,1,1,1,1,1,1,1,1
G0600230010200,06023010200,G0600230010102,06023010102,0.0000900974,0,0,0,0,0,0,0
G0600230010200,06023010200,G0600230010200,06023010200,0.9999099026,1,1,1,1,1,1,1
G0600230010300,06023010300,G0600230010300,06023010300,1,1,1,1,1,1,1,1
G0600230010400,06023010400,G0600230010200,06023010200,0.003627226,0,0,0,0,0,0,0
G0600230010400,06023010400,G0600230010400,06023010400,0.996372774,1,1,1,1,1,1,1
G0600230010502,06023010502,G0600230010502,06023010502,1,1,1,1,1,1,1,1
G0600230010503,06023010503,G0600230010501,06023010501,1,1,1,1,1,1,1,1
G0600230010504,06023010504,G0600230010501,06023010501,1,1,1,1,1,1,1,1
G0600230010600,06023010600,G0600230010600,06023010600,1,1,1,1,1,1,1,1
G0600230010701,06023010701,G0600230010700,06023010700,1,1,1,1,1,1,1,1
G0600230010702,06023010702,G0600230010700,06023010700,1,1,1,1,1,1,1,1
G0600230010800,06023010800,G0600230010800,06023010800,0.9997519306,0.9987340327,0.9986998381,0.9984044297,0.9985199057,0.9986181076,0.9975343393,0.9997150722
G0600230010800,06023010800,G0600230010901,06023010901,0.0001008396,0.0008977258,0.0009856883,0.0011710221,0.0012233252,0.0011421595,0.0019971528,0.0002849278
G0600230010800,06023010800,G0600230011000,06023011000,0.0001472298,0.0003682415,0.0003144736,0.0004245482,0.0002567692,0.0002397329,0.0004685079,0
G0600230010901,06023010901,G0600230010901,06023010901,1,1,1,1,1,1,1,1
G0600230010902,06023010902,G0600230010902,06023010902,0.9999814498,1,1,1,1,1,1,1
G0600230010902,06023010902,G0600230011100,06023011100,0.0000185502,0,0,0,0,0,0,0
G0600230011000,06023011000,G0600230010800,06023010800,0.0019464042,0.0003689716,0.0003405923,0.0002961762,0.0003515993,0.0003481219,0.0003179012,0.0004402718
G0600230011000,06023011000,G0600230010902,06023010902,0.0005132483,0,0,0,0,0,0,0
G0600230011000,06023011000,G0600230011000,06023011000,0.9975403474,0.9996310284,0.9996594077,0.9997038238,0.9996484007,0.9996518781,0.9996820988,0.9995597282
G0600230011100,06023011100,G0600230011100,06023011100,1,1,1,1,1,1,1,1
G0600230011200,06023011200,G0600230011200,06023011200,1,1,1,1,1,1,1,1
G0600230011501,06023011501,G0600230011500,06023011500,0.9999984743,0.9999926322,0.9999917828,0.9999904643,0.9999903302,0.9999920755,0.9999889057,0.9999928536
G0600230011501,06023011501,G0600230011600,06023011600,0.0000015257,0.0000073678,0.0000082172,0.0000095357,0.0000096698,0.0000079245,0.0000110943,0.0000071464
G0600230011502,06023011502,G0600230011500,06023011500,1,1,1,1,1,1,1,1
G0600230011600,06023011600,G0600230011600,06023011600,1,1,1,1,1,1,1,1
G0600230940000,06023940000,G0600230940000,06023940000,1,1,1,1,1,1,1,1
G0600230990100,06023990100,G0600230990100,06023990100,1,1,1,1,1,1,1,1
G0600250010101,06025010101,G0600250010101,06025010101,1,1,1,1,1,1,1,1
G0600250010102,06025010102,G0600250010102,06025010102,1,1,1,1,1,1,1,1
G0600250010200,06025010200,G0600250010200,06025010200,1,1,1,1,1,1,1,1
G0600250010300,06025010300,G0600250010300,06025010300,0.999808111,1,1,1,1,1,1,1
G0600250010300,06025010300,G0600250010600,06025010600,0.000055447,0,0,0,0,0,0,0
G0600250010300,06025010300,G0600250010700,06025010700,0.000136442,0,0,0,0,0,0,0
G0600250010401,06025010401,G0600250010400,06025010400,1,1,1,1,1,1,1,1
G0600250010402,06025010402,G0600250010400,06025010400,1,1,1,1,1,1,1,1
G0600250010500,06025010500,G0600250010500,06025010500,1,1,1,1,1,1,1,1
G0600250010600,06025010600,G0600250010300,06025010300,0.00005761,0,0,0,0,0,0,0
G0600250010600,06025010600,G0600250010600,06025010600,0.99994239,1,1,1,1,1,1,1
G0600250010700,06025010700,G0600250010300,06025010300,0.0000021483,0,0,0,0,0,0,0
G0600250010700,06025010700,G0600250010700,06025010700,0.9999978517,1,1,1,1,1,1,1
G0600250010800,06025010800,G0600250010800,06025010800,1,1,1,1,1,1,1,1
G0600250010900,06025010900,G0600250010900,06025010900,1,1,1,1,1,1,1,1
G0600250011001,06025011001,G0600250011000,06025011000,1,1,1,1,1,1,1,1
G0600250011002,06025011002,G0600250011000,06025011000,1,1,1,1,1,1,1,1
G0600250011100,06025011100,G0600250011100,06025011100,1,1,1,1,1,1,1,1
G0600250011201,06025011201,G0600250011201,06025011201,0.9992173092,0.9963111892,0.9957450802,0.9971960237,0.997045085,0.9964825042,0.9975680955,0.9962354792
G0600250011201,06025011201,G0600250011500,06025011500,0.0007826908,0.0036888108,0.0042549198,0.0028039763,0.002954915,0.0035174958,0.0024319045,0.0037645208
G0600250011202,06025011202,G0600250011202,06025011202,1,1,1,1,1,1,1,1
G0600250011301,06025011301,G0600250011300,06025011300,1,1,1,1,1,1,1,1
G0600250011302,06025011302,G0600250011300,06025011300,1,1,1,1,1,1,1,1
G0600250011303,06025011303,G0600250011300,06025011300,1,1,1,1,1,1,1,1
G0600250011400,06025011400,G0600250011400,06025011400,1,1,1,1,1,1,1,1
G0600250011500,06025011500,G0600250011500,06025011500,1,1,1,1,1,1,1,1
G0600250011600,06025011600,G0600250011600,06025011600,1,1,1,1,1,1,1,1
G0600250011700,06025011700,G0600250011700,06025011700,1,1,1,1,1,1,1,1
G0600250011801,06025011801,G0600250011801,06025011801,1,1,1,1,1,1,1,1
G0600250011802,06025011802,G0600250011802,06025011802,1,1,1,1,1,1,1,1
G0600250011803,06025011803,G0600250011803,06025011803,1,1,1,1,1,1,1,1
G0600250011901,06025011901,G0600250011900,06025011900,1,1,1,1,1,1,1,1
G0600250011902,06025011902,G0600250011900,06025011900,1,1,1,1,1,1,1,1
G0600250011903,06025011903,G0600250011900,06025011900,1,1,1,1,1,1,1,1
G0600250012001,06025012001,G0600250012001,06025012001,1,1,1,1,1,1,1,1
G0600250012003,06025012003,G0600250012002,06025012002,1,1,1,1,1,1,1,1
G0600250012004,06025012004,G0600250012001,06025012001,0.0086965194,0.0406676139,0.0347532039,0.0471389473,0.0469921532,0.0456940274,0.0335287034,0.0744715484
G0600250012004,06025012004,G0600250012002,06025012002,0.9913034806,0.9593323861,0.9652467961,0.9528610527,0.9530078468,0.9543059726,0.9664712966,0.9255284516
G0600250012101,06025012101,G0600250012100,06025012100,1,1,1,1,1,1,1,1
G0600250012102,06025012102,G0600250012100,06025012100,1,1,1,1,1,1,1,1
G0600250012201,06025012201,G0600250011900,06025011900,0.0183365522,0,0,0,0,0,0,0
G0600250012201,06025012201,G0600250012200,06025012200,0.9816634478,1,1,1,1,1,1,1
G0600250012202,06025012202,G0600250011900,06025011900,0.0009776183,0,0,0,0,0,0,0
G0600250012202,06025012202,G0600250012200,06025012200,0.9990223817,1,1,1,1,1,1,1
G0600250012301,06025012301,G0600250012301,06025012301,1,1,1,1,1,1,1,1
G0600250012302,06025012302,G0600250012301,06025012301,0.0000694182,0,0,0,0,0,0,0
G0600250012302,06025012302,G0600250012302,06025012302,0.9999305818,1,1,1,1,1,1,1
G0600250012400,06025012400,G0600250012400,06025012400,1,1,1,1,1,1,1,1
G0600250940000,06025940000,G0600250940000,06025940000,1,1,1,1,1,1,1,1
G0600270000100,06027000100,G0600270000100,06027000100,0.9990302336,0.9792728508,0.9773213522,0.9771283355,0.9747634069,0.9764532745,0.9833795014,0.9243243243
G0600270000100,06027000100,G0600270000400,06027000400,0.0009697664,0.0207271492,0.0226786478,0.0228716645,0.0252365931,0.0235467255,0.0166204986,0.0756756757
G0600270000200,06027000200,G0600270000200,06027000200,1,1,1,1,1,1,1,1
G0600270000300,06027000300,G0600270000300,06027000300,1,1,1,1,1,1,1,1
G0600270000400,06027000400,G0600270000400,06027000400,1,1,1,1,1,1,1,1
G0600270000500,06027000500,G0600270000500,06027000500,1,1,1,1,1,1,1,1
G0600270000800,06027000800,G0600270000800,06027000800,0.9999958107,1,1,1,1,1,1,1
G0600270000800,06027000800,G0600290005201,06029005201,0.0000003964,0,0,0,0,0,0,0
G0600270000800,06027000800,G0600290005300,06029005300,0.0000037928,0,0,0,0,0,0,0
G0600290000102,06029000102,G0600290000102,06029000102,1,1,1,1,1,1,1,1
G0600290000103,06029000103,G0600290000101,06029000101,1,1,1,1,1,1,1,1
G0600290000104,06029000104,G0600290000101,06029000101,1,1,1,1,1,1,1,1
G0600290000105,06029000105,G0600290000101,06029000101,1,1,1,1,1,1,1,1
G0600290000106,06029000106,G0600290000101,06029000101,1,1,1,1,1,1,1,1
G0600290000201,06029000201,G0600290000101,06029000101,0.0148368716,0,0,0,0,0,0,0
G0600290000201,06029000201,G0600290000102,06029000102,0.0200402836,0,0,0,0,0,0,0
G0600290000201,06029000201,G0600290000200,06029000200,0.9651228448,1,1,1,1,1,1,1
G0600290000202,06029000202,G0600290000101,06029000101,0.0313359096,0,0,0,0,0,0,0
G0600290000202,06029000202,G0600290000200,06029000200,0.9686640904,1,1,1,1,1,1,1
G0600290000300,06029000300,G0600290000300,06029000300,1,1,1,1,1,1,1,1
G0600290000400,06029000400,G0600290000400,06029000400,1,1,1,1,1,1,1,1
G0600290000504,06029000504,G0600290000503,06029000503,0.014440688,0,0,0,0,0,0,0
G0600290000504,06029000504,G0600290000504,06029000504,0.985559312,1,1,1,1,1,1,1
G0600290000505,06029000505,G0600290000505,06029000505,1,1,1,1,1,1,1,1
G0600290000506,06029000506,G0600290000506,06029000506,1,1,1,1,1,1,1,1
G0600290000507,06029000507,G0600290000507,06029000507,1,1,1,1,1,1,1,1
G0600290000508,06029000508,G0600290000503,06029000503,1,1,1,1,1,1,1,1
G0600290000509,06029000509,G0600290000503,06029000503,1,1,1,1,1,1,1,1
G0600290000510,06029000510,G0600290000503,06029000503,1,1,1,1,1,1,1,1
G0600290000601,06029000601,G0600290000600,06029000600,1,1,1,1,1,1,1,1
G0600290000602,06029000602,G0600290000600,06029000600,1,1,1,1,1,1,1,1
G0600290000603,06029000603,G0600290000600,06029000600,0.9999963466,1,1,1,1,1,1,1
G0600290000603,06029000603,G0600290001300,06029001300,0.0000022834,0,0,0,0,0,0,0
G0600290000603,06029000603,G0600290001600,06029001600,0.00000137,0,0,0,0,0,0,0
G0600290000701,06029000701,G0600290000700,06029000700,1,1,1,1,1,1,1,1
G0600290000702,06029000702,G0600290000700,06029000700,1,1,1,1,1,1,1,1
G0600290000800,06029000800,G0600290000800,06029000800,1,1,1,1,1,1,1,1
G0600290000902,06029000902,G0600290000902,06029000902,1,1,1,1,1,1,1,1
G0600290000903,06029000903,G0600290000903,06029000903,1,1,1,1,1,1,1,1
G0600290000904,06029000904,G0600290000904,06029000904,1,1,1,1,1,1,1,1
G0600290000905,06029000905,G0600290000905,06029000905,1,1,1,1,1,1,1,1
G0600290000906,06029000906,G0600290000906,06029000906,1,1,1,1,1,1,1,1
G0600290000907,06029000907,G0600290000907,06029000907,1,1,1,1,1,1,1,1
G0600290000908,06029000908,G0600290000908,06029000908,0.9853946067,1,1,1,1,1,1,1
G0600290000908,06029000908,G0600290000909,06029000909,0.0146053933,0,0,0,0,0,0,0
G0600290000909,06029000909,G0600290000909,06029000909,1,1,1,1,1,1,1,1
G0600290000911,06029000911,G0600290000910,06029000910,1,1,1,1,1,1,1,1
G0600290000912,06029000912,G0600290000910,06029000910,1,1,1,1,1,1,1,1
G0600290000913,06029000913,G0600290000910,06029000910,1,1,1,1,1,1,1,1
G0600290000914,06029000914,G0600290000910,06029000910,0.9975206635,0.9941765528,0.9938269213,0.9945760946,0.9957318129,0.9930580306,0.9941382415,1
G0600290000914,06029000914,G0600290005103,06029005103,0.0024762542,0.0058234472,0.0061730787,0.0054239054,0.0042681871,0.0069419694,0.0058617585,0
G0600290000914,06029000914,G0600290005104,06029005104,0.0000030823,0,0,0,0,0,0,0
G0600290001001,06029001001,G0600290001000,06029001000,0.9986229105,1,1,1,1,1,1,1
G0600290001001,06029001001,G0600290005104,06029005104,0.0013770895,0,0,0,0,0,0,0
G0600290001002,06029001002,G0600290001000,06029001000,1,1,1,1,1,1,1,1
G0600290001003,06029001003,G0600290001000,06029001000,1,1,1,1,1,1,1,1
G0600290001101,06029001101,G0600290001101,06029001101,1,1,1,1,1,1,1,1
G0600290001104,06029001104,G0600290001102,06029001102,1,1,1,1,1,1,1,1
G0600290001105,06029001105,G0600290001102,06029001102,1,1,1,1,1,1,1,1
G0600290001106,06029001106,G0600290001103,06029001103,1,1,1,1,1,1,1,1
G0600290001107,06029001107,G0600290001103,06029001103,1,1,1,1,1,1,1,1
G0600290001201,06029001201,G0600290001201,06029001201,1,1,1,1,1,1,1,1
G0600290001202,06029001202,G0600290001202,06029001202,1,1,1,1,1,1,1,1
G0600290001301,06029001301,G0600290001300,06029001300,1,1,1,1,1,1,1,1
G0600290001302,06029001302,G0600290001300,06029001300,1,1,1,1,1,1,1,1
G0600290001401,06029001401,G0600290001400,06029001400,1,1,1,1,1,1,1,1
G0600290001402,06029001402,G0600290001400,06029001400,1,1,1,1,1,1,1,1
G0600290001500,06029001500,G0600290001500,06029001500,1,1,1,1,1,1,1,1
G0600290001600,06029001600,G0600290000600,06029000600,0.0002853252,0,0,0,0,0,0,0
G0600290001600,06029001600,G0600290001600,06029001600,0.9997146748,1,1,1,1,1,1,1
G0600290001700,06029001700,G0600290001700,06029001700,1,1,1,1,1,1,1,1
G0600290001801,06029001801,G0600290001801,06029001801,1,1,1,1,1,1,1,1
G0600290001803,06029001803,G0600290001802,06029001802,1,1,1,1,1,1,1,1
G0600290001804,06029001804,G0600290001802,06029001802,1,1,1,1,1,1,1,1
G0600290001901,06029001901,G0600290001901,06029001901,1,1,1,1,1,1,1,1
G0600290001902,06029001902,G0600290001902,06029001902,1,1,1,1,1,1,1,1
G0600290002001,06029002001,G0600290002000,06029002000,1,1,1,1,1,1,1,1
G0600290002002,06029002002,G0600290002000,06029002000,1,1,1,1,1,1,1,1
G0600290002100,06029002100,G0600290002100,06029002100,1,1,1,1,1,1,1,1
G0600290002201,06029002201,G0600290002200,06029002200,1,1,1,1,1,1,1,1
G0600290002202,06029002202,G0600290002200,06029002200,1,1,1,1,1,1,1,1
G0600290002302,06029002302,G0600290002302,06029002302,1,1,1,1,1,1,1,1
G0600290002303,06029002303,G0600290002301,06029002301,1,1,1,1,1,1,1,1
G0600290002304,06029002304,G0600290002301,06029002301,1,1,1,1,1,1,1,1
G0600290002305,06029002305,G0600290002301,06029002301,1,1,1,1,1,1,1,1
G0600290002401,06029002401,G0600290002400,06029002400,1,1,1,1,1,1,1,1
G0600290002402,06029002402,G0600290002400,06029002400,1,1,1,1,1,1,1,1
G0600290002403,06029002403,G0600290002400,06029002400,0.9752697492,0.9874839538,0.9855614973,0.9885057471,0.9910614525,0.9916405434,0.9909502262,0.9910979228
G0600290002403,06029002403,G0600290002500,06029002500,0.0247302508,0.0125160462,0.0144385027,0.0114942529,0.0089385475,0.0083594566,0.0090497738,0.0089020772
G0600290002501,06029002501,G0600290002500,06029002500,1,1,1,1,1,1,1,1
G0600290002502,06029002502,G0600290002500,06029002500,1,1,1,1,1,1,1,1
G0600290002503,06029002503,G0600290002500,06029002500,1,1,1,1,1,1,1,1
G0600290002600,06029002600,G0600290002600,06029002600,1,1,1,1,1,1,1,1
