tr2020gj,tr2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0400130104215,04013104215,G0400130104215,04013104215,1,1,1,1,1,1,1,1
G0400130104216,04013104216,G0400130104216,04013104216,1,1,1,1,1,1,1,1
G0400130104217,04013104217,G0400130104217,04013104217,1,1,1,1,1,1,1,1
G0400130104218,04013104218,G0400130104217,04013104217,0.0067002362,0,0,0,0,0,0,0
G0400130104218,04013104218,G0400130104218,04013104218,0.9932997638,1,1,1,1,1,1,1
G0400130104219,04013104219,G0400130104219,04013104219,0.9936420585,1,1,1,1,1,1,1
G0400130104219,04013104219,G0400130104224,04013104224,0.0063579415,0,0,0,0,0,0,0
G0400130104221,04013104221,G0400130104221,04013104221,1,1,1,1,1,1,1,1
G0400130104222,04013104222,G0400130071903,04013071903,0.0065548563,0.0003342421,0.0003771396,0.000254857,0.0003360588,0.0003976956,0.0005214624,0
G0400130104222,04013104222,G0400130104222,04013104222,0.9934451437,0.9996657579,0.9996228604,0.999745143,0.9996639412,0.9996023044,0.9994785376,1
G0400130104223,04013104223,G0400130071510,04013071510,0.0000344074,0,0,0,0,0,0,0
G0400130104223,04013104223,G0400130104223,04013104223,0.9999655926,1,1,1,1,1,1,1
G0400130104224,04013104224,G0400130104224,04013104224,1,1,1,1,1,1,1,1
G0400130104225,04013104225,G0400130104214,04013104214,0.0073660396,0,0,0,0,0,0,0
G0400130104225,04013104225,G0400130104225,04013104225,0.9926339604,1,1,1,1,1,1,1
G0400130104226,04013104226,G0400130104226,04013104226,1,1,1,1,1,1,1,1
G0400130104227,04013104227,G0400130104227,04013104227,1,1,1,1,1,1,1,1
G0400130104301,04013104301,G0400130104301,04013104301,1,1,1,1,1,1,1,1
G0400130104302,04013104302,G0400130104302,04013104302,1,1,1,1,1,1,1,1
G0400130104401,04013104401,G0400130104401,04013104401,1,1,1,1,1,1,1,1
G0400130104402,04013104402,G0400130104402,04013104402,1,1,1,1,1,1,1,1
G0400130104501,04013104501,G0400130104501,04013104501,1,1,1,1,1,1,1,1
G0400130104502,04013104502,G0400130104502,04013104502,1,1,1,1,1,1,1,1
G0400130104600,04013104600,G0400130104600,04013104600,1,1,1,1,1,1,1,1
G0400130104701,04013104701,G0400130103702,04013103702,0.0000946224,0.0001339911,0.0001403715,0.0001885015,0.0001603039,0.0001367687,0.0003092796,0
G0400130104701,04013104701,G0400130104701,04013104701,0.9999053776,0.9998660089,0.9998596285,0.9998114985,0.9998396961,0.9998632313,0.9996907204,1
G0400130104702,04013104702,G0400130104702,04013104702,0.9955968712,1,1,1,1,1,1,1
G0400130104702,04013104702,G0400130105200,04013105200,0.0044031288,0,0,0,0,0,0,0
G0400130104801,04013104801,G0400130104801,04013104801,0.9801924432,1,1,1,1,1,1,1
G0400130104801,04013104801,G0400130105101,04013105101,0.0198075568,0,0,0,0,0,0,0
G0400130104802,04013104802,G0400130104801,04013104801,0.0028531012,0.0001362235,0.0001370126,0.000162692,0.0001361772,0.0001335081,0.0001565573,0.0001005231
G0400130104802,04013104802,G0400130104802,04013104802,0.9971468988,0.9998637765,0.9998629874,0.999837308,0.9998638228,0.9998664919,0.9998434427,0.9998994769
G0400130104900,04013104900,G0400130104900,04013104900,1,1,1,1,1,1,1,1
G0400130105002,04013105002,G0400130105002,04013105002,0.9824699623,0.994801051,0.9942471844,0.992951894,0.9941048859,0.9930540196,0.9942782295,0.9910773499
G0400130105002,04013105002,G0400130107900,04013107900,0.0175300377,0.005198949,0.0057528156,0.007048106,0.0058951141,0.0069459804,0.0057217705,0.0089226501
G0400130105003,04013105003,G0400130105003,04013105003,1,1,1,1,1,1,1,1
G0400130105004,04013105004,G0400130105004,04013105004,1,1,1,1,1,1,1,1
G0400130105101,04013105101,G0400130105003,04013105003,0.0040398892,0,0,0,0,0,0,0
G0400130105101,04013105101,G0400130105101,04013105101,0.9707491606,0.9819957518,0.9814768533,0.9820133171,0.9816907332,0.9821884378,0.985684217,0.9196237836
G0400130105101,04013105101,G0400130105102,04013105102,0.0245030022,0.0178067869,0.0182784944,0.0177551419,0.0181288742,0.0175731163,0.0141237836,0.0803762164
G0400130105101,04013105101,G0400130105103,04013105103,0.0007079479,0.0001974613,0.0002446523,0.0002315409,0.0001803926,0.0002384459,0.0001919994,0
G0400130105102,04013105102,G0400130105101,04013105101,0.0033335136,0,0,0,0,0,0,0
G0400130105102,04013105102,G0400130105102,04013105102,0.993042312,1,1,1,1,1,1,1
G0400130105102,04013105102,G0400130105103,04013105103,0.0036241744,0,0,0,0,0,0,0
G0400130105103,04013105103,G0400130105101,04013105101,0.0011274379,0,0,0,0,0,0,0
G0400130105103,04013105103,G0400130105102,04013105102,0.0079890362,0.0000683658,0.0000680523,0.0000745054,0.0000784442,0.000098469,0.0000797586,0.000013867
G0400130105103,04013105103,G0400130105103,04013105103,0.9867120563,0.9999316342,0.9999319477,0.9999254946,0.9999215558,0.999901531,0.9999202414,0.999986133
G0400130105103,04013105103,G0400130107900,04013107900,0.0041714696,0,0,0,0,0,0,0
G0400130105200,04013105200,G0400130105200,04013105200,1,1,1,1,1,1,1,1
G0400130105300,04013105300,G0400130105300,04013105300,1,1,1,1,1,1,1,1
G0400130105400,04013105400,G0400130105400,04013105400,1,1,1,1,1,1,1,1
G0400130105501,04013105501,G0400130105501,04013105501,1,1,1,1,1,1,1,1
G0400130105502,04013105502,G0400130105502,04013105502,1,1,1,1,1,1,1,1
G0400130105503,04013105503,G0400130105503,04013105503,1,1,1,1,1,1,1,1
G0400130105601,04013105601,G0400130105601,04013105601,1,1,1,1,1,1,1,1
G0400130105602,04013105602,G0400130105602,04013105602,1,1,1,1,1,1,1,1
G0400130105701,04013105701,G0400130092309,04013092309,0.0126346419,0,0,0,0,0,0,0
G0400130105701,04013105701,G0400130105701,04013105701,0.9873653581,1,1,1,1,1,1,1
G0400130105702,04013105702,G0400130105702,04013105702,1,1,1,1,1,1,1,1
G0400130105800,04013105800,G0400130092402,04013092402,0.0074291096,0,0,0,0,0,0,0
G0400130105800,04013105800,G0400130105800,04013105800,0.9925708904,1,1,1,1,1,1,1
G0400130105900,04013105900,G0400130105900,04013105900,1,1,1,1,1,1,1,1
G0400130106001,04013106001,G0400130106001,04013106001,1,1,1,1,1,1,1,1
G0400130106002,04013106002,G0400130106002,04013106002,1,1,1,1,1,1,1,1
G0400130106003,04013106003,G0400130106003,04013106003,1,1,1,1,1,1,1,1
G0400130106100,04013106100,G0400130106100,04013106100,1,1,1,1,1,1,1,1
G0400130106200,04013106200,G0400130106200,04013106200,1,1,1,1,1,1,1,1
G0400130106300,04013106300,G0400130106300,04013106300,1,1,1,1,1,1,1,1
G0400130106400,04013106400,G0400130106400,04013106400,1,1,1,1,1,1,1,1
G0400130106501,04013106501,G0400130106501,04013106501,1,1,1,1,1,1,1,1
G0400130106502,04013106502,G0400130106502,04013106502,1,1,1,1,1,1,1,1
G0400130106600,04013106600,G0400130106600,04013106600,1,1,1,1,1,1,1,1
G0400130106701,04013106701,G0400130106701,04013106701,1,1,1,1,1,1,1,1
G0400130106702,04013106702,G0400130106702,04013106702,1,1,1,1,1,1,1,1
G0400130106703,04013106703,G0400130106703,04013106703,1,1,1,1,1,1,1,1
G0400130106801,04013106801,G0400130106801,04013106801,1,1,1,1,1,1,1,1
G0400130106802,04013106802,G0400130106802,04013106802,1,1,1,1,1,1,1,1
G0400130106900,04013106900,G0400130106900,04013106900,1,1,1,1,1,1,1,1
G0400130107001,04013107001,G0400130093001,04013093001,0.0077786442,0,0,0,0,0,0,0
G0400130107001,04013107001,G0400130093002,04013093002,0.0073103185,0,0,0,0,0,0,0
G0400130107001,04013107001,G0400130107000,04013107000,0.9849110373,1,1,1,1,1,1,1
G0400130107002,04013107002,G0400130107000,04013107000,1,1,1,1,1,1,1,1
G0400130107101,04013107101,G0400130093101,04013093101,0.0079093771,0,0,0,0,0,0,0
G0400130107101,04013107101,G0400130107101,04013107101,0.9920906229,1,1,1,1,1,1,1
G0400130107102,04013107102,G0400130093101,04013093101,0.0067700201,0,0,0,0,0,0,0
G0400130107102,04013107102,G0400130107102,04013107102,0.9932299799,1,1,1,1,1,1,1
G0400130107201,04013107201,G0400130107201,04013107201,1,1,1,1,1,1,1,1
G0400130107202,04013107202,G0400130107202,04013107202,1,1,1,1,1,1,1,1
G0400130107300,04013107300,G0400130107300,04013107300,1,1,1,1,1,1,1,1
G0400130107401,04013107401,G0400130107400,04013107400,1,1,1,1,1,1,1,1
G0400130107402,04013107402,G0400130107400,04013107400,1,1,1,1,1,1,1,1
G0400130107403,04013107403,G0400130107400,04013107400,1,1,1,1,1,1,1,1
G0400130107404,04013107404,G0400130107400,04013107400,1,1,1,1,1,1,1,1
G0400130107500,04013107500,G0400130107500,04013107500,1,1,1,1,1,1,1,1
G0400130107601,04013107601,G0400130107601,04013107601,1,1,1,1,1,1,1,1
G0400130107602,04013107602,G0400130107602,04013107602,1,1,1,1,1,1,1,1
G0400130107700,04013107700,G0400130106400,04013106400,0.0004736732,0.00015813,0.0001377921,0.0001540303,0.0001125931,0.0001120041,0.0000919001,0.0001279361
G0400130107700,04013107700,G0400130107700,04013107700,0.9995263268,0.99984187,0.9998622079,0.9998459697,0.9998874069,0.9998879959,0.9999080999,0.9998720639
G0400130107800,04013107800,G0400130105103,04013105103,0.0023227581,0,0,0,0,0,0,0
G0400130107800,04013107800,G0400130107800,04013107800,0.9976772419,1,1,1,1,1,1,1
G0400130107900,04013107900,G0400130105002,04013105002,0.0013430517,0.000042012,0.0000443399,0.0000645509,0.0000499896,0.0000497628,0.0000724047,0
G0400130107900,04013107900,G0400130107900,04013107900,0.9986569483,0.999957988,0.9999556601,0.9999354491,0.9999500104,0.9999502372,0.9999275953,1
G0400130108000,04013108000,G0400130108000,04013108000,0.9968302741,1,1,1,1,1,1,1
G0400130108000,04013108000,G0400130217300,04013217300,0.0031330831,0,0,0,0,0,0,0
G0400130108000,04013108000,G0400130217400,04013217400,0.0000366427,0,0,0,0,0,0,0
G0400130108100,04013108100,G0400130108100,04013108100,1,1,1,1,1,1,1,1
G0400130108200,04013108200,G0400130108200,04013108200,1,1,1,1,1,1,1,1
G0400130108301,04013108301,G0400130105103,04013105103,0.0172834928,0,0,0,0,0,0,0
G0400130108301,04013108301,G0400130108301,04013108301,0.9827165072,1,1,1,1,1,1,1
G0400130108302,04013108302,G0400130108302,04013108302,1,1,1,1,1,1,1,1
G0400130108400,04013108400,G0400130108400,04013108400,1,1,1,1,1,1,1,1
G0400130108501,04013108501,G0400130108501,04013108501,1,1,1,1,1,1,1,1
G0400130108502,04013108502,G0400130108502,04013108502,1,1,1,1,1,1,1,1
G0400130108601,04013108601,G0400130108601,04013108601,1,1,1,1,1,1,1,1
G0400130108602,04013108602,G0400130108602,04013108602,1,1,1,1,1,1,1,1
G0400130108802,04013108802,G0400130108802,04013108802,1,1,1,1,1,1,1,1
G0400130108901,04013108901,G0400130108901,04013108901,1,1,1,1,1,1,1,1
G0400130108902,04013108902,G0400130108902,04013108902,1,1,1,1,1,1,1,1
G0400130109001,04013109001,G0400130109001,04013109001,1,1,1,1,1,1,1,1
G0400130109002,04013109002,G0400130109002,04013109002,1,1,1,1,1,1,1,1
G0400130109003,04013109003,G0400130109003,04013109003,1,1,1,1,1,1,1,1
G0400130109101,04013109101,G0400130109101,04013109101,1,1,1,1,1,1,1,1
G0400130109102,04013109102,G0400130109102,04013109102,1,1,1,1,1,1,1,1
G0400130109200,04013109200,G0400130109200,04013109200,1,1,1,1,1,1,1,1
G0400130109300,04013109300,G0400130093104,04013093104,0.0031223439,0,0,0,0,0,0,0
G0400130109300,04013109300,G0400130109300,04013109300,0.9968776561,1,1,1,1,1,1,1
G0400130109401,04013109401,G0400130109400,04013109400,1,1,1,1,1,1,1,1
G0400130109402,04013109402,G0400130109400,04013109400,1,1,1,1,1,1,1,1
G0400130109500,04013109500,G0400130109500,04013109500,1,1,1,1,1,1,1,1
G0400130109601,04013109601,G0400130109601,04013109601,1,1,1,1,1,1,1,1
G0400130109602,04013109602,G0400130109602,04013109602,1,1,1,1,1,1,1,1
G0400130109603,04013109603,G0400130109603,04013109603,1,1,1,1,1,1,1,1
G0400130109604,04013109604,G0400130109602,04013109602,0.0144236923,0,0,0,0,0,0,0
G0400130109604,04013109604,G0400130109604,04013109604,0.9855763077,1,1,1,1,1,1,1
G0400130109702,04013109702,G0400130109702,04013109702,1,1,1,1,1,1,1,1
G0400130109703,04013109703,G0400130109703,04013109703,1,1,1,1,1,1,1,1
G0400130109704,04013109704,G0400130109704,04013109704,1,1,1,1,1,1,1,1
G0400130109705,04013109705,G0400130109705,04013109705,1,1,1,1,1,1,1,1
G0400130109706,04013109706,G0400130109701,04013109701,1,1,1,1,1,1,1,1
G0400130109707,04013109707,G0400130109701,04013109701,1,1,1,1,1,1,1,1
G0400130109801,04013109801,G0400130109801,04013109801,1,1,1,1,1,1,1,1
G0400130109802,04013109802,G0400130109802,04013109802,1,1,1,1,1,1,1,1
G0400130109900,04013109900,G0400130109900,04013109900,1,1,1,1,1,1,1,1
G0400130110001,04013110001,G0400130110001,04013110001,1,1,1,1,1,1,1,1
G0400130110002,04013110002,G0400130110002,04013110002,1,1,1,1,1,1,1,1
G0400130110100,04013110100,G0400130110100,04013110100,1,1,1,1,1,1,1,1
G0400130110400,04013110400,G0400130110400,04013110400,1,1,1,1,1,1,1,1
G0400130110501,04013110501,G0400130110501,04013110501,1,1,1,1,1,1,1,1
G0400130110502,04013110502,G0400130110502,04013110502,1,1,1,1,1,1,1,1
G0400130110600,04013110600,G0400130110600,04013110600,1,1,1,1,1,1,1,1
G0400130110701,04013110701,G0400130110701,04013110701,0.8239862631,0.9636289334,0.9654654655,0.9736263736,0.9686609687,0.9651360544,0.9861111111,0.9620915033
G0400130110701,04013110701,G0400130110702,04013110702,0.1760137369,0.0363710666,0.0345345345,0.0263736264,0.0313390313,0.0348639456,0.0138888889,0.0379084967
G0400130110702,04013110702,G0400130110701,04013110701,0.0463605242,0.0604639684,0.0609602021,0.0632054176,0.0835894284,0.0827546296,0,0.1658536585
G0400130110702,04013110702,G0400130110702,04013110702,0.9536394758,0.9395360316,0.9390397979,0.9367945824,0.9164105716,0.9172453704,1,0.8341463415
G0400130110801,04013110801,G0400130110801,04013110801,1,1,1,1,1,1,1,1
G0400130110802,04013110802,G0400130110802,04013110802,1,1,1,1,1,1,1,1
G0400130110901,04013110901,G0400130110901,04013110901,1,1,1,1,1,1,1,1
G0400130110902,04013110902,G0400130110902,04013110902,1,1,1,1,1,1,1,1
G0400130111000,04013111000,G0400130111000,04013111000,1,1,1,1,1,1,1,1
G0400130111100,04013111100,G0400130111100,04013111100,0.9968307366,0.999300477,0.9999296298,0.9990659914,0.9994112671,0.9994567121,0.9991159465,1
G0400130111100,04013111100,G0400130217400,04013217400,0.0031692634,0.000699523,0.0000703702,0.0009340086,0.0005887329,0.0005432879,0.0008840535,0
G0400130111201,04013111201,G0400130111201,04013111201,1,1,1,1,1,1,1,1
G0400130111202,04013111202,G0400130111202,04013111202,1,1,1,1,1,1,1,1
G0400130111203,04013111203,G0400130111203,04013111203,0.9789079119,1,1,1,1,1,1,1
G0400130111203,04013111203,G0400130111204,04013111204,0.0210920881,0,0,0,0,0,0,0
G0400130111204,04013111204,G0400130111204,04013111204,0.9998554566,1,1,1,1,1,1,1
G0400130111204,04013111204,G0400130218100,04013218100,0.0001445434,0,0,0,0,0,0,0
G0400130111300,04013111300,G0400130111300,04013111300,1,1,1,1,1,1,1,1
G0400130111401,04013111401,G0400130111401,04013111401,1,1,1,1,1,1,1,1
G0400130111402,04013111402,G0400130111402,04013111402,1,1,1,1,1,1,1,1
G0400130111501,04013111501,G0400130111501,04013111501,1,1,1,1,1,1,1,1
G0400130111502,04013111502,G0400130111502,04013111502,1,1,1,1,1,1,1,1
G0400130111601,04013111601,G0400130111601,04013111601,1,1,1,1,1,1,1,1
G0400130111602,04013111602,G0400130111601,04013111601,0.0672904897,0,0,0,0,0,0,0
G0400130111602,04013111602,G0400130111602,04013111602,0.9327095103,1,1,1,1,1,1,1
G0400130111700,04013111700,G0400130111700,04013111700,1,1,1,1,1,1,1,1
G0400130111800,04013111800,G0400130111800,04013111800,1,1,1,1,1,1,1,1
G0400130111900,04013111900,G0400130111900,04013111900,1,1,1,1,1,1,1,1
G0400130112100,04013112100,G0400130112100,04013112100,1,1,1,1,1,1,1,1
G0400130112201,04013112201,G0400130112201,04013112201,1,1,1,1,1,1,1,1
G0400130112202,04013112202,G0400130112202,04013112202,1,1,1,1,1,1,1,1
G0400130112301,04013112301,G0400130112301,04013112301,1,1,1,1,1,1,1,1
G0400130112302,04013112302,G0400130112302,04013112302,1,1,1,1,1,1,1,1
G0400130112401,04013112401,G0400130112401,04013112401,1,1,1,1,1,1,1,1
G0400130112402,04013112402,G0400130112402,04013112402,1,1,1,1,1,1,1,1
G0400130112502,04013112502,G0400130112502,04013112502,1,1,1,1,1,1,1,1
G0400130112504,04013112504,G0400130112504,04013112504,1,1,1,1,1,1,1,1
G0400130112507,04013112507,G0400130112507,04013112507,1,1,1,1,1,1,1,1
G0400130112508,04013112508,G0400130112508,04013112508,1,1,1,1,1,1,1,1
G0400130112510,04013112510,G0400130112510,04013112510,1,1,1,1,1,1,1,1
G0400130112512,04013112512,G0400130112512,04013112512,1,1,1,1,1,1,1,1
G0400130112514,04013112514,G0400130112514,04013112514,1,1,1,1,1,1,1,1
G0400130112515,04013112515,G0400130112513,04013112513,1,1,1,1,1,1,1,1
G0400130112516,04013112516,G0400130112513,04013112513,1,1,1,1,1,1,1,1
G0400130112517,04013112517,G0400130112511,04013112511,1,1,1,1,1,1,1,1
G0400130112518,04013112518,G0400130082206,04013082206,0.0009863085,0,0,0,0,0,0,0
G0400130112518,04013112518,G0400130112511,04013112511,0.8162867977,0.9988336832,1,1,1,0.9991941982,1,1
G0400130112518,04013112518,G0400130112514,04013112514,0.1827268938,0.0011663168,0,0,0,0.0008058018,0,0
G0400130112519,04013112519,G0400130112503,04013112503,1,1,1,1,1,1,1,1
G0400130112520,04013112520,G0400130112503,04013112503,1,1,1,1,1,1,1,1
G0400130112521,04013112521,G0400130112505,04013112505,1,1,1,1,1,1,1,1
G0400130112522,04013112522,G0400130112505,04013112505,0.9415015108,0.997993311,0.9976767342,0.9969909729,0.9975206612,0.9591836735,0.9975124378,0.9975369458
G0400130112522,04013112522,G0400130112512,04013112512,0.0584984892,0.002006689,0.0023232658,0.0030090271,0.0024793388,0.0408163265,0.0024875622,0.0024630542
G0400130112523,04013112523,G0400130112509,04013112509,1,1,1,1,1,1,1,1
G0400130112524,04013112524,G0400130083000,04013083000,0.0043611139,0,0,0,0,0,0,0
G0400130112524,04013112524,G0400130112509,04013112509,0.9956388861,1,1,1,1,1,1,1
G0400130112601,04013112601,G0400130112601,04013112601,1,1,1,1,1,1,1,1
G0400130112602,04013112602,G0400130112602,04013112602,1,1,1,1,1,1,1,1
G0400130112700,04013112700,G0400130112700,04013112700,0.9836232734,0.9839896149,0.9810915342,0.9821428571,0.9742903053,0.9613065327,0.9937733499,0.9595864662
G0400130112700,04013112700,G0400130116800,04013116800,0.0163767266,0.0160103851,0.0189084658,0.0178571429,0.0257096947,0.0386934673,0.0062266501,0.0404135338
G0400130112900,04013112900,G0400130112900,04013112900,1,1,1,1,1,1,1,1
G0400130113000,04013113000,G0400130113000,04013113000,1,1,1,1,1,1,1,1
G0400130113100,04013113100,G0400130113100,04013113100,1,1,1,1,1,1,1,1
G0400130113201,04013113201,G0400130113201,04013113201,1,1,1,1,1,1,1,1
G0400130113202,04013113202,G0400130113202,04013113202,1,1,1,1,1,1,1,1
G0400130113204,04013113204,G0400130113203,04013113203,0.7646996952,0.8092764378,0.8177156177,0.8170289855,0.8339011925,0.8251582278,0.7847533632,0.864010989
G0400130113204,04013113204,G0400130113300,04013113300,0.2353003048,0.1907235622,0.1822843823,0.1829710145,0.1660988075,0.1748417722,0.2152466368,0.135989011
G0400130113301,04013113301,G0400130113300,04013113300,1,1,1,1,1,1,1,1
G0400130113502,04013113502,G0400130113502,04013113502,1,1,1,1,1,1,1,1
G0400130113503,04013113503,G0400130113300,04013113300,0.1890266848,0.0530486463,0.0522670025,0.0584551148,0.0424791086,0.040842374,0.0861723447,0.0192102455
G0400130113503,04013113503,G0400130113501,04013113501,0.8109733152,0.9469513537,0.9477329975,0.9415448852,0.9575208914,0.959157626,0.9138276553,0.9807897545
G0400130113601,04013113601,G0400130113601,04013113601,0.9460010471,1,1,1,1,1,1,1
G0400130113601,04013113601,G0400130113602,04013113602,0.0539989529,0,0,0,0,0,0,0
G0400130113602,04013113602,G0400130113601,04013113601,0,0,0,0,0,0,0,0
G0400130113602,04013113602,G0400130113602,04013113602,1,1,1,1,1,1,1,1
G0400130113701,04013113701,G0400130113700,04013113700,1,1,1,1,1,1,1,1
G0400130113702,04013113702,G0400130113700,04013113700,1,1,1,1,1,1,1,1
G0400130113800,04013113800,G0400130113801,04013113801,0.2930370604,0.9852893102,0.9883268482,0.9951923077,0.998459168,0.998340708,0.9895287958,1
G0400130113800,04013113800,G0400130113802,04013113802,0.699072118,0.0147106898,0.0116731518,0.0048076923,0.001540832,0.001659292,0.0104712042,0
G0400130113800,04013113800,G0400130115200,04013115200,0.0010450778,0,0,0,0,0,0,0
G0400130113800,04013113800,G0400130319704,04013319704,0.0068457438,0,0,0,0,0,0,0
G0400130113900,04013113900,G0400130113900,04013113900,1,1,1,1,1,1,1,1
G0400130114000,04013114000,G0400130114000,04013114000,1,1,1,1,1,1,1,1
G0400130114100,04013114100,G0400130114100,04013114100,1,1,1,1,1,1,1,1
G0400130114200,04013114200,G0400130114200,04013114200,1,1,1,1,1,1,1,1
G0400130114301,04013114301,G0400130114301,04013114301,1,1,1,1,1,1,1,1
G0400130114302,04013114302,G0400130114302,04013114302,1,1,1,1,1,1,1,1
G0400130114401,04013114401,G0400130114401,04013114401,1,1,1,1,1,1,1,1
G0400130114402,04013114402,G0400130114402,04013114402,1,1,1,1,1,1,1,1
G0400130114500,04013114500,G0400130114500,04013114500,1,1,1,1,1,1,1,1
G0400130114600,04013114600,G0400130114600,04013114600,1,1,1,1,1,1,1,1
G0400130114704,04013114704,G0400130114703,04013114703,1,1,1,1,1,1,1,1
G0400130114705,04013114705,G0400130114703,04013114703,1,1,1,1,1,1,1,1
G0400130114800,04013114800,G0400130114800,04013114800,0.999466889,1,1,1,1,1,1,1
G0400130114800,04013114800,G0400130117300,04013117300,0.000533111,0,0,0,0,0,0,0
G0400130114900,04013114900,G0400130114900,04013114900,0.9893594852,1,1,1,1,1,1,1
G0400130114900,04013114900,G0400130115400,04013115400,0.0106405148,0,0,0,0,0,0,0
G0400130115200,04013115200,G0400130113802,04013113802,0.0103707673,0,0,0,0,0,0,0
G0400130115200,04013115200,G0400130115200,04013115200,0.9896292327,1,1,1,1,1,1,1
G0400130115300,04013115300,G0400130115300,04013115300,0.9941860479,1,1,1,1,1,1,1
G0400130115300,04013115300,G0400130117200,04013117200,0.0058139521,0,0,0,0,0,0,0
G0400130115400,04013115400,G0400130114900,04013114900,0.0078302858,0,0,0,0,0,0,0
G0400130115400,04013115400,G0400130115400,04013115400,0.9921697142,1,1,1,1,1,1,1
G0400130115500,04013115500,G0400130115500,04013115500,1,1,1,1,1,1,1,1
G0400130115600,04013115600,G0400130115600,04013115600,1,1,1,1,1,1,1,1
G0400130115700,04013115700,G0400130115700,04013115700,1,1,1,1,1,1,1,1
G0400130115801,04013115801,G0400130115801,04013115801,1,1,1,1,1,1,1,1
G0400130115802,04013115802,G0400130115802,04013115802,1,1,1,1,1,1,1,1
G0400130115900,04013115900,G0400130115900,04013115900,1,1,1,1,1,1,1,1
G0400130116000,04013116000,G0400130116000,04013116000,1,1,1,1,1,1,1,1
G0400130116100,04013116100,G0400130116100,04013116100,1,1,1,1,1,1,1,1
G0400130116202,04013116202,G0400130116202,04013116202,0.9945874839,1,1,1,1,1,1,1
G0400130116202,04013116202,G0400130319703,04013319703,0.0054125161,0,0,0,0,0,0,0
G0400130116203,04013116203,G0400130116203,04013116203,1,1,1,1,1,1,1,1
G0400130116204,04013116204,G0400130116204,04013116204,1,1,1,1,1,1,1,1
G0400130116205,04013116205,G0400130116205,04013116205,0.991655149,1,1,1,1,1,1,1
G0400130116205,04013116205,G0400130319703,04013319703,0.008344851,0,0,0,0,0,0,0
G0400130116300,04013116300,G0400130116300,04013116300,1,1,1,1,1,1,1,1
G0400130116400,04013116400,G0400130116400,04013116400,1,1,1,1,1,1,1,1
G0400130116500,04013116500,G0400130116500,04013116500,1,1,1,1,1,1,1,1
G0400130116605,04013116605,G0400130116605,04013116605,1,1,1,1,1,1,1,1
G0400130116606,04013116606,G0400130116606,04013116606,1,1,1,1,1,1,1,1
G0400130116607,04013116607,G0400130116607,04013116607,1,1,1,1,1,1,1,1
G0400130116610,04013116610,G0400130116610,04013116610,0.9987210565,1,1,1,1,1,1,1
G0400130116610,04013116610,G0400130116611,04013116611,0.0012789435,0,0,0,0,0,0,0
G0400130116611,04013116611,G0400130116609,04013116609,0.0001600077,0,0,0,0,0,0,0
G0400130116611,04013116611,G0400130116610,04013116610,0.0003418057,0,0,0,0,0,0,0
G0400130116611,04013116611,G0400130116611,04013116611,0.9981916429,0.9998863379,0.999913262,0.9999530937,0.9999264299,0.9999289836,0.9999213617,0.9999613594
G0400130116611,04013116611,G0400130116612,04013116612,0.0001752768,0.0001102353,0.0000821719,0.0000413159,0.0000674213,0.0000650811,0.000077204,0
G0400130116611,04013116611,G0400130116733,04013116733,0.001131267,0.0000034268,0.0000045661,0.0000055904,0.0000061488,0.0000059354,0.0000014343,0.0000386406
G0400130116612,04013116612,G0400130116611,04013116611,0.0005261785,0,0,0,0,0,0,0
G0400130116612,04013116612,G0400130116612,04013116612,0.9984524539,1,1,1,1,1,1,1
G0400130116612,04013116612,G0400130116613,04013116613,0.0010213676,0,0,0,0,0,0,0
G0400130116614,04013116614,G0400130116602,04013116602,1,1,1,1,1,1,1,1
G0400130116615,04013116615,G0400130116602,04013116602,1,1,1,1,1,1,1,1
G0400130116616,04013116616,G0400130116613,04013116613,1,1,1,1,1,1,1,1
G0400130116617,04013116617,G0400130116613,04013116613,1,1,1,1,1,1,1,1
G0400130116618,04013116618,G0400130116608,04013116608,1,1,1,1,1,1,1,1
G0400130116619,04013116619,G0400130116608,04013116608,0.1613252834,0.0004379242,0.0003079766,0.0009310987,0.0007674597,0.0007518797,0.0009208103,0
G0400130116619,04013116619,G0400130116609,04013116609,0.8386747166,0.9995620758,0.9996920234,0.9990689013,0.9992325403,0.9992481203,0.9990791897,1
G0400130116620,04013116620,G0400130116603,04013116603,1,1,1,1,1,1,1,1
G0400130116621,04013116621,G0400130116603,04013116603,0.2482330903,0,0,0,0,0,0,0
G0400130116621,04013116621,G0400130116604,04013116604,0.7517669097,1,1,1,1,1,1,1
G0400130116703,04013116703,G0400130116703,04013116703,0.9934988026,0.9999910051,0.9999904826,0.9999900676,0.9999887097,0.999986159,0.9999896683,0.9999852314
G0400130116703,04013116703,G0400130116704,04013116704,0.0001703106,0,0,0,0,0,0,0
G0400130116703,04013116703,G0400130116733,04013116733,0.0063308867,0.0000089949,0.0000095174,0.0000099324,0.0000112903,0.000013841,0.0000103317,0.0000147686
G0400130116707,04013116707,G0400130116707,04013116707,0.9811408206,0.9863534325,0.9855319457,0.9866626462,0.9838317188,0.983540948,0.9853671679,0.9749640687
G0400130116707,04013116707,G0400130116733,04013116733,0.0188591794,0.0136465675,0.0144680543,0.0133373538,0.0161682812,0.016459052,0.0146328321,0.0250359313
