bg2020gj,bg2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G06007300089012,060730089012,G0600730008901,06073008901,1,1,1,1,1,1,1,1
G06007300089013,060730089013,G0600730008901,06073008901,1,1,1,1,1,1,1,1
G06007300089021,060730089021,G0600730006500,06073006500,0.0026821827,0,0,0,0,0,0,0
G06007300089021,060730089021,G0600730008902,06073008902,0.9973178173,1,1,1,1,1,1,1
G06007300089022,060730089022,G0600730008902,06073008902,1,1,1,1,1,1,1,1
G06007300090001,060730090001,G0600730009000,06073009000,1,1,1,1,1,1,1,1
G06007300090002,060730090002,G0600730009000,06073009000,1,1,1,1,1,1,1,1
G06007300091011,060730091011,G0600730009101,06073009101,1,1,1,1,1,1,1,1
G06007300091012,060730091012,G0600730009101,06073009101,1,1,1,1,1,1,1,1
G06007300091013,060730091013,G0600730009101,06073009101,1,1,1,1,1,1,1,1
G06007300091014,060730091014,G0600730009101,06073009101,1,1,1,1,1,1,1,1
G06007300091021,060730091021,G0600730009102,06073009102,1,1,1,1,1,1,1,1
G06007300091022,060730091022,G0600730009102,06073009102,1,1,1,1,1,1,1,1
G06007300091023,060730091023,G0600730009102,06073009102,1,1,1,1,1,1,1,1
G06007300091031,060730091031,G0600730009103,06073009103,1,1,1,1,1,1,1,1
G06007300091032,060730091032,G0600730009103,06073009103,1,1,1,1,1,1,1,1
G06007300091033,060730091033,G0600730009103,06073009103,1,1,1,1,1,1,1,1
G06007300091034,060730091034,G0600730009101,06073009101,0.0264070001,0,0,0,0,0,0,0
G06007300091034,060730091034,G0600730009103,06073009103,0.9735929999,1,1,1,1,1,1,1
G06007300091041,060730091041,G0600730009104,06073009104,1,1,1,1,1,1,1,1
G06007300091042,060730091042,G0600730009104,06073009104,1,1,1,1,1,1,1,1
G06007300091071,060730091071,G0600730009107,06073009107,1,1,1,1,1,1,1,1
G06007300091072,060730091072,G0600730009107,06073009107,1,1,1,1,1,1,1,1
G06007300091073,060730091073,G0600730009107,06073009107,1,1,1,1,1,1,1,1
G06007300091074,060730091074,G0600730009107,06073009107,1,1,1,1,1,1,1,1
G06007300091081,060730091081,G0600730009106,06073009106,1,1,1,1,1,1,1,1
G06007300091082,060730091082,G0600730009106,06073009106,1,1,1,1,1,1,1,1
G06007300091091,060730091091,G0600730009104,06073009104,0.0150896166,0,0,0,0,0,0,0
G06007300091091,060730091091,G0600730009106,06073009106,0.9849103834,1,1,1,1,1,1,1
G06007300092011,060730092011,G0600730008702,06073008702,0.002752079,0,0,0,0,0,0,0
G06007300092011,060730092011,G0600730009201,06073009201,0.997247921,1,1,1,1,1,1,1
G06007300092012,060730092012,G0600730009201,06073009201,1,1,1,1,1,1,1,1
G06007300092013,060730092013,G0600730009201,06073009201,1,1,1,1,1,1,1,1
G06007300092014,060730092014,G0600730009201,06073009201,1,1,1,1,1,1,1,1
G06007300092031,060730092031,G0600730009202,06073009202,1,1,1,1,1,1,1,1
G06007300092032,060730092032,G0600730009202,06073009202,1,1,1,1,1,1,1,1
G06007300092041,060730092041,G0600730009202,06073009202,1,1,1,1,1,1,1,1
G06007300092042,060730092042,G0600730009202,06073009202,1,1,1,1,1,1,1,1
G06007300093011,060730093011,G0600730009301,06073009301,1,1,1,1,1,1,1,1
G06007300093012,060730093012,G0600730009301,06073009301,1,1,1,1,1,1,1,1
G06007300093013,060730093013,G0600730009301,06073009301,1,1,1,1,1,1,1,1
G06007300093014,060730093014,G0600730009301,06073009301,1,1,1,1,1,1,1,1
G06007300093051,060730093051,G0600730009305,06073009305,1,1,1,1,1,1,1,1
G06007300093052,060730093052,G0600730009305,06073009305,1,1,1,1,1,1,1,1
G06007300093053,060730093053,G0600730009202,06073009202,0.1647973934,0.1435048255,0.149296207,0.1560431499,0.157018203,0.1539813843,0.0861912066,0.1896232806
G06007300093053,060730093053,G0600730009305,06073009305,0.8352026066,0.8564951745,0.850703793,0.8439568501,0.842981797,0.8460186157,0.9138087934,0.8103767194
G06007300093054,060730093054,G0600730009305,06073009305,1,1,1,1,1,1,1,1
G06007300093055,060730093055,G0600730009305,06073009305,1,1,1,1,1,1,1,1
G06007300093061,060730093061,G0600730009306,06073009306,1,1,1,1,1,1,1,1
G06007300093062,060730093062,G0600730009306,06073009306,1,1,1,1,1,1,1,1
G06007300093063,060730093063,G0600730009306,06073009306,1,1,1,1,1,1,1,1
G06007300093064,060730093064,G0600730009306,06073009306,1,1,1,1,1,1,1,1
G06007300093071,060730093071,G0600730009304,06073009304,1,1,1,1,1,1,1,1
G06007300093072,060730093072,G0600730001900,06073001900,0.0002211205,0,0,0,0,0,0,0
G06007300093072,060730093072,G0600730009304,06073009304,0.9997788795,1,1,1,1,1,1,1
G06007300093073,060730093073,G0600730009304,06073009304,1,1,1,1,1,1,1,1
G06007300093074,060730093074,G0600730009304,06073009304,1,1,1,1,1,1,1,1
G06007300093081,060730093081,G0600730009304,06073009304,1,1,1,1,1,1,1,1
G06007300093082,060730093082,G0600730009304,06073009304,1,1,1,1,1,1,1,1
G06007300093083,060730093083,G0600730009304,06073009304,1,1,1,1,1,1,1,1
G06007300094001,060730094001,G0600730009400,06073009400,0.9977545342,1,1,1,1,1,1,1
G06007300094001,060730094001,G0600730009502,06073009502,0.0007735831,0,0,0,0,0,0,0
G06007300094001,060730094001,G0600730009504,06073009504,0.0001549569,0,0,0,0,0,0,0
G06007300094001,060730094001,G0600730009505,06073009505,0.0013169258,0,0,0,0,0,0,0
G06007300095021,060730095021,G0600730009502,06073009502,1,1,1,1,1,1,1,1
G06007300095022,060730095022,G0600730009502,06073009502,0.9970607764,1,1,1,1,1,1,1
G06007300095022,060730095022,G0600730009510,06073009510,0.0029392236,0,0,0,0,0,0,0
G06007300095041,060730095041,G0600730009504,06073009504,1,1,1,1,1,1,1,1
G06007300095042,060730095042,G0600730009504,06073009504,1,1,1,1,1,1,1,1
G06007300095043,060730095043,G0600730009504,06073009504,1,1,1,1,1,1,1,1
G06007300095044,060730095044,G0600730009504,06073009504,0.9994303561,1,1,1,1,1,1,1
G06007300095044,060730095044,G0600730009505,06073009505,0.0005696439,0,0,0,0,0,0,0
G06007300095051,060730095051,G0600730009505,06073009505,0.999956623,1,1,1,1,1,1,1
G06007300095051,060730095051,G0600730016605,06073016605,0.000043377,0,0,0,0,0,0,0
G06007300095052,060730095052,G0600730009505,06073009505,1,1,1,1,1,1,1,1
G06007300095053,060730095053,G0600730009505,06073009505,1,1,1,1,1,1,1,1
G06007300095054,060730095054,G0600730009505,06073009505,1,1,1,1,1,1,1,1
G06007300095061,060730095061,G0600730009506,06073009506,1,1,1,1,1,1,1,1
G06007300095062,060730095062,G0600730009506,06073009506,1,1,1,1,1,1,1,1
G06007300095071,060730095071,G0600730009507,06073009507,1,1,1,1,1,1,1,1
G06007300095072,060730095072,G0600730009507,06073009507,1,1,1,1,1,1,1,1
G06007300095073,060730095073,G0600730009507,06073009507,1,1,1,1,1,1,1,1
G06007300095091,060730095091,G0600730009509,06073009509,0.9858836928,0.9781913503,0.9776755624,0.9729185307,0.9716872844,0.9733826566,0.9748486321,0.955256596
G06007300095091,060730095091,G0600730009510,06073009510,0.0057882101,0.0109139673,0.0111720892,0.0135527084,0.0141688759,0.0133204402,0.0125868043,0.0223914847
G06007300095091,060730095091,G0600730009511,06073009511,0.0083280971,0.0108946825,0.0111523483,0.013528761,0.0141438397,0.0132969032,0.0125645636,0.0223519193
G06007300095092,060730095092,G0600730009509,06073009509,0.9995884641,1,1,1,1,1,1,1
G06007300095092,060730095092,G0600730009511,06073009511,0.0004115359,0,0,0,0,0,0,0
G06007300095093,060730095093,G0600730009509,06073009509,1,1,1,1,1,1,1,1
G06007300095101,060730095101,G0600730009509,06073009509,0.0834358732,0.0126499032,0.0145972779,0.0126911716,0.0124221008,0.0145830443,0,0.0124661508
G06007300095101,060730095101,G0600730009510,06073009510,0.9165641268,0.9873500968,0.9854027221,0.9873088284,0.9875778992,0.9854169557,1,0.9875338492
G06007300095102,060730095102,G0600730009509,06073009509,0.0270425122,0,0,0,0,0,0,0
G06007300095102,060730095102,G0600730009510,06073009510,0.9729574878,1,1,1,1,1,1,1
G06007300095103,060730095103,G0600730009510,06073009510,1,1,1,1,1,1,1,1
G06007300095111,060730095111,G0600730009511,06073009511,1,1,1,1,1,1,1,1
G06007300095112,060730095112,G0600730009509,06073009509,0.0654169201,0.0319248306,0.0321743792,0.030892167,0.0309908997,0.0318441543,0.0319072527,0.0309908997
G06007300095112,060730095112,G0600730009510,06073009510,0.0007791007,0,0,0,0,0,0,0
G06007300095112,060730095112,G0600730009511,06073009511,0.9338039793,0.9680751694,0.9678256208,0.969107833,0.9690091003,0.9681558457,0.9680927473,0.9690091003
G06007300096021,060730096021,G0600730009602,06073009602,1,1,1,1,1,1,1,1
G06007300096022,060730096022,G0600730009602,06073009602,1,1,1,1,1,1,1,1
G06007300096023,060730096023,G0600730009602,06073009602,1,1,1,1,1,1,1,1
G06007300096024,060730096024,G0600730009602,06073009602,1,1,1,1,1,1,1,1
G06007300096031,060730096031,G0600730009603,06073009603,1,1,1,1,1,1,1,1
G06007300096032,060730096032,G0600730009603,06073009603,1,1,1,1,1,1,1,1
G06007300096033,060730096033,G0600730009603,06073009603,1,1,1,1,1,1,1,1
G06007300096034,060730096034,G0600730009603,06073009603,1,1,1,1,1,1,1,1
G06007300096041,060730096041,G0600730009604,06073009604,1,1,1,1,1,1,1,1
G06007300096042,060730096042,G0600730009604,06073009604,1,1,1,1,1,1,1,1
G06007300096043,060730096043,G0600730009604,06073009604,1,1,1,1,1,1,1,1
G06007300096044,060730096044,G0600730009604,06073009604,1,1,1,1,1,1,1,1
G06007300097031,060730097031,G0600730009703,06073009703,1,1,1,1,1,1,1,1
G06007300097032,060730097032,G0600730009703,06073009703,1,1,1,1,1,1,1,1
G06007300097033,060730097033,G0600730009703,06073009703,1,1,1,1,1,1,1,1
G06007300097041,060730097041,G0600730009704,06073009704,1,1,1,1,1,1,1,1
G06007300097042,060730097042,G0600730009704,06073009704,1,1,1,1,1,1,1,1
G06007300097043,060730097043,G0600730009704,06073009704,1,1,1,1,1,1,1,1
G06007300097044,060730097044,G0600730009704,06073009704,1,1,1,1,1,1,1,1
G06007300097045,060730097045,G0600730009704,06073009704,1,1,1,1,1,1,1,1
G06007300097051,060730097051,G0600730009705,06073009705,1,1,1,1,1,1,1,1
G06007300097052,060730097052,G0600730009705,06073009705,1,1,1,1,1,1,1,1
G06007300097053,060730097053,G0600730009705,06073009705,1,1,1,1,1,1,1,1
G06007300097061,060730097061,G0600730009706,06073009706,0.9999801736,0.9999531874,0.9999504867,0.9999532256,0.9999512977,0.999951546,0.9999519838,0.9999439126
G06007300097061,060730097061,G0600730014805,06073014805,0.0000198264,0.0000468126,0.0000495133,0.0000467744,0.0000487023,0.000048454,0.0000480162,0.0000560874
G06007300097062,060730097062,G0600730009705,06073009705,0.0000850128,0,0,0,0,0,0,0
G06007300097062,060730097062,G0600730009706,06073009706,0.9999149872,1,1,1,1,1,1,1
G06007300097063,060730097063,G0600730009706,06073009706,1,1,1,1,1,1,1,1
G06007300097064,060730097064,G0600730009706,06073009706,1,1,1,1,1,1,1,1
G06007300097065,060730097065,G0600730009706,06073009706,1,1,1,1,1,1,1,1
G06007300097066,060730097066,G0600730009706,06073009706,1,1,1,1,1,1,1,1
G06007300097067,060730097067,G0600730009706,06073009706,1,1,1,1,1,1,1,1
G06007300098011,060730098011,G0600730009801,06073009801,1,1,1,1,1,1,1,1
G06007300098012,060730098012,G0600730009801,06073009801,1,1,1,1,1,1,1,1
G06007300098013,060730098013,G0600730009801,06073009801,1,1,1,1,1,1,1,1
G06007300098014,060730098014,G0600730009801,06073009801,1,1,1,1,1,1,1,1
G06007300098021,060730098021,G0600730009802,06073009802,0.99636916,0.9994530932,0.9993824297,0.9995945768,0.999529182,0.9995093791,0.9994280145,1
G06007300098021,060730098021,G0600730014804,06073014804,0.00363084,0.0005469068,0.0006175703,0.0004054232,0.000470818,0.0004906209,0.0005719855,0
G06007300098022,060730098022,G0600730009802,06073009802,1,1,1,1,1,1,1,1
G06007300098023,060730098023,G0600730009802,06073009802,1,1,1,1,1,1,1,1
G06007300098024,060730098024,G0600730009802,06073009802,0.9883619658,0.9919662068,0.9922109873,0.9905962229,0.9913924457,0.9916740012,0.9926336008,0.9854969591
G06007300098024,060730098024,G0600730015000,06073015000,0.0116380342,0.0080337932,0.0077890127,0.0094037771,0.0086075543,0.0083259988,0.0073663992,0.0145030409
G06007300098025,060730098025,G0600730009802,06073009802,1,1,1,1,1,1,1,1
G06007300098041,060730098041,G0600730009804,06073009804,0.9366662762,1,1,1,1,1,1,1
G06007300098041,060730098041,G0600730016605,06073016605,0.0633337238,0,0,0,0,0,0,0
G06007300098042,060730098042,G0600730009804,06073009804,1,1,1,1,1,1,1,1
G06007300098043,060730098043,G0600730009804,06073009804,1,1,1,1,1,1,1,1
G06007300098044,060730098044,G0600730009804,06073009804,0.9959115175,1,1,1,1,1,1,1
G06007300098044,060730098044,G0600730016605,06073016605,0.0040884825,0,0,0,0,0,0,0
G06007300098051,060730098051,G0600730009805,06073009805,1,1,1,1,1,1,1,1
G06007300098052,060730098052,G0600730009805,06073009805,1,1,1,1,1,1,1,1
G06007300098053,060730098053,G0600730009805,06073009805,1,1,1,1,1,1,1,1
G06007300098054,060730098054,G0600730009805,06073009805,1,1,1,1,1,1,1,1
G06007300099011,060730099011,G0600730007100,06073007100,0.0009709351,0,0,0,0,0,0,0
G06007300099011,060730099011,G0600730009901,06073009901,0.9990290649,1,1,1,1,1,1,1
G06007300099021,060730099021,G0600730009902,06073009902,1,1,1,1,1,1,1,1
G06007300099021,060730099021,G0600730021400,06073021400,0,0,0,0,0,0,0,0
G06007300100011,060730100011,G0600730010001,06073010001,1,1,1,1,1,1,1,1
G06007300100012,060730100012,G0600730010001,06073010001,0.9996770576,1,1,1,1,1,1,1
G06007300100012,060730100012,G0600730013308,06073013308,0.0003229424,0,0,0,0,0,0,0
G06007300100031,060730100031,G0600730010003,06073010003,1,1,1,1,1,1,1,1
G06007300100032,060730100032,G0600730010003,06073010003,1,1,1,1,1,1,1,1
G06007300100033,060730100033,G0600730010003,06073010003,1,1,1,1,1,1,1,1
G06007300100034,060730100034,G0600730010003,06073010003,1,1,1,1,1,1,1,1
G06007300100041,060730100041,G0600730010004,06073010004,1,1,1,1,1,1,1,1
G06007300100042,060730100042,G0600730010004,06073010004,1,1,1,1,1,1,1,1
G06007300100051,060730100051,G0600730010005,06073010005,1,1,1,1,1,1,1,1
G06007300100052,060730100052,G0600730010005,06073010005,1,1,1,1,1,1,1,1
G06007300100053,060730100053,G0600730010005,06073010005,1,1,1,1,1,1,1,1
G06007300100054,060730100054,G0600730010005,06073010005,1,1,1,1,1,1,1,1
G06007300100091,060730100091,G0600730010009,06073010009,1,1,1,1,1,1,1,1
G06007300100092,060730100092,G0600730010009,06073010009,1,1,1,1,1,1,1,1
G06007300100093,060730100093,G0600730010009,06073010009,1,1,1,1,1,1,1,1
G06007300100094,060730100094,G0600730010009,06073010009,1,1,1,1,1,1,1,1
G06007300100101,060730100101,G0600730010010,06073010010,1,1,1,1,1,1,1,1
G06007300100102,060730100102,G0600730010010,06073010010,1,1,1,1,1,1,1,1
G06007300100103,060730100103,G0600730010010,06073010010,1,1,1,1,1,1,1,1
G06007300100111,060730100111,G0600730010011,06073010011,1,1,1,1,1,1,1,1
G06007300100112,060730100112,G0600730010011,06073010011,1,1,1,1,1,1,1,1
G06007300100121,060730100121,G0600730010012,06073010012,1,1,1,1,1,1,1,1
G06007300100122,060730100122,G0600730010012,06073010012,1,1,1,1,1,1,1,1
G06007300100123,060730100123,G0600730010012,06073010012,1,1,1,1,1,1,1,1
G06007300100131,060730100131,G0600730010013,06073010013,1,1,1,1,1,1,1,1
G06007300100132,060730100132,G0600730010013,06073010013,1,1,1,1,1,1,1,1
G06007300100133,060730100133,G0600730010013,06073010013,1,1,1,1,1,1,1,1
G06007300100134,060730100134,G0600730010013,06073010013,1,1,1,1,1,1,1,1
G06007300100151,060730100151,G0600730010014,06073010014,0.0818978192,0,0,0,0,0,0,0
G06007300100151,060730100151,G0600730010015,06073010015,0.9181021808,1,1,1,1,1,1,1
G06007300100152,060730100152,G0600730010015,06073010015,1,1,1,1,1,1,1,1
G06007300100161,060730100161,G0600730010014,06073010014,1,1,1,1,1,1,1,1
G06007300100171,060730100171,G0600730010014,06073010014,1,1,1,1,1,1,1,1
G06007300100172,060730100172,G0600730010014,06073010014,1,1,1,1,1,1,1,1
G06007300100181,060730100181,G0600730010014,06073010014,1,1,1,1,1,1,1,1
G06007300100182,060730100182,G0600730010014,06073010014,1,1,1,1,1,1,1,1
G06007300100183,060730100183,G0600730010014,06073010014,1,1,1,1,1,1,1,1
G06007300100191,060730100191,G0600730010014,06073010014,0.9992935884,1,1,1,1,1,1,1
G06007300100191,060730100191,G0600730013313,06073013313,0.0007064116,0,0,0,0,0,0,0
G06007300100192,060730100192,G0600730010014,06073010014,1,1,1,1,1,1,1,1
G06007300101031,060730101031,G0600730009902,06073009902,0,0,0,0,0,0,0,0
G06007300101031,060730101031,G0600730010103,06073010103,1,1,1,1,1,1,1,1
G06007300101031,060730101031,G0600730010601,06073010601,0,0,0,0,0,0,0,0
G06007300101031,060730101031,G0600730021900,06073021900,0,0,0,0,0,0,0,0
G06007300101032,060730101032,G0600730010103,06073010103,1,1,1,1,1,1,1,1
G06007300101033,060730101033,G0600730010103,06073010103,1,1,1,1,1,1,1,1
G06007300101041,060730101041,G0600730010104,06073010104,0.9957727085,1,1,1,1,1,1,1
G06007300101041,060730101041,G0600730010200,06073010200,0.0042272915,0,0,0,0,0,0,0
G06007300101042,060730101042,G0600730010104,06073010104,1,1,1,1,1,1,1,1
G06007300101061,060730101061,G0600730010106,06073010106,1,1,1,1,1,1,1,1
G06007300101062,060730101062,G0600730010106,06073010106,1,1,1,1,1,1,1,1
G06007300101063,060730101063,G0600730010106,06073010106,1,1,1,1,1,1,1,1
G06007300101071,060730101071,G0600730010107,06073010107,1,1,1,1,1,1,1,1
G06007300101072,060730101072,G0600730010107,06073010107,1,1,1,1,1,1,1,1
G06007300101073,060730101073,G0600730010107,06073010107,1,1,1,1,1,1,1,1
G06007300101074,060730101074,G0600730010107,06073010107,1,1,1,1,1,1,1,1
G06007300101091,060730101091,G0600730010109,06073010109,0.9988022998,1,1,1,1,1,1,1
G06007300101091,060730101091,G0600730010200,06073010200,0.0011977002,0,0,0,0,0,0,0
G06007300101092,060730101092,G0600730010109,06073010109,1,1,1,1,1,1,1,1
G06007300101101,060730101101,G0600730010110,06073010110,1,1,1,1,1,1,1,1
G06007300101102,060730101102,G0600730010110,06073010110,1,1,1,1,1,1,1,1
G06007300101103,060730101103,G0600730010110,06073010110,1,1,1,1,1,1,1,1
G06007300101104,060730101104,G0600730010110,06073010110,1,1,1,1,1,1,1,1
G06007300101105,060730101105,G0600730010110,06073010110,1,1,1,1,1,1,1,1
G06007300101111,060730101111,G0600730010111,06073010111,1,1,1,1,1,1,1,1
G06007300101112,060730101112,G0600730010106,06073010106,0.0067987072,0.0021027615,0.0020544429,0.0021275851,0.0021936498,0.0021896973,0.0014605544,0.0028143372
G06007300101112,060730101112,G0600730010111,06073010111,0.9932012928,0.9978972385,0.9979455571,0.9978724149,0.9978063502,0.9978103027,0.9985394456,0.9971856628
G06007300101121,060730101121,G0600730010112,06073010112,1,1,1,1,1,1,1,1
G06007300101122,060730101122,G0600730010112,06073010112,1,1,1,1,1,1,1,1
G06007300101123,060730101123,G0600730010112,06073010112,1,1,1,1,1,1,1,1
G06007300102011,060730102011,G0600730010104,06073010104,0.000095235,0.0000609836,0.0000645725,0,0,0.0000070048,0,0
G06007300102011,060730102011,G0600730010200,06073010200,0.999904765,0.9999390164,0.9999354275,1,1,0.9999929952,1,1
G06007300102012,060730102012,G0600730010200,06073010200,1,1,1,1,1,1,1,1
G06007300102013,060730102013,G0600730010200,06073010200,1,1,1,1,1,1,1,1
G06007300102021,060730102021,G0600730010200,06073010200,1,1,1,1,1,1,1,1
G06007300102022,060730102022,G0600730010200,06073010200,1,1,1,1,1,1,1,1
G06007300102023,060730102023,G0600730010200,06073010200,1,1,1,1,1,1,1,1
G06007300103001,060730103001,G0600730010300,06073010300,1,1,1,1,1,1,1,1
G06007300103002,060730103002,G0600730010300,06073010300,1,1,1,1,1,1,1,1
G06007300103003,060730103003,G0600730010300,06073010300,1,1,1,1,1,1,1,1
G06007300103004,060730103004,G0600730010300,06073010300,1,1,1,1,1,1,1,1
G06007300104011,060730104011,G0600730010103,06073010103,0.0230303418,0.0152276476,0.0147331811,0.0141035939,0.0146322045,0.0150573794,0.0103884945,0.0158649349
G06007300104011,060730104011,G0600730010401,06073010401,0.9769696582,0.9847723524,0.9852668189,0.9858964061,0.9853677955,0.9849426206,0.9896115055,0.9841350651
G06007300104021,060730104021,G0600730010104,06073010104,0.012918616,0.0267896355,0.0213776722,0.016194332,0.0122511485,0.013215859,0.040201005,0
G06007300104021,060730104021,G0600730010402,06073010402,0.987081384,0.9732103645,0.9786223278,0.983805668,0.9877488515,0.986784141,0.959798995,1
G06007300104022,060730104022,G0600730010402,06073010402,1,1,1,1,1,1,1,1
G06007300104023,060730104023,G0600730010104,06073010104,0.0286083066,0.028070912,0.0319376461,0.0153367621,0.014338367,0.0142278327,0.1021842518,0.0024389244
G06007300104023,060730104023,G0600730010402,06073010402,0.9713916934,0.971929088,0.9680623539,0.9846632379,0.985661633,0.9857721673,0.8978157482,0.9975610756
G06007300105011,060730105011,G0600730010501,06073010501,1,1,1,1,1,1,1,1
G06007300105021,060730105021,G0600730010103,06073010103,0.0197534034,0,0,0,0,0,0,0
G06007300105021,060730105021,G0600730010502,06073010502,0.9802465966,1,1,1,1,1,1,1
G06007300105022,060730105022,G0600730010103,06073010103,0.0160256829,0.0320320579,0.0378116343,0.0171428571,0.01875,0.0247058824,0,0.0226618705
G06007300105022,060730105022,G0600730010502,06073010502,0.9839743171,0.9679679421,0.9621883657,0.9828571429,0.98125,0.9752941176,1,0.9773381295
G06007300105023,060730105023,G0600730010502,06073010502,1,1,1,1,1,1,1,1
G06007300105024,060730105024,G0600730010502,06073010502,1,1,1,1,1,1,1,1
G06007300106011,060730106011,G0600730010601,06073010601,1,1,1,1,1,1,1,1
G06007300106012,060730106012,G0600730009902,06073009902,0,0,0,0,0,0,0,0
G06007300106012,060730106012,G0600730010501,06073010501,0.0024602279,0,0,0,0,0,0,0
G06007300106012,060730106012,G0600730010502,06073010502,0.0001228058,0,0,0,0,0,0,0
G06007300106012,060730106012,G0600730010601,06073010601,0.9974169663,1,1,1,1,1,1,1
G06007300106012,060730106012,G0600730021900,06073021900,0,0,0,0,0,0,0,0
G06007300108001,060730108001,G0600730010800,06073010800,1,1,1,1,1,1,1,1
G06007300108002,060730108002,G0600730010800,06073010800,1,1,1,1,1,1,1,1
G06007300109001,060730109001,G0600730010900,06073010900,1,1,1,1,1,1,1,1
G06007300109002,060730109002,G0600730010900,06073010900,1,1,1,1,1,1,1,1
G06007300110001,060730110001,G0600730009902,06073009902,0,0,0,0,0,0,0,0
G06007300110001,060730110001,G0600730011000,06073011000,1,1,1,1,1,1,1,1
G06007300110002,060730110002,G0600730011000,06073011000,1,1,1,1,1,1,1,1
G06007300111001,060730111001,G0600730009902,06073009902,0,0,0,0,0,0,0,0
G06007300111001,060730111001,G0600730011100,06073011100,1,1,1,1,1,1,1,1
G06007300111002,060730111002,G0600730011100,06073011100,1,1,1,1,1,1,1,1
G06007300111003,060730111003,G0600730011100,06073011100,1,1,1,1,1,1,1,1
G06007300113001,060730113001,G0600730009902,06073009902,0.0002932017,0,0,0,0,0,0,0
G06007300113001,060730113001,G0600730011300,06073011300,0.9997067983,1,1,1,1,1,1,1
G06007300116011,060730116011,G0600730011601,06073011601,1,1,1,1,1,1,1,1
G06007300116012,060730116012,G0600730011601,06073011601,1,1,1,1,1,1,1,1
G06007300116013,060730116013,G0600730011601,06073011601,1,1,1,1,1,1,1,1
G06007300116021,060730116021,G0600730011602,06073011602,1,1,1,1,1,1,1,1
G06007300116022,060730116022,G0600730011602,06073011602,0.9912110075,0.9807052758,0.9815982939,0.9785746935,0.9783290005,0.9786171787,0.9902155517,0.9729893388
G06007300116022,060730116022,G0600730012401,06073012401,0.0087889925,0.0192947242,0.0184017061,0.0214253065,0.0216709995,0.0213828213,0.0097844483,0.0270106612
G06007300117001,060730117001,G0600730011700,06073011700,1,1,1,1,1,1,1,1
G06007300117002,060730117002,G0600730011700,06073011700,1,1,1,1,1,1,1,1
G06007300117003,060730117003,G0600730011700,06073011700,1,1,1,1,1,1,1,1
G06007300117004,060730117004,G0600730011700,06073011700,1,1,1,1,1,1,1,1
G06007300118011,060730118011,G0600730011801,06073011801,1,1,1,1,1,1,1,1
G06007300118012,060730118012,G0600730011801,06073011801,1,1,1,1,1,1,1,1
G06007300118013,060730118013,G0600730011801,06073011801,1,1,1,1,1,1,1,1
G06007300118021,060730118021,G0600730011802,06073011802,1,1,1,1,1,1,1,1
G06007300118022,060730118022,G0600730011802,06073011802,0.84221606,1,1,1,1,1,1,1
G06007300118022,060730118022,G0600730011902,06073011902,0.0343207185,0,0,0,0,0,0,0
G06007300118022,060730118022,G0600730022000,06073022000,0.1234632215,0,0,0,0,0,0,0
G06007300118023,060730118023,G0600730011802,06073011802,1,1,1,1,1,1,1,1
G06007300118024,060730118024,G0600730003303,06073003303,0.0146164502,0,0,0,0,0,0,0
G06007300118024,060730118024,G0600730011802,06073011802,0.9853835498,1,1,1,1,1,1,1
G06007300119021,060730119021,G0600730003109,06073003109,0.0011839943,0.0005001697,0.000521244,0.0004322,0.0003609093,0.0003609093,0.0005244675,0
G06007300119021,060730119021,G0600730003113,06073003113,0.002451997,0.0011087626,0.0010541942,0.0014507101,0.0012114177,0.0012114177,0.0017604122,0
G06007300119021,060730119021,G0600730011902,06073011902,0.9963640087,0.9983910677,0.9984245618,0.9981170899,0.998427673,0.998427673,0.9977151203,1
G06007300119022,060730119022,G0600730011902,06073011902,1,1,1,1,1,1,1,1
G06007300119023,060730119023,G0600730011902,06073011902,1,1,1,1,1,1,1,1
G06007300119024,060730119024,G0600730011902,06073011902,1,1,1,1,1,1,1,1
G06007300120021,060730120021,G0600730012002,06073012002,1,1,1,1,1,1,1,1
G06007300120022,060730120022,G0600730012002,06073012002,1,1,1,1,1,1,1,1
G06007300120031,060730120031,G0600730012003,06073012003,1,1,1,1,1,1,1,1
G06007300120032,060730120032,G0600730012003,06073012003,0.9915126276,1,1,1,1,1,1,1
G06007300120032,060730120032,G0600730022000,06073022000,0.0084873724,0,0,0,0,0,0,0
G06007300121011,060730121011,G0600730012101,06073012101,1,1,1,1,1,1,1,1
G06007300121021,060730121021,G0600730012102,06073012102,1,1,1,1,1,1,1,1
G06007300121022,060730121022,G0600730012102,06073012102,1,1,1,1,1,1,1,1
G06007300122001,060730122001,G0600730003204,06073003204,0.0015287124,0,0,0,0,0,0,0
G06007300122001,060730122001,G0600730012200,06073012200,0.9984712876,1,1,1,1,1,1,1
G06007300122002,060730122002,G0600730003202,06073003202,0.0069364847,0,0,0,0,0,0,0
G06007300122002,060730122002,G0600730012200,06073012200,0.9930635153,1,1,1,1,1,1,1
G06007300123021,060730123021,G0600730012302,06073012302,0.9504363019,0.9317098994,0.9269081501,0.9355509356,0.9507211538,0.9355932203,0.9384615385,0.952991453
G06007300123021,060730123021,G0600730012700,06073012700,0.0495636981,0.0682901006,0.0730918499,0.0644490644,0.0492788462,0.0644067797,0.0615384615,0.047008547
