bg2020gj,bg2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G06000104001001,060014001001,G0600010400100,06001400100,0.9905092021,0.9893821681,0.9912733438,0.992448989,0.991334461,0.9919491468,0.989811372,0.999891452
G06000104001001,060014001001,G0600010421600,06001421600,0.0012416205,0,0,0,0,0,0,0
G06000104001001,060014001001,G0600010422600,06001422600,0.0017644815,0,0,0,0,0,0,0
G06000104001001,060014001001,G0600010422700,06001422700,0.0002678791,0.0047048413,0.0040991693,0.0028512741,0.0043356599,0.0040259699,0.0051073793,0
G06000104001001,060014001001,G0600010423700,06001423700,0.0034238679,0.0058631412,0.0045758025,0.0046645309,0.0042765123,0.0039710472,0.0050377039,0
G06000104001001,060014001001,G0600010423800,06001423800,0.0000080172,0.0000496566,0.0000514828,0.0000349472,0.0000531408,0.0000536094,0.0000432787,0.000108548
G06000104001001,060014001001,G0600130354001,06013354001,0.0027849318,0.0000001928,0.0000002016,0.0000002589,0.000000226,0.0000002268,0.0000002662,0
G06000104001002,060014001002,G0600010400100,06001400100,0.9980979876,0.9999933373,0.9999945111,0.9999967745,0.9999969603,0.9999971493,0.9999996145,0.9999781939
G06000104001002,060014001002,G0600130353001,06013353001,0.000184573,0,0,0,0,0,0,0
G06000104001002,060014001002,G0600130354001,06013354001,0.0017174394,0.0000066627,0.0000054889,0.0000032255,0.0000030397,0.0000028507,0.0000003855,0.0000218061
G06000104002001,060014002001,G0600010400200,06001400200,0.9976186344,0.9967428549,0.9978664633,0.9979063151,0.9980064605,0.9980246557,0.9970303135,1
G06000104002001,060014002001,G0600010423800,06001423800,0.0023813656,0.0032571451,0.0021335367,0.0020936849,0.0019935395,0.0019753443,0.0029696865,0
G06000104002002,060014002002,G0600010400200,06001400200,1,1,1,1,1,1,1,1
G06000104003001,060014003001,G0600010400300,06001400300,1,1,1,1,1,1,1,1
G06000104003002,060014003002,G0600010400300,06001400300,1,1,1,1,1,1,1,1
G06000104003003,060014003003,G0600010400300,06001400300,0.9832304568,0.9863309353,0.986440678,0.996031746,0.9904458599,0.9911242604,0.958041958,1
G06000104003003,060014003003,G0600010401100,06001401100,0.0167695432,0.0136690647,0.013559322,0.003968254,0.0095541401,0.0088757396,0.041958042,0
G06000104003004,060014003004,G0600010400300,06001400300,1,1,1,1,1,1,1,1
G06000104004001,060014004001,G0600010400400,06001400400,0.9704551235,0.9666999352,0.9674504412,0.9695377968,0.9691484756,0.9696871065,0.9581444801,0.9784637392
G06000104004001,060014004001,G0600010423902,06001423902,0.0295448765,0.0333000648,0.0325495588,0.0304622032,0.0308515244,0.0303128935,0.0418555199,0.0215362608
G06000104004002,060014004002,G0600010400400,06001400400,1,1,1,1,1,1,1,1
G06000104004003,060014004003,G0600010400400,06001400400,0.9748775454,0.9671075399,0.9688741716,0.9756410401,0.9800798822,0.9805967282,0.9477096906,1
G06000104004003,060014004003,G0600010423902,06001423902,0.0251224546,0.0328924601,0.0311258284,0.0243589599,0.0199201178,0.0194032718,0.0522903094,0
G06000104005001,060014005001,G0600010400500,06001400500,0.9932951776,0.9881639935,0.9907043934,0.9928913508,0.9956635691,0.9922891719,0.9886585654,1
G06000104005001,060014005001,G0600010423901,06001423901,0.0067048224,0.0118360065,0.0092956066,0.0071086492,0.0043364309,0.0077108281,0.0113414346,0
G06000104005002,060014005002,G0600010400500,06001400500,1,1,1,1,1,1,1,1
G06000104005003,060014005003,G0600010400500,06001400500,0.9868705675,0.9912459974,0.9913740024,0.9922955616,0.9931518832,0.9929884981,0.9947549344,0.9921718187
G06000104005003,060014005003,G0600010423901,06001423901,0.0131294325,0.0087540026,0.0086259976,0.0077044384,0.0068481168,0.0070115019,0.0052450656,0.0078281813
G06000104006001,060014006001,G0600010400600,06001400600,1,1,1,1,1,1,1,1
G06000104006002,060014006002,G0600010400600,06001400600,1,1,1,1,1,1,1,1
G06000104007001,060014007001,G0600010400700,06001400700,0.9558724374,0.9391382477,0.9381688986,0.9797874339,0.9513649932,0.9438664056,1,0.9269782092
G06000104007001,060014007001,G0600010424001,06001424001,0.0441275626,0.0608617523,0.0618311014,0.0202125661,0.0486350068,0.0561335944,0,0.0730217908
G06000104007002,060014007002,G0600010400700,06001400700,1,1,1,1,1,1,1,1
G06000104007003,060014007003,G0600010400700,06001400700,1,1,1,1,1,1,1,1
G06000104007004,060014007004,G0600010400700,06001400700,1,1,1,1,1,1,1,1
G06000104008001,060014008001,G0600010400700,06001400700,0.0067542927,0,0,0,0,0,0,0
G06000104008001,060014008001,G0600010400800,06001400800,0.9475058387,0.9586666458,0.9603383755,0.9598036973,0.9651109017,0.9634406917,0.9354559504,0.9852592417
G06000104008001,060014008001,G0600010422000,06001422000,0.0007448732,0,0,0,0,0,0,0
G06000104008001,060014008001,G0600010424002,06001424002,0.0401378015,0.0370867416,0.0352969606,0.0345077681,0.0307948675,0.0323751846,0.0578306826,0.0124260362
G06000104008001,060014008001,G0600010425103,06001425103,0.0048571938,0.0042466125,0.0043646639,0.0056885346,0.0040942309,0.0041841237,0.006713367,0.0023147221
G06000104008002,060014008002,G0600010400700,06001400700,0.0399450539,0,0,0,0,0,0,0
G06000104008002,060014008002,G0600010400800,06001400800,0.9600549461,1,1,1,1,1,1,1
G06000104008003,060014008003,G0600010400700,06001400700,0.0162286516,0,0,0,0,0,0,0
G06000104008003,060014008003,G0600010400800,06001400800,0.930814696,0.9938080495,0.9963768116,0.9766536965,0.9889908257,0.9900332226,0.9693877551,1
G06000104008003,060014008003,G0600010400900,06001400900,0.0529566524,0.0061919505,0.0036231884,0.0233463035,0.0110091743,0.0099667774,0.0306122449,0
G06000104009001,060014009001,G0600010400900,06001400900,1,1,1,1,1,1,1,1
G06000104009002,060014009002,G0600010400900,06001400900,0.984878258,0.9841702064,0.9833479919,0.9774786848,0.9880952417,0.9846838123,0.9682330922,1
G06000104009002,060014009002,G0600010425104,06001425104,0.015121742,0.0158297936,0.0166520081,0.0225213152,0.0119047583,0.0153161877,0.0317669078,0
G06000104010001,060014010001,G0600010401000,06001401000,1,1,1,1,1,1,1,1
G06000104010002,060014010002,G0600010401000,06001401000,1,1,1,1,1,1,1,1
G06000104010003,060014010003,G0600010401000,06001401000,1,1,1,1,1,1,1,1
G06000104010004,060014010004,G0600010401000,06001401000,1,1,1,1,1,1,1,1
G06000104010005,060014010005,G0600010401000,06001401000,0.978698776,0.9997689779,0.9997570958,0.9999716217,0.9999887583,0.9999898161,0.9999353605,1
G06000104010005,060014010005,G0600010401100,06001401100,0.0211339251,0,0,0,0,0,0,0
G06000104010005,060014010005,G0600010401400,06001401400,0.0001672989,0.0002310221,0.0002429042,0.0000283783,0.0000112417,0.0000101839,0.0000646395,0
G06000104010006,060014010006,G0600010401000,06001401000,1,1,1,1,1,1,1,1
G06000104011001,060014011001,G0600010401100,06001401100,0.9985243745,0.9992478767,0.9994397367,0.9999991032,0.999997122,0.9997924107,0.9999948903,0.9999981018
G06000104011001,060014011001,G0600010401200,06001401200,0.0014756255,0.0007521233,0.0005602633,0.0000008968,0.000002878,0.0002075893,0.0000051097,0.0000018982
G06000104011002,060014011002,G0600010401100,06001401100,1,1,1,1,1,1,1,1
G06000104011003,060014011003,G0600010401100,06001401100,1,1,1,1,1,1,1,1
G06000104011004,060014011004,G0600010401100,06001401100,1,1,1,1,1,1,1,1
G06000104012001,060014012001,G0600010401200,06001401200,1,1,1,1,1,1,1,1
G06000104012002,060014012002,G0600010401200,06001401200,1,1,1,1,1,1,1,1
G06000104012003,060014012003,G0600010401200,06001401200,1,1,1,1,1,1,1,1
G06000104013001,060014013001,G0600010401300,06001401300,0.9923455964,1,1,1,1,1,1,1
G06000104013001,060014013001,G0600010401400,06001401400,0.0076544036,0,0,0,0,0,0,0
G06000104013002,060014013002,G0600010401300,06001401300,1,1,1,1,1,1,1,1
G06000104013003,060014013003,G0600010401300,06001401300,1,1,1,1,1,1,1,1
G06000104014001,060014014001,G0600010401400,06001401400,1,1,1,1,1,1,1,1
G06000104014002,060014014002,G0600010401400,06001401400,1,1,1,1,1,1,1,1
G06000104014003,060014014003,G0600010401400,06001401400,1,1,1,1,1,1,1,1
G06000104015001,060014015001,G0600010401500,06001401500,0.9901716746,0.9776490066,0.9851337958,0.9942528736,0.9980544747,0.9981785064,0.9909090909,1
G06000104015001,060014015001,G0600010425104,06001425104,0.0098283254,0.0223509934,0.0148662042,0.0057471264,0.0019455253,0.0018214936,0.0090909091,0
G06000104015002,060014015002,G0600010401500,06001401500,1,1,1,1,1,1,1,1
G06000104015003,060014015003,G0600010401500,06001401500,1,1,1,1,1,1,1,1
G06000104016001,060014016001,G0600010401600,06001401600,1,1,1,1,1,1,1,1
G06000104016002,060014016002,G0600010401600,06001401600,1,1,1,1,1,1,1,1
G06000104017001,060014017001,G0600010401700,06001401700,0.9939749291,1,1,1,1,1,1,1
G06000104017001,060014017001,G0600010402200,06001402200,0.0060250709,0,0,0,0,0,0,0
G06000104017002,060014017002,G0600010401700,06001401700,1,1,1,1,1,1,1,1
G06000104017003,060014017003,G0600010401700,06001401700,0.9976637868,1,1,1,1,1,1,1
G06000104017003,060014017003,G0600010425104,06001425104,0.0023362132,0,0,0,0,0,0,0
G06000104018001,060014018001,G0600010401800,06001401800,1,1,1,1,1,1,1,1
G06000104018002,060014018002,G0600010401800,06001401800,0.9835743396,1,1,1,1,1,1,1
G06000104018002,060014018002,G0600010402200,06001402200,0.0164256604,0,0,0,0,0,0,0
G06000104022001,060014022001,G0600010402200,06001402200,1,1,1,1,1,1,1,1
G06000104022002,060014022002,G0600010402200,06001402200,1,1,1,1,1,1,1,1
G06000104022003,060014022003,G0600010402200,06001402200,0.982290782,1,1,1,1,1,1,1
G06000104022003,060014022003,G0600010410500,06001410500,0.017709218,0,0,0,0,0,0,0
G06000104024001,060014024001,G0600010402400,06001402400,1,1,1,1,1,1,1,1
G06000104024002,060014024002,G0600010402400,06001402400,1,1,1,1,1,1,1,1
G06000104025001,060014025001,G0600010402500,06001402500,1,1,1,1,1,1,1,1
G06000104025002,060014025002,G0600010402500,06001402500,1,1,1,1,1,1,1,1
G06000104026001,060014026001,G0600010402600,06001402600,1,1,1,1,1,1,1,1
G06000104027001,060014027001,G0600010402700,06001402700,1,1,1,1,1,1,1,1
G06000104027002,060014027002,G0600010402700,06001402700,1,1,1,1,1,1,1,1
G06000104028011,060014028011,G0600010402700,06001402700,0.0551574365,0,0,0,0,0,0,0
G06000104028011,060014028011,G0600010402800,06001402800,0.9448425635,1,1,1,1,1,1,1
G06000104028012,060014028012,G0600010402800,06001402800,1,1,1,1,1,1,1,1
G06000104028013,060014028013,G0600010402800,06001402800,1,1,1,1,1,1,1,1
G06000104028021,060014028021,G0600010402800,06001402800,1,1,1,1,1,1,1,1
G06000104028022,060014028022,G0600010402800,06001402800,1,1,1,1,1,1,1,1
G06000104029001,060014029001,G0600010402900,06001402900,0.9572055035,1,1,1,1,1,1,1
G06000104029001,060014029001,G0600010403400,06001403400,0.0427944965,0,0,0,0,0,0,0
G06000104029002,060014029002,G0600010402900,06001402900,1,1,1,1,1,1,1,1
G06000104030001,060014030001,G0600010403000,06001403000,1,1,1,1,1,1,1,1
G06000104030002,060014030002,G0600010403000,06001403000,1,1,1,1,1,1,1,1
G06000104030003,060014030003,G0600010403000,06001403000,1,1,1,1,1,1,1,1
G06000104031001,060014031001,G0600010403100,06001403100,1,1,1,1,1,1,1,1
G06000104031002,060014031002,G0600010403100,06001403100,1,1,1,1,1,1,1,1
G06000104033011,060014033011,G0600010403300,06001403300,1,1,1,1,1,1,1,1
G06000104033012,060014033012,G0600010403300,06001403300,1,1,1,1,1,1,1,1
G06000104033021,060014033021,G0600010403300,06001403300,1,1,1,1,1,1,1,1
G06000104033022,060014033022,G0600010403300,06001403300,1,1,1,1,1,1,1,1
G06000104033022,060014033022,G0600010427300,06001427300,0,0,0,0,0,0,0,0
G06000104033023,060014033023,G0600010403300,06001403300,1,1,1,1,1,1,1,1
G06000104034011,060014034011,G0600010403400,06001403400,1,1,1,1,1,1,1,1
G06000104034012,060014034012,G0600010403400,06001403400,1,1,1,1,1,1,1,1
G06000104034013,060014034013,G0600010403400,06001403400,1,1,1,1,1,1,1,1
G06000104034021,060014034021,G0600010403400,06001403400,1,1,1,1,1,1,1,1
G06000104034022,060014034022,G0600010403400,06001403400,1,1,1,1,1,1,1,1
G06000104035011,060014035011,G0600010403501,06001403501,1,1,1,1,1,1,1,1
G06000104035012,060014035012,G0600010403501,06001403501,1,1,1,1,1,1,1,1
G06000104035013,060014035013,G0600010403501,06001403501,0.9877184173,1,1,1,1,1,1,1
G06000104035013,060014035013,G0600010404000,06001404000,0.0122815827,0,0,0,0,0,0,0
G06000104035014,060014035014,G0600010403501,06001403501,1,1,1,1,1,1,1,1
G06000104035021,060014035021,G0600010403502,06001403502,1,1,1,1,1,1,1,1
G06000104035022,060014035022,G0600010403502,06001403502,1,1,1,1,1,1,1,1
G06000104036001,060014036001,G0600010403600,06001403600,1,1,1,1,1,1,1,1
G06000104036002,060014036002,G0600010403600,06001403600,1,1,1,1,1,1,1,1
G06000104036003,060014036003,G0600010403502,06001403502,0.0052798017,0,0,0,0,0,0,0
G06000104036003,060014036003,G0600010403600,06001403600,0.9822854509,0.9998007864,0.9997770899,1,1,1,1,1
G06000104036003,060014036003,G0600010403702,06001403702,0.0124347474,0.0001992136,0.0002229101,0,0,0,0,0
G06000104037011,060014037011,G0600010403701,06001403701,1,1,1,1,1,1,1,1
G06000104037012,060014037012,G0600010403701,06001403701,1,1,1,1,1,1,1,1
G06000104037021,060014037021,G0600010403600,06001403600,0.0131459319,0,0,0,0,0,0,0
G06000104037021,060014037021,G0600010403702,06001403702,0.9868540681,1,1,1,1,1,1,1
G06000104037022,060014037022,G0600010403702,06001403702,1,1,1,1,1,1,1,1
G06000104038001,060014038001,G0600010403800,06001403800,0.9984345759,0.9985883517,0.9984074772,0.9987777615,0.9984487808,0.9984986192,0.9982929506,1
G06000104038001,060014038001,G0600010426100,06001426100,0.0015654241,0.0014116483,0.0015925228,0.0012222385,0.0015512192,0.0015013808,0.0017070494,0
G06000104038002,060014038002,G0600010403800,06001403800,1,1,1,1,1,1,1,1
G06000104038003,060014038003,G0600010403800,06001403800,1,1,1,1,1,1,1,1
G06000104038004,060014038004,G0600010403800,06001403800,0.9926524802,0.9947072264,0.9956406692,0.9959041624,0.9963012709,0.9964421555,0.9949435588,0.9967697066
G06000104038004,060014038004,G0600010426200,06001426200,0.0073475198,0.0052927736,0.0043593308,0.0040958376,0.0036987291,0.0035578445,0.0050564412,0.0032302934
G06000104039001,060014039001,G0600010403900,06001403900,1,1,1,1,1,1,1,1
G06000104039002,060014039002,G0600010403900,06001403900,1,1,1,1,1,1,1,1
G06000104039003,060014039003,G0600010403900,06001403900,1,1,1,1,1,1,1,1
G06000104040001,060014040001,G0600010404000,06001404000,1,1,1,1,1,1,1,1
G06000104040002,060014040002,G0600010404000,06001404000,1,1,1,1,1,1,1,1
G06000104040003,060014040003,G0600010404000,06001404000,0.978336321,0.9943781267,0.994392539,0.9937204118,0.9934568838,0.9937057893,0.9955922121,0.9927152727
G06000104040003,060014040003,G0600010426200,06001426200,0.021663679,0.0056218733,0.005607461,0.0062795882,0.0065431162,0.0062942107,0.0044077879,0.0072847273
G06000104041011,060014041011,G0600010404101,06001404101,0.9998619588,0.9997506713,0.9997516838,0.9997443295,0.9998014143,0.9997826561,0.9995688292,0.9999713593
G06000104041011,060014041011,G0600010426200,06001426200,0.0001380412,0.0002493287,0.0002483162,0.0002556705,0.0001985857,0.0002173439,0.0004311708,0.0000286407
G06000104041012,060014041012,G0600010404101,06001404101,1,1,1,1,1,1,1,1
G06000104041013,060014041013,G0600010404101,06001404101,1,1,1,1,1,1,1,1
G06000104041021,060014041021,G0600010404102,06001404102,1,1,1,1,1,1,1,1
G06000104041022,060014041022,G0600010404102,06001404102,1,1,1,1,1,1,1,1
G06000104042001,060014042001,G0600010404200,06001404200,1,1,1,1,1,1,1,1
G06000104042002,060014042002,G0600010404200,06001404200,1,1,1,1,1,1,1,1
G06000104042003,060014042003,G0600010404101,06001404101,0.0021112773,0.0150198801,0.015939197,0.0169584784,0.0185260688,0.0177933994,0.0234762684,0.0096806302
G06000104042003,060014042003,G0600010404200,06001404200,0.9919395301,0.9751340898,0.9736843229,0.9717880355,0.9696189174,0.9707948552,0.9613089682,0.984467843
G06000104042003,060014042003,G0600010426100,06001426100,0.0059491927,0.0098460302,0.0103764801,0.0112534861,0.0118550138,0.0114117453,0.0152147634,0.0058515268
G06000104043001,060014043001,G0600010404300,06001404300,0.9980644786,1,1,1,1,1,1,1
G06000104043001,060014043001,G0600010404400,06001404400,0.0019355214,0,0,0,0,0,0,0
G06000104043002,060014043002,G0600010404300,06001404300,1,1,1,1,1,1,1,1
G06000104043003,060014043003,G0600010404300,06001404300,1,1,1,1,1,1,1,1
G06000104044001,060014044001,G0600010404400,06001404400,0.9977827117,0.9999930293,0.9999933536,0.9999974484,0.9999966094,0.9999966865,0.9999961077,1
G06000104044001,060014044001,G0600130353001,06013353001,0.0022172883,0.0000069707,0.0000066464,0.0000025516,0.0000033906,0.0000033135,0.0000038923,0
G06000104044002,060014044002,G0600010404400,06001404400,0.9835339601,1,1,1,1,1,1,1
G06000104044002,060014044002,G0600010404501,06001404501,0.0164660399,0,0,0,0,0,0,0
G06000104044003,060014044003,G0600010404400,06001404400,0.9985904297,0.9996531151,0.9996647942,0.999596279,0.9996493151,0.9996657107,0.999594002,1
G06000104044003,060014044003,G0600130353001,06013353001,0.0014095703,0.0003468849,0.0003352058,0.000403721,0.0003506849,0.0003342893,0.000405998,0
G06000104044004,060014044004,G0600010404400,06001404400,1,1,1,1,1,1,1,1
G06000104045011,060014045011,G0600010404501,06001404501,0.9965491135,0.9947851689,0.9948853037,0.999866298,0.9998711111,0.9984661096,0.9998505667,1
G06000104045011,060014045011,G0600010404700,06001404700,0.003367487,0.0050818746,0.0049928673,0,0,0.0014084507,0,0
G06000104045011,060014045011,G0600010426100,06001426100,0.0000833995,0.0001329564,0.000121829,0.000133702,0.0001288889,0.0001254397,0.0001494333,0
G06000104045021,060014045021,G0600010404502,06001404502,1,1,1,1,1,1,1,1
G06000104045022,060014045022,G0600010404502,06001404502,1,1,1,1,1,1,1,1
G06000104045023,060014045023,G0600010404502,06001404502,0.9788953365,0.9958144748,0.9953003753,0.9953935241,0.995378572,0.9955925179,0.9957473618,0.9920380852
G06000104045023,060014045023,G0600130352202,06013352202,0.0164703442,0.0014656068,0.0016451311,0.0016130722,0.0016212073,0.0015433715,0.0014904787,0.0028053429
G06000104045023,060014045023,G0600130353001,06013353001,0.0046343193,0.0027199184,0.0030544936,0.0029934037,0.0030002207,0.0028641106,0.0027621595,0.0051565718
G06000104045024,060014045024,G0600010404502,06001404502,1,1,1,1,1,1,1,1
G06000104046001,060014046001,G0600010404502,06001404502,0.0097230605,0.0114593839,0.0120923701,0.0126275913,0.0122708797,0.0119914186,0.0134694307,0
G06000104046001,060014046001,G0600010404600,06001404600,0.9898477009,0.9885381277,0.9879050903,0.9873697279,0.9877265153,0.9880060356,0.9865277098,1
G06000104046001,060014046001,G0600130352202,06013352202,0.0004292386,0.0000024883,0.0000025396,0.0000026808,0.0000026051,0.0000025457,0.0000028595,0
G06000104046002,060014046002,G0600010404600,06001404600,0.9920027751,1,1,1,1,1,1,1
G06000104046002,060014046002,G0600130352202,06013352202,0.0079972249,0,0,0,0,0,0,0
G06000104046003,060014046003,G0600010404600,06001404600,1,1,1,1,1,1,1,1
G06000104046004,060014046004,G0600010404502,06001404502,0.0054157384,0.0207914152,0.0202757502,0.0138248848,0.0153321976,0.0198347107,0.017578125,0
G06000104046004,060014046004,G0600010404600,06001404600,0.9922819262,0.9791294165,0.9796604272,0.9861071198,0.9846175298,0.9801165124,0.9823642383,1
G06000104046004,060014046004,G0600010430102,06001430102,0.0020533753,0.0000791683,0.0000638226,0.0000679954,0.0000502726,0.0000487768,0.0000576367,0
G06000104046004,060014046004,G0600130352202,06013352202,0.0002489601,0,0,0,0,0,0,0
G06000104047001,060014047001,G0600010404700,06001404700,1,1,1,1,1,1,1,1
G06000104047002,060014047002,G0600010404700,06001404700,1,1,1,1,1,1,1,1
G06000104048001,060014048001,G0600010404800,06001404800,1,1,1,1,1,1,1,1
G06000104048002,060014048002,G0600010404800,06001404800,1,1,1,1,1,1,1,1
G06000104049001,060014049001,G0600010404900,06001404900,1,1,1,1,1,1,1,1
G06000104049002,060014049002,G0600010404900,06001404900,1,1,1,1,1,1,1,1
G06000104049003,060014049003,G0600010404900,06001404900,1,1,1,1,1,1,1,1
G06000104049004,060014049004,G0600010404900,06001404900,1,1,1,1,1,1,1,1
G06000104050001,060014050001,G0600010405000,06001405000,1,1,1,1,1,1,1,1
G06000104050002,060014050002,G0600010405000,06001405000,1,1,1,1,1,1,1,1
G06000104050003,060014050003,G0600010405000,06001405000,0.9992045097,1,1,1,1,1,1,1
G06000104050003,060014050003,G0600010405200,06001405200,0.0007954903,0,0,0,0,0,0,0
G06000104051001,060014051001,G0600010405100,06001405100,1,1,1,1,1,1,1,1
G06000104051002,060014051002,G0600010405100,06001405100,1,1,1,1,1,1,1,1
G06000104051003,060014051003,G0600010405100,06001405100,1,1,1,1,1,1,1,1
G06000104051004,060014051004,G0600010405100,06001405100,1,1,1,1,1,1,1,1
G06000104051005,060014051005,G0600010405100,06001405100,1,1,1,1,1,1,1,1
G06000104052001,060014052001,G0600010405200,06001405200,1,1,1,1,1,1,1,1
G06000104052002,060014052002,G0600010405200,06001405200,1,1,1,1,1,1,1,1
G06000104052003,060014052003,G0600010405200,06001405200,1,1,1,1,1,1,1,1
G06000104052004,060014052004,G0600010405200,06001405200,1,1,1,1,1,1,1,1
G06000104053011,060014053011,G0600010405301,06001405301,1,1,1,1,1,1,1,1
G06000104053012,060014053012,G0600010405301,06001405301,1,1,1,1,1,1,1,1
G06000104053013,060014053013,G0600010405301,06001405301,1,1,1,1,1,1,1,1
G06000104053021,060014053021,G0600010405302,06001405302,1,1,1,1,1,1,1,1
G06000104053022,060014053022,G0600010405302,06001405302,1,1,1,1,1,1,1,1
G06000104054011,060014054011,G0600010405401,06001405401,1,1,1,1,1,1,1,1
G06000104054012,060014054012,G0600010405401,06001405401,1,1,1,1,1,1,1,1
G06000104054013,060014054013,G0600010405401,06001405401,1,1,1,1,1,1,1,1
G06000104054021,060014054021,G0600010405402,06001405402,1,1,1,1,1,1,1,1
G06000104054022,060014054022,G0600010405402,06001405402,1,1,1,1,1,1,1,1
G06000104055001,060014055001,G0600010405500,06001405500,1,1,1,1,1,1,1,1
G06000104055002,060014055002,G0600010405500,06001405500,1,1,1,1,1,1,1,1
G06000104055003,060014055003,G0600010405500,06001405500,1,1,1,1,1,1,1,1
G06000104055004,060014055004,G0600010405500,06001405500,1,1,1,1,1,1,1,1
G06000104056001,060014056001,G0600010405600,06001405600,1,1,1,1,1,1,1,1
G06000104056002,060014056002,G0600010405600,06001405600,1,1,1,1,1,1,1,1
G06000104056003,060014056003,G0600010405600,06001405600,1,1,1,1,1,1,1,1
G06000104057001,060014057001,G0600010405700,06001405700,1,1,1,1,1,1,1,1
G06000104057002,060014057002,G0600010405700,06001405700,1,1,1,1,1,1,1,1
G06000104057003,060014057003,G0600010405700,06001405700,1,1,1,1,1,1,1,1
G06000104058001,060014058001,G0600010405800,06001405800,1,1,1,1,1,1,1,1
G06000104058002,060014058002,G0600010405800,06001405800,1,1,1,1,1,1,1,1
G06000104058003,060014058003,G0600010405800,06001405800,1,1,1,1,1,1,1,1
G06000104058004,060014058004,G0600010405800,06001405800,1,1,1,1,1,1,1,1
G06000104059011,060014059011,G0600010405901,06001405901,1,1,1,1,1,1,1,1
G06000104059012,060014059012,G0600010405901,06001405901,1,1,1,1,1,1,1,1
G06000104059013,060014059013,G0600010405901,06001405901,1,1,1,1,1,1,1,1
G06000104059021,060014059021,G0600010405902,06001405902,1,1,1,1,1,1,1,1
G06000104059022,060014059022,G0600010405902,06001405902,1,1,1,1,1,1,1,1
G06000104060001,060014060001,G0600010406000,06001406000,1,1,1,1,1,1,1,1
G06000104060001,060014060001,G0600010427300,06001427300,0,0,0,0,0,0,0,0
G06000104060002,060014060002,G0600010406000,06001406000,1,1,1,1,1,1,1,1
G06000104060003,060014060003,G0600010403300,06001403300,0.0065945991,0,0,0,0,0,0,0
G06000104060003,060014060003,G0600010406000,06001406000,0.9934054009,1,1,1,1,1,1,1
G06000104060004,060014060004,G0600010406000,06001406000,1,1,1,1,1,1,1,1
G06000104061001,060014061001,G0600010406100,06001406100,1,1,1,1,1,1,1,1
G06000104061002,060014061002,G0600010406100,06001406100,1,1,1,1,1,1,1,1
G06000104061003,060014061003,G0600010406000,06001406000,0.0011664075,0,0,0,0,0,0,0
G06000104061003,060014061003,G0600010406100,06001406100,0.9988335925,1,1,1,1,1,1,1
G06000104061004,060014061004,G0600010406100,06001406100,1,1,1,1,1,1,1,1
G06000104062011,060014062011,G0600010406201,06001406201,1,1,1,1,1,1,1,1
G06000104062012,060014062012,G0600010406201,06001406201,1,1,1,1,1,1,1,1
G06000104062013,060014062013,G0600010406201,06001406201,1,1,1,1,1,1,1,1
G06000104062014,060014062014,G0600010406201,06001406201,1,1,1,1,1,1,1,1
G06000104062021,060014062021,G0600010406202,06001406202,1,1,1,1,1,1,1,1
G06000104062022,060014062022,G0600010406202,06001406202,1,1,1,1,1,1,1,1
G06000104062023,060014062023,G0600010406202,06001406202,1,1,1,1,1,1,1,1
G06000104063001,060014063001,G0600010406300,06001406300,1,1,1,1,1,1,1,1
G06000104063002,060014063002,G0600010406300,06001406300,1,1,1,1,1,1,1,1
G06000104063003,060014063003,G0600010406300,06001406300,1,1,1,1,1,1,1,1
G06000104063004,060014063004,G0600010406300,06001406300,1,1,1,1,1,1,1,1
G06000104064001,060014064001,G0600010406400,06001406400,1,1,1,1,1,1,1,1
G06000104064002,060014064002,G0600010406400,06001406400,1,1,1,1,1,1,1,1
G06000104065001,060014065001,G0600010406500,06001406500,1,1,1,1,1,1,1,1
G06000104065002,060014065002,G0600010406500,06001406500,1,1,1,1,1,1,1,1
G06000104065003,060014065003,G0600010406500,06001406500,1,1,1,1,1,1,1,1
G06000104065004,060014065004,G0600010406500,06001406500,1,1,1,1,1,1,1,1
G06000104066011,060014066011,G0600010406601,06001406601,1,1,1,1,1,1,1,1
G06000104066012,060014066012,G0600010406601,06001406601,1,1,1,1,1,1,1,1
G06000104066013,060014066013,G0600010406601,06001406601,1,1,1,1,1,1,1,1
G06000104066014,060014066014,G0600010406601,06001406601,1,1,1,1,1,1,1,1
G06000104066021,060014066021,G0600010406602,06001406602,1,1,1,1,1,1,1,1
G06000104066022,060014066022,G0600010406602,06001406602,1,1,1,1,1,1,1,1
G06000104067001,060014067001,G0600010406700,06001406700,1,1,1,1,1,1,1,1
G06000104067002,060014067002,G0600010406700,06001406700,1,1,1,1,1,1,1,1
G06000104067003,060014067003,G0600010406700,06001406700,1,1,1,1,1,1,1,1
G06000104067004,060014067004,G0600010406700,06001406700,1,1,1,1,1,1,1,1
G06000104067005,060014067005,G0600010406700,06001406700,1,1,1,1,1,1,1,1
G06000104068001,060014068001,G0600010406800,06001406800,1,1,1,1,1,1,1,1
G06000104068002,060014068002,G0600010406800,06001406800,1,1,1,1,1,1,1,1
G06000104068003,060014068003,G0600010406800,06001406800,1,1,1,1,1,1,1,1
G06000104068004,060014068004,G0600010406800,06001406800,1,1,1,1,1,1,1,1
G06000104069001,060014069001,G0600010406900,06001406900,1,1,1,1,1,1,1,1
G06000104069002,060014069002,G0600010406900,06001406900,1,1,1,1,1,1,1,1
