,statefp,countyfp,tractce,blkgrpce,TOTPOP_C_1,TOTPOP_F_1,MEDVAL_C_1,MEDVAL_F_1,MEDHINC__1,MEDHINC__2,MEDCRNT_CY,MEDCRNT_FY,GENTRIFICATION
0,06,025,940000,3,724,713,69875,70000,28381,30654,711,725,-0.0013236648250460397
1,06,025,010800,2,863,899,366667,428495,100127,106067,878,942,0.0029350828729281745
2,06,025,010800,1,437,436,381579,530556,86119,87405,784,786,0.006273020257826882
3,06,025,011100,3,1551,1526,173214,173707,53064,55082,842,845,-0.004604051565377531
4,06,073,010013,2,798,787,571429,743750,63575,67173,1146,1268,0.04114871086556169
5,06,073,010103,3,2041,2005,645508,746462,52152,62814,1810,1913,-0.011855432780847157
6,06,073,010104,2,2175,2301,729638,1047743,128648,146468,2669,2709,0.11343232044198898
7,06,073,010103,2,2351,2464,678205,824895,80446,93838,2410,2801,0.003913443830570906
8,06,073,010106,1,2261,2211,310769,452410,79917,91212,1915,2107,-0.0012085635359115887
9,06,073,010106,2,1465,1425,489474,659722,46518,53247,742,1016,0.01030156537753223
10,06,073,010106,3,1333,1297,347521,347600,67396,75758,1690,1783,-0.0222720994475138
11,06,073,012402,2,1649,1688,925000,1246350,76968,82369,1858,2551,0.10946132596685083
12,06,073,010107,1,2676,2612,667151,845905,66613,78347,2086,2193,-0.0057550644567219145
13,06,073,010107,2,1000,989,724734,772727,110623,124273,1381,1442,-0.04511970534069984
14,06,073,010107,3,1673,1701,169595,171622,79097,89506,2056,2212,-0.012603591160221004
15,06,073,010110,1,1695,1643,468333,587778,63190,73103,1862,2109,-0.016286832412523045
16,06,073,010110,2,1855,1906,606757,685914,81006,96441,1169,1606,0.0020718232044198877
17,06,073,010110,4,1500,1462,0,0,29650,35289,1670,1771,-0.011164825046040518
18,06,073,010110,5,1023,1047,650000,686667,129663,135889,2000,3192,0.07677255985267037
19,06,073,011700,4,1861,2072,119817,118873,83949,90692,1798,2093,0.02290515653775324
20,06,073,011801,1,1952,2019,1032258,1598765,56541,63818,1364,1599,0.07993784530386736
21,06,073,011801,2,896,881,835821,884146,86572,96802,1612,1782,-0.02992633517495396
22,06,073,011700,3,1432,1393,483929,677500,24960,27836,1144,1495,0.019337016574585635
23,06,073,011802,1,2094,2128,609060,632485,77238,84434,1852,2321,0.0017265193370165771
24,06,073,011802,2,2236,2170,466667,478659,54095,59749,1894,2109,-0.03211325966850828
25,06,073,011902,1,1509,1527,738889,937500,85925,93494,2199,2290,0.07884438305709023
26,06,073,010112,1,2390,2341,449679,487069,56191,61510,1911,1934,-0.038558931860036845
27,06,073,010111,1,1041,1039,736842,869518,76791,90981,1930,2836,0.09081491712707182
28,06,073,010300,4,922,932,859940,926724,38750,38751,482,910,0.015308471454880348
29,06,073,011902,2,2034,2070,604469,783654,75671,80651,3494,3488,0.02624309392265195
30,06,073,011902,4,1235,1203,652616,681548,107978,114096,1857,1870,-0.06612569060773482
31,06,073,012002,1,865,859,628289,825820,65948,72770,1388,1610,0.026991252302025762
32,06,073,012002,2,2262,2206,631849,722222,26955,34143,1520,2025,0.01973987108655618
33,06,073,012003,2,2285,2308,640873,700123,83885,102264,1747,2597,0.05835635359116022
34,06,073,012101,1,2074,2013,721739,921875,95708,113652,1650,2662,0.17466620626151017
35,06,073,012102,1,1519,1504,687500,831633,72108,81331,1636,1806,-0.0104742173112339
36,06,073,012102,2,1501,1477,694444,902926,66168,82142,1794,2664,0.14105662983425418
37,06,073,012200,2,2776,2935,725586,1080078,65822,79025,2356,2584,0.12799263351749535
38,06,073,012302,1,1916,1939,792308,880618,45574,56814,1970,2177,-0.010186464088397768
39,06,073,012303,1,2334,2278,828917,874517,103837,118829,2194,3501,0.09213858195211788
40,06,073,012303,2,1244,1226,696429,787500,58037,64707,1470,1494,-0.03476058931860035
41,06,073,012304,1,930,940,576705,744444,73808,81965,3006,3152,0.024976979742173118
42,06,073,010402,1,2205,2152,1116525,1237805,72101,80592,2170,2487,-0.0044889502762430755
43,06,073,010402,2,1077,1084,833333,862028,74000,81766,1871,2077,-0.06169429097605892
44,06,073,010501,1,1307,1274,1058190,1253425,113676,122321,3270,3269,-0.011395027624309426
45,06,073,010401,1,2344,2315,1042614,1199612,81332,95427,2118,2780,0.041321362799263336
46,06,073,010502,1,1566,1546,495833,796875,70181,73639,2023,2787,0.12546040515653778
47,06,073,010502,2,951,953,691964,905172,30918,33722,1729,1808,0.06520488029465929
48,06,073,010502,3,1591,1585,389286,483333,66957,72016,1742,1837,-0.007826887661141813
49,06,073,012401,1,1136,1166,80000,115625,92128,102360,1865,1923,-0.0093232044198895
50,06,073,012401,2,2517,2465,825758,870427,87602,98307,1824,2055,-0.041494014732965
51,06,073,012402,1,1587,1574,539062,835227,54891,67621,1792,1956,0.06842771639042355
52,06,073,012304,2,3244,3348,842580,904613,137235,169891,1986,2609,0.029868784530386744
53,06,073,012600,3,1737,1703,496552,637640,81287,87047,1763,2230,0.025840239410681407
54,06,073,013102,1,1625,1594,676042,821429,86233,105258,1746,1784,-0.02261740331491712
55,06,073,013103,1,1058,1073,56190,59247,79582,82470,1396,1452,-0.0020718232044198877
56,06,073,013103,2,1662,1615,625000,845588,67214,73919,2206,2462,0.04045810313075507
57,06,073,013104,1,1913,1865,881250,909091,43073,50000,1631,1793,-0.05432780847145488
58,06,073,013104,3,1770,1724,673851,698864,78816,82483,2011,2379,-0.03050184162062615
59,06,073,013203,1,1331,1392,825893,865991,56138,68444,1710,1799,-0.036314456721915286
60,06,073,010502,4,1427,1382,869213,940476,111449,127617,1903,3094,0.11193600368324126
61,06,073,010601,1,918,894,2000001,2000001,214061,227914,3470,3469,-0.02221454880294655
62,06,073,010800,1,1229,1190,1946809,2000001,120544,126937,3501,3501,-0.004316298342541394
63,06,073,012600,4,1247,1233,781250,873596,76875,90688,1756,1839,-0.01237338858195211
64,06,073,012700,1,2017,2145,752358,859375,71476,79692,1812,2040,0.0004028545119705365
65,06,073,012800,1,865,890,747899,852094,107114,116282,2232,2310,-0.039537292817679544
66,06,073,012800,2,1092,1065,805640,870122,158065,174465,1405,1439,-0.028199815837937372
67,06,073,013000,4,926,899,814815,861994,87486,93311,2270,2797,-0.014963167587477011
68,06,073,010900,1,704,689,2000001,2000001,201739,219954,3501,3501,-0.01375460405156535
69,06,073,010900,2,868,849,2000001,2000001,176116,199404,3071,3501,0.02319290976058936
70,06,073,011000,1,1591,1554,2000001,2000001,99002,112201,3424,3423,-0.026530847145488035
71,06,073,011000,2,1318,1320,1990964,2000001,156981,174637,3230,3435,0.004201197053407019
72,06,073,011100,1,1765,1722,1797872,1798423,113001,121469,2631,3501,0.06117633517495394
73,06,073,011100,2,1231,1207,1945946,2000001,157124,167845,3456,3459,-0.00834484346224676
74,06,073,013415,1,1585,1547,787076,842290,166854,189040,2266,2285,-0.08465699815837936
75,06,073,013416,1,1681,1642,864387,1003125,130744,151457,394,391,0.04229972375690608
76,06,073,013416,2,2132,2082,796402,846210,121039,137113,2669,3049,-0.04644337016574587
77,06,073,013417,1,1886,1835,896084,938889,159358,174692,3342,3501,-0.009783609576427266
78,06,073,013418,1,1157,1127,625000,703804,39239,48871,3095,3164,-0.029926335174953966
79,06,073,013418,2,2495,2462,878311,1350000,117096,129784,2152,2198,0.09305939226519339
80,06,073,013418,4,1280,1338,855208,879167,165377,180514,3501,3501,-0.04558011049723759
81,06,073,013503,1,1550,1516,832014,858068,131630,153114,1721,1865,-0.06445672191528543
82,06,073,013503,2,2252,2201,621547,665419,76078,94884,1884,2147,-0.03499079189686925
83,06,073,013503,3,2209,2166,681021,716887,103291,119052,2685,2980,-0.04667357274401476
84,06,073,013504,1,852,836,685403,689570,120759,150458,2278,2308,-0.09455570902394109
85,06,073,013504,2,810,828,987705,1500000,119444,147336,2684,2715,0.043565837937384916
86,06,073,013505,1,2759,2703,962571,976156,130426,150190,2268,2313,-0.07585174953959482
87,06,073,020805,1,1269,1290,789651,850285,115894,129499,2666,2701,-0.06520488029465932
88,06,073,013504,3,2711,3037,730515,825162,141908,156696,2314,2391,-0.05662983425414363
89,06,073,013601,3,1616,1577,837776,914711,122757,136788,2381,2875,0.01956721915285453
90,06,073,013601,4,839,815,750000,791667,62659,70948,2124,2323,-0.05593922651933704
91,06,073,013604,1,914,902,833589,862500,103646,106295,2193,2224,-0.0876496316758748
92,06,073,013604,2,735,723,1137097,1211140,135823,153451,0,0,-0.02238720073664822
93,06,073,013604,3,2384,2323,867958,938375,158742,171852,3339,3419,-0.004604051565377548
94,06,073,013604,4,1825,1778,738636,846591,88090,91867,2348,2458,-0.05035681399631675
95,06,073,013505,2,1397,1368,598611,725932,103756,112807,1930,2900,0.1094037753222836
96,06,073,013506,1,973,957,86250,118750,56122,70252,1681,2042,0.01317909760589319
97,06,073,013601,1,811,795,901705,932943,178706,202053,712,712,-0.02819981583793739
98,06,073,013605,1,2792,2820,982319,1155757,156341,179114,3054,3150,-0.03568139963167591
99,06,073,013605,2,1532,1497,1172492,1237057,208799,229172,1114,1140,-0.030156537753222835
100,06,073,020708,2,1286,1247,1075130,1178150,167245,187315,3272,3324,-0.03873158379373848
101,06,073,013601,2,1841,1800,928419,1007102,104019,120463,2769,3186,-0.013179097605893197
102,06,073,013204,1,1417,1400,76724,80077,61600,68930,1728,1788,-0.01162523020257827
103,06,073,013301,1,2952,2887,709169,852360,108474,125325,2567,2724,-0.023020257826887658
104,06,073,013301,2,2146,2083,785839,843992,106227,118679,2647,2682,-0.08097375690607736
105,06,073,013302,1,2227,2171,668413,797669,106319,119388,2260,2415,-0.026530847145488035
106,06,073,013302,2,2683,2620,694149,856848,111513,128594,1937,2779,0.07970764272559856
107,06,073,013303,1,2809,2875,385714,615610,83283,101390,2043,2223,0.0028775322283609572
108,06,073,013205,1,2523,2567,125000,171591,84306,99579,1851,2065,-0.003510589318600349
109,06,073,013206,1,1823,1776,438636,679124,45890,49294,1796,2055,0.02963858195211786
110,06,073,013206,3,2828,2911,194375,305000,66750,84184,1797,2103,0.011682780847145503
111,06,073,013303,2,1115,1157,659299,686047,57911,65531,2178,2228,-0.060428176795580116
112,06,073,013303,3,1030,1011,653186,831336,81734,89703,2406,2630,-0.00621546961325966
113,06,073,013306,1,2121,2192,773000,842808,116879,130807,3325,3328,-0.04362338858195211
114,06,073,013306,2,2517,2453,682266,828292,86017,98456,2204,2266,-0.04034300184162061
115,06,073,013307,1,1639,1602,610185,789017,84594,98329,1860,1914,0.009841160220994453
116,06,073,013307,2,2518,2460,736037,933219,85681,102132,2293,2327,0.05737799263351748
117,06,073,013308,1,2287,2229,350000,492982,103787,113337,2148,2198,-0.01853130755064457
118,06,073,013309,1,1494,1461,643571,717188,150965,162852,2293,2352,-0.04373848987108658
119,06,073,013309,2,1021,989,861607,892960,128622,154019,3350,3350,-0.062327348066298346
120,06,073,013309,4,1594,1581,745536,774533,138902,145169,2596,2713,-0.07377992633517494
121,06,073,013701,1,1631,1598,912072,981250,143433,162744,1494,1774,-0.008920349907918953
122,06,073,013312,1,1692,1655,649306,782292,99517,114833,2452,2883,0.01133747697974219
123,06,073,013401,1,2491,2596,933376,1156851,151271,160957,2845,3008,-0.011912983425414359
124,06,073,013401,2,2137,2096,813628,893302,129392,142768,2655,2703,-0.03360957642725601
125,06,073,013409,2,2571,2515,817807,868652,84953,94804,2272,2329,-0.062442449355432764
126,06,073,013409,3,1728,1804,840278,905370,133870,159870,2910,3181,-0.006445672191528529
127,06,073,013411,3,843,826,904861,917818,138128,153637,2260,2250,-0.09409530386740328
128,06,073,013412,2,994,977,1066901,1174731,77519,82688,2375,3384,0.047364180478821356
129,06,073,013414,1,2073,2022,592290,669151,146796,149317,2587,2995,-0.003625690607734794
130,06,073,013414,3,1026,1013,877586,917411,185366,199195,2250,2250,-0.06698895027624308
131,06,073,012502,2,1827,1963,12704,16389,55986,64474,1767,1816,0.0007481583793738367
132,06,073,008501,1,1387,1347,942857,1159292,91039,105024,2293,2644,-0.003798342541436475
133,06,073,009201,1,2024,3601,679688,730392,80886,111151,3166,3345,0.02158149171270715
134,06,073,009201,3,1300,1274,893665,939375,143216,156460,2740,2852,-0.040343001841620624
135,06,073,008313,1,1034,1022,1973837,2000001,231074,255327,3477,3477,-0.00886279926335174
136,06,073,014803,1,1967,1929,818306,903708,73720,86370,1975,3501,0.16309852670349909
137,06,073,009301,1,732,720,818452,880993,110974,122507,2312,3097,0.029350828729281755
138,06,073,009301,3,1185,1153,631757,850410,102939,105497,2194,2288,0.019567219152854504
139,06,073,009104,2,1609,1570,1355714,1390673,145273,152093,3200,3225,-0.04471685082872928
140,06,073,009107,1,2392,2369,670775,700000,45823,49417,3375,3377,-0.056917587476979725
141,06,073,009107,2,1117,1163,378000,421429,61382,69483,2839,3105,-0.011682780847145462
142,06,073,014101,1,1926,1875,692935,839221,93979,115281,2101,2255,-0.023595764272559855
143,06,073,014101,2,1854,1824,666274,827232,117886,128829,2638,2810,-0.013869705340699812
144,06,073,014102,1,2551,2489,676991,812183,106030,115669,2201,2288,-0.037638121546961334
145,06,073,014102,2,1151,1122,703261,747500,70943,89976,1811,2099,-0.03585405156537751
146,06,073,014400,2,1803,1825,469118,480769,44117,55795,1869,2150,-0.015308471454880318
147,06,073,021900,1,4434,4387,450000,695652,47808,54809,1353,2113,0.07947744014732963
148,06,073,009201,4,1429,1426,857143,882812,69319,77497,3470,3470,-0.06025552486187842
149,06,073,009901,1,667,667,910714,946429,76494,76494,0,0,-0.026415745856353593
150,06,073,015701,3,1708,1658,1422414,1717105,26381,32748,2010,2177,-0.018301104972375665
151,06,073,016617,2,1713,1730,564286,699846,80036,94582,1785,2299,0.06180939226519337
152,06,073,013702,1,2426,2372,850979,915162,116238,136236,1981,2495,0.021351289134438303
153,06,073,013702,2,1660,1618,72899,75365,73198,79656,2034,2147,-0.027394106813996316
154,06,073,013801,2,1036,1012,908088,1113281,147922,160501,1750,1841,0.007193830570902372
155,06,073,013802,1,1954,1986,377660,605042,84366,98517,2221,3501,0.14370395948434625
156,06,073,013903,1,1550,1509,747642,994048,69505,86312,2610,2679,0.08787983425414361
157,06,073,013905,1,1942,1899,761702,840465,156156,168316,3478,3466,-0.05052946593001842
158,06,073,013905,2,1129,1109,710227,916667,92652,96272,1492,2040,0.10347605893186002
159,06,073,013905,3,937,927,661184,674401,102198,128822,1880,1875,-0.07354972375690608
160,06,073,014200,1,2100,2048,791045,878483,151703,158813,2239,2434,-0.015883977900552487
161,06,073,013907,1,1324,1282,714286,711207,72842,86744,1630,1753,-0.06756445672191527
162,06,073,013907,2,2684,2626,723684,835280,70464,84479,1610,2230,0.017380294659300174
163,06,073,013909,1,1704,1658,1035124,1513415,107675,128543,1559,1768,0.06520488029465929
164,06,073,013909,2,2658,2590,649840,725091,108722,132213,2061,2165,-0.037580570902394125
165,06,073,014001,3,1566,1565,662915,694313,88174,107015,2282,3501,0.07648480662983426
166,06,073,014001,4,1403,1370,959239,1185897,103537,121424,2637,2711,-0.025322283609576404
167,06,073,014002,2,2346,2344,763554,910112,100943,116490,2060,2181,0.02756675874769797
168,06,073,014200,2,1467,1468,927083,935096,114337,131209,1819,2123,-0.04166666666666668
169,06,073,014200,3,2190,2136,760830,843675,108160,129508,2242,2250,-0.07015423572744019
170,06,073,014300,1,2552,2487,684375,813208,88986,95381,2045,2523,0.007308931860036824
171,06,073,014400,1,2449,2465,307627,305738,52655,59381,1918,2379,0.022847605893186004
172,06,073,016807,1,902,902,752500,845280,96634,119338,1559,1714,-0.028602670349907943
173,06,073,014500,1,1383,1352,809179,852404,101815,106387,2410,2586,-0.07280156537753223
174,06,073,014500,2,1713,1679,821903,858929,74680,85532,2046,2237,-0.05962246777163907
175,06,073,014500,3,889,871,790598,852124,76956,94273,2256,3066,0.01922191528545117
176,06,073,014602,1,1590,1555,896186,933854,109987,120342,1753,2087,-0.017322744014732987
177,06,073,014602,3,1807,1861,1056863,1203552,181522,201092,3191,3226,-0.019912523020257783
178,06,073,013801,3,2119,2202,497396,632028,77093,84701,1660,1951,0.017265193370165736
179,06,073,014803,2,1761,1723,729839,855978,91946,100779,2117,2463,0.006445672191528529
180,06,073,014803,3,1218,1203,629310,705000,69762,75300,1885,3501,0.16281077348066297
181,06,073,014804,1,964,944,843750,980042,135049,150000,1833,1832,0.0361993554327808
182,06,073,014804,2,1138,1117,855769,912388,58792,65249,2094,2159,-0.0450621546961326
183,06,073,014804,3,1471,1440,936782,986034,119213,144363,893,1548,-0.01858885819521179
184,06,025,010102,2,1186,1169,160776,156713,39463,42690,844,867,-0.005352209944751385
185,06,073,015100,1,1124,1104,738235,890193,131508,155376,1837,1827,0.0108195211786372
186,06,073,015405,3,1785,1743,908565,950163,155402,179369,975,984,-0.026185543278084714
187,06,073,015601,1,2434,2369,669492,833088,85524,105269,1995,2315,0.008805248618784497
188,06,073,015601,2,2378,2338,922965,1487500,107208,129273,1117,1843,0.12246777163904239
189,06,073,015701,1,1322,1288,158750,255000,44786,53624,1577,1690,-0.006042817679558006
190,06,073,015801,1,2373,2312,529762,662037,52190,62295,1543,1819,0.007136279926335146
191,06,073,015802,1,952,932,375000,395000,54616,56331,1620,1706,-0.020890883977900555
192,06,073,016809,1,1962,1996,634191,751111,77429,83063,2601,2837,0.005122007366482523
193,06,073,016809,2,1770,1731,829836,894013,146586,167560,2446,2952,0.0013812154696132561
194,06,073,016810,1,2625,2556,818678,888514,162097,190605,2611,3158,0.011337476979742217
195,06,073,016811,2,1481,1449,820933,883814,109128,129750,2716,2820,-0.04247237569060777
196,06,073,017006,1,1309,1277,1579730,1720588,216592,232063,2266,2250,-0.05179558011049723
197,06,073,015901,1,2065,2025,10833,12000,45399,53005,1696,1772,-0.01243093922651934
198,06,073,015902,1,843,901,810897,905963,85828,90017,1918,2100,0.013697053406998179
199,06,073,015902,2,1389,1354,496154,634174,43793,51615,1483,1991,0.01795580110497239
200,06,073,015802,2,1317,1355,1100806,1250000,73290,90492,1837,3501,0.1884783609576427
201,06,073,016000,1,1045,1088,1182836,1219136,73987,79801,1706,2552,0.04834254143646409
202,06,073,016000,2,1729,1781,895753,951026,135358,156926,3133,3258,-0.010877071823204382
203,06,073,016100,1,2668,2602,854288,940129,117598,129421,2020,3305,0.14612108655616943
204,06,073,017021,2,1387,1347,1321053,1521154,209188,221800,2310,2500,-0.024631675874769776
205,06,073,002708,3,1788,1736,0,0,36157,38861,1522,1674,-0.011279926335174946
206,06,073,008343,3,914,927,0,0,76154,80927,2155,2224,-0.02313535911602211
207,06,073,008353,2,2685,2607,869266,973157,174799,204552,2838,3108,0.010704419889502714
208,06,073,008362,1,1253,1222,849185,891276,109056,127364,2821,3222,-0.030444290976058927
209,06,073,008363,1,1060,1020,0,0,78643,79810,2146,2188,-0.03688996316758747
210,06,073,008307,1,849,844,1182500,1232222,208770,229303,3501,3462,-0.05116252302025783
211,06,073,016100,2,1530,1493,878676,924409,155539,174448,2054,2532,0.0073664825046040605
212,06,073,008503,3,2318,2386,1105519,1308861,147525,175275,2817,2839,-0.013927255985267006
213,06,073,016201,2,1770,1733,1084052,1187908,146698,158833,2218,2227,-0.06060082872928178
214,06,073,016202,2,2630,2565,336765,367361,87835,94082,1895,3501,0.1631560773480663
215,06,073,016301,1,2448,2440,586596,700000,67387,78393,2078,2311,0.015768876611418056
216,06,073,008303,1,1262,1235,2000001,2000001,225038,239080,3501,3501,-0.015423572744014694
217,06,073,013420,1,1424,1384,0,0,97562,103980,2466,3071,0.019567219152854518
218,06,073,013701,2,814,829,827744,884615,115726,126289,2576,2643,-0.04834254143646412
219,06,073,017109,2,1042,1018,956921,1168502,255928,264398,3501,3501,-0.008632596685082858
220,06,073,017035,1,901,919,962316,1097701,183982,217696,3501,3501,-0.020545580110497265
221,06,073,017035,2,1193,1243,906250,923913,139530,148459,2979,3167,-0.04880294659300184
222,06,073,017035,3,1269,1253,0,0,25000,30703,516,593,-0.0011510128913443853
223,06,073,017036,1,1158,1124,511029,627344,135340,147892,2624,2714,-0.03585405156537755
224,06,073,017036,2,831,811,882299,919702,132800,150000,2779,2796,-0.0696362799263352
225,06,073,017036,3,1264,1238,959722,1152941,150000,150000,3188,3188,-0.03406998158379371
226,06,073,015100,3,1033,1061,991667,1166667,90155,112340,1967,3177,0.10123158379373845
227,06,025,011100,1,679,705,78214,77333,69679,74004,1125,1138,-0.0017265193370165771
228,06,025,012001,1,2538,2504,274603,282843,38420,44881,827,841,-0.0049493554327808545
229,06,073,020108,4,964,1004,649573,694882,96539,111514,1965,2179,-0.034300184162062625
230,06,073,015100,2,1610,1569,737500,849545,98480,115957,2421,3017,0.0025897790055248726
231,06,073,017018,1,2845,2878,867891,1099852,101688,125292,2149,2728,0.09254143646408845
232,06,073,017018,2,2158,2130,775943,898707,100884,109477,2309,3138,0.07769337016574585
233,06,073,017020,2,1392,1351,1553191,1904018,174614,205350,3312,3375,-0.008402394106813982
234,06,073,008003,1,1070,1042,1611842,2000001,227366,242436,2556,2839,0.01663213627992633
235,06,073,009505,1,1340,1388,1114407,1206107,199385,212053,3501,3501,-0.014675414364640899
236,06,073,009902,1,13,13,0,0,0,0,0,0,5.7550644567219114e-05
237,06,073,010012,3,1427,1457,306897,355625,100206,121163,1751,1808,-0.007308931860036831
238,06,025,012001,2,1231,1252,332639,333766,52328,62941,1128,1232,-0.005237108655616938
239,06,025,012301,2,3665,3638,356000,367021,42764,44707,873,1011,-0.007941988950276235
240,06,025,012301,1,447,454,229412,239773,27726,28270,789,1021,0.0010359116022099425
241,06,025,010700,1,1463,1446,270833,264062,63779,69385,817,827,-0.006042817679558006
242,06,025,940000,1,1147,1137,102315,101724,45262,47319,505,504,-0.0020718232044198955
243,06,025,010900,1,1616,1677,423154,434341,59908,70428,563,563,-0.005755064456721901
244,06,025,012302,1,1105,1099,123000,168056,30325,30655,425,425,0.0032228360957642747
245,06,025,012302,2,3520,3622,178066,171780,46181,51542,785,785,-0.0035105893186003698
246,06,073,003603,1,1502,1455,670455,855422,69981,78557,1922,2179,0.01300644567219153
247,06,073,017106,3,1151,1124,2000001,2000001,230463,254587,3444,3469,-0.020430478821362758
248,06,073,013908,2,2631,2562,590580,717199,90807,111669,1870,2139,0.018876611418047876
249,06,073,020903,1,583,570,618056,741935,94383,112662,2250,2300,-0.009208103130755065
250,06,073,021302,1,4461,4426,890457,913860,153243,162369,1888,2098,-0.06037062615101292
251,06,073,008301,3,815,817,1425000,1494000,241978,254236,3501,3501,-0.01611418047882134
252,06,073,008307,3,859,832,364493,569444,80181,86374,3076,3243,0.0048918047882136155
253,06,073,008301,2,1093,1088,2000001,2000001,263048,275164,3488,3490,-0.01795580110497233
254,06,073,008303,3,539,531,1975000,2000001,180246,219604,0,0,0.0026473296500921293
255,06,073,008306,1,666,668,1381720,1432692,205862,223568,3386,3391,-0.03142265193370163
256,06,073,008306,2,1003,1012,1457031,1530220,237196,246441,3501,3501,-0.015308471454880311
257,06,073,008310,1,1423,1401,1790698,1997984,204726,240828,3280,3475,-0.002129373848987093
258,06,073,008504,1,855,834,968750,1154762,101332,103640,1890,2072,-0.026127992633517484
259,06,073,003214,3,1230,1195,512218,648684,117869,130682,2317,2337,-0.039191988950276244
260,06,073,003305,1,1015,999,639706,843750,50743,59613,2116,2189,0.006848526703499079
261,06,025,010700,3,1724,1698,320000,305747,18088,18499,665,662,-0.007711786372007376
262,06,073,021205,2,2201,2151,845859,931287,93799,107984,1850,1957,0.01047421731123388
263,06,073,010015,1,1756,1703,827140,873047,183412,206031,3233,3232,-0.058586556169429094
264,06,073,021900,2,770,749,616379,661364,73738,81666,1703,1984,-0.0170925414364641
265,06,073,009510,2,2384,2326,0,0,71448,80440,3501,3501,-0.009956261510128905
266,06,073,013421,2,2304,2342,1032609,1181193,169108,190884,3289,3318,-0.025437384898710863
267,06,073,009301,4,962,934,384328,407895,72992,82357,2183,2246,-0.04431399631675874
268,06,073,015502,1,1300,1274,928073,1177039,118205,138471,3501,3501,0.011567679558011051
269,06,073,010601,2,1109,1096,1762153,1772843,211849,224371,3501,3501,-0.01415745856353591
270,06,073,008503,2,1443,1409,866071,915254,87241,93973,2799,3099,-0.03251611418047881
271,06,073,002902,2,2263,2224,678571,728723,60546,61991,2183,2655,-0.009783609576427266
272,06,073,003004,2,2218,2287,639254,725207,85336,103690,2388,2628,-0.015193370165745845
273,06,073,003103,3,1320,1288,681962,836864,100000,110659,2255,2327,-0.03257366482504602
274,06,073,003115,4,1801,1749,669730,828636,105043,108817,1814,1853,-0.01789825046040515
275,06,025,011100,2,1034,1023,424390,422897,70726,88502,1454,1668,-0.01922191528545119
276,06,025,011202,2,872,856,275000,395833,30000,36339,775,838,0.010186464088397787
277,06,073,004200,4,920,894,1077731,1197853,168164,182063,3501,3501,-0.023768416206261488
278,06,073,006100,2,597,599,1254717,1315789,109633,131868,2653,2814,-0.03631445672191531
279,06,073,007100,3,887,869,1200980,1260542,180669,193961,2143,2299,-0.0345303867403315
280,06,073,007200,2,1902,1864,1809322,2000001,190428,205822,3338,3501,0.02089088397790062
281,06,025,011400,3,2275,2237,203846,196711,53598,56600,1049,1153,-0.005582412523020245
282,06,073,007800,2,900,898,1119565,1194767,125000,137549,3501,3501,-0.031480202578268855
283,06,073,007908,1,673,669,884615,906250,78111,83928,2079,2460,-0.03539364640883975
284,06,073,007910,1,1344,1318,1515244,1649554,114205,124164,3025,3426,0.0020142725598526617
285,06,073,008006,3,667,671,1195652,1235849,102367,105190,3150,3269,-0.0398825966850829
286,06,073,008305,2,3608,3565,800926,886029,47883,52839,1947,3081,0.10192219152854513
287,06,073,000700,3,1028,1001,880682,919837,80018,94605,2125,2302,-0.039652394106813996
288,06,073,001900,1,931,908,1164931,1261905,124631,138019,1977,2846,0.06290285451197047
289,06,073,002703,3,1782,1772,883621,979839,77611,89329,1766,1875,0.008517495395948468
290,06,073,002712,1,1622,1650,330769,513274,65097,72111,1560,1720,0.023998618784530364
291,06,073,002712,3,1927,1877,471667,648230,49133,61552,1475,1670,0.0027624309392265123
292,06,073,008330,2,1146,1110,1471983,1677296,206816,243309,3325,3275,-0.030444290976058996
293,06,073,008365,1,1465,1421,1273750,1418814,233127,257920,3501,3455,-0.030041436464088467
294,06,073,008366,1,2472,3467,1322581,1463926,251569,265672,3375,3379,-0.003510589318600321
295,06,073,008510,4,1725,1690,867021,1124046,83805,90636,1881,2113,0.049723756906077346
296,06,073,008800,4,1576,1526,828358,868902,63187,77297,1958,2115,-0.06520488029465932
297,06,073,008312,3,760,766,2000001,2000001,152291,158343,1743,3501,0.1867518416206262
298,06,073,008361,2,755,783,487179,603774,101910,108778,2403,2800,0.0016689686924493512
299,06,073,008362,2,609,601,907649,918796,181465,202464,3370,3365,-0.07044198895027622
300,06,073,008502,4,1352,1374,906762,940789,152033,165061,2169,2202,-0.04903314917127073
301,06,073,008702,1,1772,1740,785156,1011905,111258,119439,2743,2808,0.07930478821362802
302,06,073,009305,2,658,647,995833,1250000,98161,121677,2106,2170,-0.006100368324125249
303,06,073,009305,3,1535,1505,1063910,1177419,155210,161035,3181,3269,-0.03568139963167591
304,06,073,009306,2,639,629,778465,839962,128988,132283,3062,3148,-0.06232734806629836
305,06,073,009306,3,1223,1367,668432,708716,107301,115821,2277,2539,-0.014099907918968674
306,06,073,009507,3,818,804,803226,853316,130412,134792,2617,2668,-0.07550644567219153
307,06,073,009510,1,1093,1077,0,0,87061,95880,3308,3308,-0.01979742173112338
308,06,073,016504,1,3060,3011,81000,79324,47812,56659,1804,1891,-0.012373388581952097
309,06,073,016606,2,1620,1576,802046,849648,124636,134474,2362,2423,-0.08177946593001843
310,06,073,016607,3,1666,1626,910182,982521,177093,198787,3239,3250,-0.029696132596685132
