,statefp,countyfp,tractce,blkgrpce,TOTPOP_C_1,TOTPOP_F_1,MEDVAL_C_1,MEDVAL_F_1,MEDHINC__1,MEDHINC__2,MEDCRNT_CY,MEDCRNT_FY,GENTRIFICATION
556,06,025,011700,2,1036,1010,364138,371724,100898,112996,1438,1463,-0.019337016574585635
557,06,025,011700,1,2320,2288,345105,364085,54985,64342,853,882,-0.009783609576427264
558,06,025,011801,2,2186,2158,477488,599265,154738,161456,1573,1962,0.009438305709023945
559,06,025,011802,1,1614,1590,146875,165000,45183,52005,912,987,-0.00356813996316758
560,06,073,012003,1,1140,1143,827381,1035714,100212,110096,1946,2266,0.09415285451197053
561,06,073,017034,1,3275,3923,912145,943416,161217,176448,2340,2516,-0.04822744014732966
562,06,073,017014,2,1380,1405,859705,1108871,95494,102795,2621,2848,0.0625
563,06,073,017104,2,1596,1624,913382,975694,124171,143777,2817,2885,-0.03959484346224679
564,06,073,018504,2,1503,1469,1009259,1575107,94530,104569,1740,1883,0.0703268876611418
565,06,073,007501,2,616,608,1279762,1333333,80627,84439,1934,2754,0.04644337016574589
566,06,073,009103,2,796,778,1647727,1758929,114237,132695,2313,2359,-0.039594843462246745
567,06,073,009704,3,1380,1369,878425,901462,130047,143546,3501,3501,-0.05789594843462245
568,06,073,002402,1,2152,2119,597656,725877,50768,54733,1607,1809,0.02353821362799264
569,06,073,013203,2,939,915,875000,883621,54200,64578,2044,2144,-0.0957642725598527
570,06,073,018504,4,1143,1145,724265,1146552,58799,61024,1793,1853,0.14790515653775327
571,06,073,003601,1,1671,1612,543478,659884,103870,126660,1653,2027,0.01064686924493554
572,06,073,018801,1,2079,2032,962355,1230650,113142,122623,2942,3103,-0.0021869244935542875
573,06,073,019303,1,2225,2176,847838,872736,163637,174955,2581,2654,-0.09023941068139965
574,06,073,004501,1,1403,1357,1265086,1282051,90915,101229,2221,3009,0.016977440147329645
575,06,073,013908,1,1217,1193,555556,625000,121517,134664,2547,2653,-0.04604051565377529
576,06,073,016901,4,1371,1339,890625,1122727,74000,87368,2131,2182,5.755064456723635e-05
577,06,073,003208,3,1302,1271,453774,673664,60000,67960,2669,2724,-0.007078729281767934
578,06,073,003212,2,2722,2658,768791,846604,105133,112779,2250,2306,-0.06060082872928178
579,06,073,013906,1,1044,1021,573077,643836,57449,69782,1393,1621,-0.015423572744014735
580,06,073,019105,3,1720,1688,1146694,1583819,144262,157458,3485,3469,0.032631215469613256
581,06,073,003207,1,1840,1809,948324,1011236,133618,154285,2179,2236,-0.05628453038674035
582,06,073,008507,2,958,985,875000,915663,93038,97498,1836,1868,-0.04183931860036833
583,06,073,016901,1,1676,1638,1168142,1235825,150659,157439,3041,3215,-0.03602670349907919
584,06,073,013702,3,1311,1313,846154,913075,92245,100969,2150,2190,-0.03464548802946589
585,06,073,018801,2,1634,1718,893051,973566,99005,107367,2917,3202,0.009208103130755069
586,06,073,010107,4,1235,1286,597756,663399,98325,110175,2352,3149,0.041724217311233866
587,06,073,004501,2,594,592,913462,935185,89016,91658,1923,2318,-0.01933701657458564
588,06,073,008600,1,2940,2991,569565,914286,91306,109220,2239,2805,0.19078038674033146
589,06,073,019208,1,1587,1554,1263566,1621951,127546,154750,2532,3501,0.09795119705340696
590,06,073,002707,3,857,884,392857,382353,102154,103330,1692,1748,-0.02422882136279927
591,06,073,019701,1,5485,5365,882423,931791,93769,111505,2720,3008,-0.022962707182320463
592,06,073,008339,1,1824,1777,651869,706989,100184,107813,2447,2916,-0.013294198895027656
593,06,073,015602,1,1442,1404,966111,1128261,202528,213431,1944,1938,-0.04500460405156537
594,06,073,015301,2,1942,1950,654412,843297,55197,70253,1862,1923,0.0054097605893186
595,06,073,005900,1,1238,1323,1142157,1200413,102186,112176,2386,3223,0.03809852670349907
596,06,073,002708,1,1396,1403,557500,618590,25497,28620,1298,1682,-0.010013812154696142
597,06,073,013309,3,1089,1080,648876,684049,155786,163343,2257,2250,-0.07636970534069981
598,06,073,015501,2,1499,1531,842795,947785,111137,130998,1673,1716,0.03890423572744013
599,06,073,018608,1,1993,1938,813518,907186,133228,146566,3035,3135,-0.010416666666666657
600,06,073,017808,1,1294,1309,1220930,1378125,141376,161377,3297,3302,-0.0077693370165745484
601,06,073,015200,2,991,966,1054878,1174888,141914,155537,1643,1681,-0.03476058931860036
602,06,073,018512,1,1711,1673,597656,712441,50874,58164,2096,2166,-0.01214318600368322
603,06,073,020706,1,1306,1274,1422500,2000001,146183,167909,2587,2679,0.0018416206261510082
604,06,073,020015,1,2682,2641,1501087,1756560,203463,235346,3501,3501,-0.005122007366482467
605,06,073,008352,1,975,951,893229,916373,156236,173662,2329,2327,-0.08937615101289137
606,06,073,021304,2,1083,1051,1117486,1212054,174917,184555,2888,2929,-0.05409760589318602
607,06,073,018903,1,1604,1639,899419,1024671,132364,145497,2867,2888,-0.016056629834254155
608,06,073,002707,1,1279,1239,625000,785714,37397,46014,1582,1685,0.010186464088397785
609,06,073,016302,1,1376,1341,628989,718407,100740,120324,1783,1845,-0.015135819521178623
610,06,073,013204,3,1644,1636,709302,893817,80686,100000,1938,2186,0.043278084714548776
611,06,073,009802,2,1297,1263,583661,658784,104477,111816,2050,2279,-0.017322744014732966
612,06,073,004600,1,1299,1271,910377,957447,80257,84586,2160,2646,0.002071823204419912
613,06,073,009506,2,1886,1847,858521,893133,159415,174945,3018,3129,-0.06595303867403318
614,06,073,000100,1,1182,1171,1987952,2000001,207793,223927,2961,2972,-0.03171040515653775
615,06,073,003301,2,1660,1612,552198,664141,71394,78608,1623,1816,-0.0014387661141804925
616,06,073,003303,1,1372,1332,602778,667553,57078,63289,1636,1815,-0.02060313075506444
617,06,073,003303,2,2860,2870,509091,698529,63060,78161,1914,2176,0.024113720073664843
618,06,073,003404,1,2497,2746,818080,907500,78180,85638,1748,2060,0.03136510128913442
619,06,073,003404,2,1053,1068,692708,1100000,85051,104880,1716,1872,0.1637891344383057
620,06,073,003403,3,974,939,516667,630682,68945,81195,1904,3000,0.08793738489871085
621,06,073,003501,1,1790,1737,890625,1200000,100936,104831,1610,1795,0.054673112338858174
622,06,073,003401,1,1895,1846,838542,894809,72500,79303,2181,2322,-0.038271178637200726
623,06,073,003214,2,1500,1461,797481,861111,77086,83324,2240,2312,-0.0580110497237569
624,06,073,003301,1,1789,1865,461364,664130,76553,91134,2176,2562,0.04252992633517494
625,06,073,003401,2,853,829,661017,758929,75476,88152,2147,2186,-0.03890423572744015
626,06,073,003403,1,1182,1153,770221,855053,81016,100616,1416,1640,-0.027566758747697987
627,06,073,003403,2,1703,1654,607292,711382,86727,103508,2837,3105,-0.007481583793738464
628,06,073,018905,1,2194,2123,482143,739130,63078,71697,1562,1884,0.06451427255985268
629,06,073,019001,1,1231,1205,1057692,1699074,116621,125788,3250,3255,0.05686003683241252
630,06,073,009603,1,1488,1524,716667,845833,61871,68048,2053,2145,-0.028199815837937382
631,06,073,005500,1,364,364,0,0,0,0,0,0,5.7550644567219114e-05
632,06,073,005700,2,789,777,859375,904412,75141,78484,1785,2017,-0.027394106813996316
633,06,073,005900,2,1102,1195,1210938,1825000,70787,79638,2781,3180,0.07182320441988944
634,06,073,005900,3,756,761,1143519,1260714,97452,110966,2345,3488,0.0862108655616943
635,06,073,006000,1,1264,1324,1057018,1208333,92431,106997,2697,2954,-0.003165285451197028
636,06,073,006000,2,1462,1620,909392,925469,85362,91580,2414,2654,-0.03901933701657462
637,06,073,006000,3,2116,2150,1911538,2000001,189223,205272,3501,3369,-0.022905156537753213
638,06,073,006100,1,1632,1609,1391304,1621901,116908,136319,2277,2859,0.031480202578268834
639,06,073,006500,2,1015,1038,963115,979839,82770,93035,2460,3148,-0.0020142725598526756
640,06,073,006500,3,1137,1135,1013158,1165663,132629,151754,2500,2633,-0.044486648250460434
641,06,073,006600,1,1126,1113,0,0,75000,92326,3395,3397,-0.015711325966850834
642,06,073,006801,1,1394,1370,608333,737857,126926,130307,2657,2840,0.008920349907918956
643,06,073,006802,1,1995,2020,892405,917411,105313,110007,2153,2268,-0.058644106813996344
644,06,073,006802,2,1815,1831,1246377,1324324,67892,73934,2690,2935,-0.022617403314917156
645,06,073,006802,3,1962,2009,541935,629329,105198,110990,2630,2761,-0.024401473296500914
646,06,073,007800,4,721,702,884615,939815,82168,86009,3233,3501,0.01473296500920811
647,06,073,007800,5,601,627,630435,654605,132437,140154,3331,3339,-0.05133517495395948
648,06,073,006900,2,1069,1047,1204545,1346154,176637,205965,2756,2804,-0.03533609576427256
649,06,073,006900,3,1603,1571,1613118,1710568,245496,262209,3250,3278,-0.030329189686924496
650,06,073,007002,1,1577,1568,1268443,1349251,196438,227366,3501,3501,-0.01945211786372003
651,06,073,008101,4,911,918,1991379,2000001,88297,93621,2705,3501,0.06491712707182323
652,06,073,008101,5,832,817,2000001,2000001,164308,203434,2875,2880,-0.043335635359115984
653,06,073,008102,1,838,820,2000001,2000001,205780,235275,3501,3501,-0.014387661141804758
654,06,073,008102,2,1144,1126,2000001,2000001,148185,170903,2441,3467,0.06411141804788217
655,06,073,008102,3,1424,1452,1903846,2000001,224877,255229,3501,3501,0.007539134438305756
656,06,073,003502,2,1908,1850,382979,571850,47232,56950,1796,2112,0.009726058931860036
657,06,073,003502,3,1678,1621,646505,686364,84867,96317,1811,2016,-0.04299033149171268
658,06,073,003602,1,1613,1644,703947,880000,68473,77130,2124,2284,0.03090469613259668
659,06,073,007200,1,1863,1856,1470414,1537946,186891,224970,3501,3490,-0.031767955801104975
660,06,073,007800,1,1831,1964,1168478,1221311,60637,73889,2257,3116,0.04373848987108654
661,06,073,007800,3,1566,1520,875000,903509,110981,116873,2273,2416,-0.07084484346224679
662,06,073,003602,2,1519,1544,549451,642000,80494,90645,1727,2429,0.05991022099447515
663,06,073,003800,1,5148,5143,0,0,75921,85770,838,845,-0.0016689686924493408
664,06,073,003901,1,1037,1006,613176,649038,65077,70359,1923,2097,-0.04736418047882135
665,06,073,003901,3,1418,1372,888587,1165541,61382,73427,1759,1875,0.03539364640883976
666,06,073,003902,1,965,950,377273,539062,33538,41182,1726,1763,-0.00310773480662984
667,06,073,003902,2,1328,1323,591346,906250,76752,84353,1606,1741,0.13915745856353592
668,06,073,003902,3,1378,1399,433333,884375,63707,68272,1623,1739,0.1524516574585635
669,06,073,004000,1,1442,1447,678846,739437,66424,73619,1606,2091,0.0008057090239410661
670,06,073,004000,3,1106,1093,608108,651163,57824,64834,2289,3095,0.025552486187845322
671,06,073,004000,4,1118,1093,490541,697917,68841,78424,1736,1952,0.03297651933701657
672,06,073,007502,1,1048,1045,1277027,1344595,95009,102034,2830,3266,-0.007941988950276264
673,06,073,007502,2,948,940,1198276,1238971,91106,97312,2581,2832,-0.03694751381215474
674,06,073,007502,3,1027,1024,1281250,1411765,71708,75373,2232,2470,-0.008287292817679537
675,06,073,007302,1,749,727,1479798,1490566,189234,210400,3000,3319,-0.012833793738489904
676,06,073,007501,1,906,916,908133,920977,123240,131632,2405,3501,0.04730662983425415
677,06,073,008002,1,754,741,1553797,1717172,231418,256411,2641,2716,-0.03389732965009206
678,06,073,007302,3,682,690,1454787,1490099,200449,226135,3125,3501,0.014732965009208149
679,06,073,007501,3,841,836,877193,879237,66049,75467,2477,3501,0.012143186003683262
680,06,073,007501,4,929,920,919118,1147436,100867,108681,2832,3105,0.0018416206261510151
681,06,073,007501,5,603,604,1021739,1197368,71114,74723,2085,2203,-0.024689226519337026
682,06,073,008002,2,1035,1048,2000001,2000001,181575,205708,3231,3501,0.01904926335174957
683,06,073,008101,1,585,570,1783133,1804945,194322,211603,2171,3379,0.10192219152854508
684,06,073,008101,3,762,739,2000001,2000001,83758,105121,3156,3125,-0.03942219152854509
685,06,073,004200,3,993,1037,1151130,1203488,154808,162426,3501,3501,-0.02814226519337016
686,06,073,004300,2,1785,1731,1226829,1326744,96433,110624,2326,3144,0.0332642725598527
687,06,073,003501,2,910,903,546875,880952,50478,52520,1690,1716,0.11216620626151014
688,06,073,003501,3,1079,1062,348485,394643,46641,57037,1668,1949,0.004143646408839782
689,06,073,003502,1,923,907,621212,679167,43297,53996,1661,1997,-0.00851749539594844
690,06,073,004300,3,1050,1046,1279514,1348958,100580,114186,2076,2419,-0.001956721915285481
691,06,073,004400,2,1187,1174,1154762,1286667,75903,79687,2160,2562,0.01415745856353591
692,06,073,004400,3,766,744,1261628,1320388,122960,149373,1718,1930,-0.018934162062615133
693,06,073,004501,3,570,576,477273,617647,68829,73736,2064,2302,-0.002302025782688756
694,06,073,004600,2,442,438,1239130,1244898,73157,86665,2268,2557,-0.04160911602209942
695,06,073,004700,1,620,612,1229167,1270000,66591,70309,2182,2309,-0.04477440147329652
696,06,073,020810,3,1654,1609,801347,866310,130826,140530,925,1583,-0.01870395948434625
697,06,073,004900,2,1290,1317,1076613,1218750,34019,36805,2111,2799,0.054845764272559855
698,06,073,004900,3,2448,2372,531780,635671,72600,88336,1489,2100,0.021466390423572772
699,06,073,005000,1,2105,2067,814394,877907,51961,56487,1748,2199,0.003165285451197049
700,06,073,017040,2,1185,1151,1285912,1449422,214120,232839,3268,3250,-0.027336556169429135
701,06,073,017040,3,1201,1197,866776,984142,152014,162852,2375,2570,0.016344383057090198
702,06,073,017041,2,1871,1819,892146,928797,148890,161895,2661,3147,-0.015711325966850848
703,06,073,017041,3,883,940,671358,687500,152126,159040,2444,3075,-0.0129488950276243
704,06,073,017041,4,1425,1389,969190,1157895,131351,149721,2000,3501,0.14134438305709024
705,06,073,017046,2,989,976,1139222,1260256,217555,243916,2756,2750,-0.04494705340699823
706,06,073,017047,2,1137,1122,1166667,1222997,207611,228665,3501,3501,-0.031767955801104975
707,06,073,017047,3,1179,1147,1214286,1287602,180452,207648,2779,3074,-0.03412753222836094
708,06,073,017048,1,2216,2161,693966,698276,87535,98434,2158,2453,-0.053522099447513835
709,06,073,004700,2,915,888,818182,1197674,66978,70614,2157,3501,0.26398480662983426
710,06,073,004800,1,794,787,870098,886792,90086,100863,1839,2710,0.019049263351749564
711,06,073,004800,3,1156,1125,621212,864583,49724,62547,1522,2491,0.15066758747697978
712,06,073,004900,1,1110,1105,618750,815909,55451,59689,1360,1942,0.058586556169429094
713,06,073,017048,3,1900,1859,697727,1007042,121677,149105,2365,2365,0.10180709023941063
714,06,073,017048,4,1009,986,870629,915799,158221,180467,2661,2824,-0.04333563535911604
715,06,073,017049,1,983,951,836957,888194,117268,128251,2602,2670,-0.06077348066298341
716,06,073,017050,1,1365,1326,961483,1259067,116569,133829,1850,2000,0.019279465930018412
717,06,073,017305,1,1217,1190,1529412,1534404,172006,195485,3450,3472,-0.029868784530386744
718,06,073,009604,1,642,652,1313725,1614286,138748,172315,1964,2692,0.06296040515653774
719,06,073,012402,3,2547,2490,359091,500000,68469,76831,1720,1831,0.005064456721915286
720,06,073,019905,2,1081,1098,858268,925000,130126,138473,2491,3501,0.09599447513812154
721,06,073,020304,1,2262,2253,846631,910440,168864,182700,3069,3501,0.024574125230202554
722,06,073,021202,2,905,877,791667,910156,67918,84151,2292,2396,0.008229742173112349
723,06,073,021302,2,1335,1304,1075581,1565789,137299,160092,1951,3031,0.15337246777163904
724,06,073,017050,2,1527,1479,1135621,1232713,71763,90932,2202,3501,0.1084829650092081
725,06,073,017104,1,2376,2326,1796167,1835180,184788,217285,2343,2583,-0.023768416206261495
726,06,073,017107,1,1682,1648,1262552,1399789,215109,244778,3299,3306,-0.020890883977900537
727,06,073,017022,4,1085,1073,857222,916477,163074,184838,2542,2735,-0.025955340699815824
728,06,073,010010,2,2138,2087,596951,658294,66094,76036,1889,2162,-0.02359576427255984
729,06,073,017107,2,1080,1055,1295455,1341014,201861,232681,3501,3450,-0.05098987108655619
730,06,073,017108,1,840,822,1478682,1710317,215821,247134,3501,3501,-0.00834484346224679
731,06,073,017108,2,1491,1447,1225771,1359307,208843,243333,3328,3333,-0.021696593001841596
732,06,073,017108,3,1281,1246,970339,1064516,146996,161785,3011,3330,-0.02537983425414367
733,06,073,017037,2,822,804,1159449,1263889,196334,234642,2257,2250,-0.049493554327808484
734,06,073,017108,4,959,946,1191429,1252660,147003,168931,2672,2757,-0.05006906077348062
735,06,073,017303,3,579,575,2000001,2000001,141283,167253,3501,3469,-0.029465930018416187
736,06,073,020305,3,1461,1471,642857,819444,71060,74188,3150,3501,0.04673112338858193
737,06,073,017037,4,1105,1079,1065574,1244152,176325,197365,3312,3316,-0.0117978821362799
738,06,073,017039,1,669,657,928879,978155,133500,152577,3366,3361,-0.04005524861878454
739,06,073,017040,1,1754,1707,950000,1181481,158849,181842,3121,3224,-0.010186464088397795
740,06,073,020403,1,2352,2461,836601,903315,150829,175789,2136,2238,-0.022272099447513793
741,06,073,020707,1,1981,2012,818015,976316,62213,72256,2336,3501,0.1866942909760589
742,06,073,020601,3,2242,2175,395000,592500,45435,53400,1838,2199,0.01519337016574586
743,06,073,020202,3,1314,1314,265625,300000,50711,55645,1828,1867,-0.014617863720073662
744,06,073,020601,2,1682,1625,635227,688578,61973,68100,2025,2145,-0.05311924493554327
745,06,073,020602,1,808,845,619318,671296,60000,63523,1497,1813,-0.0061003683241252354
746,06,073,020602,2,1513,1508,704545,868976,57796,67528,2181,2344,0.014790515653775357
747,06,073,020602,3,1488,1462,863854,916411,103460,123432,2198,2294,-0.03970994475138126
748,06,073,020602,4,1870,1819,848870,958815,99083,114340,2482,2755,0.029293278084714547
749,06,073,020705,1,1352,1392,691038,888975,114128,131620,2185,2240,0.035220994475138115
750,06,073,020207,2,2737,2663,283333,425000,69258,75182,1680,1764,0.003395488029465925
751,06,073,020206,1,1359,1343,594512,651429,124539,134556,2411,3501,0.07706031307550647
752,06,073,020206,2,1595,1547,646739,834239,75842,82712,2059,2208,-0.001496316758747701
753,06,073,020202,2,2357,3995,835938,907025,58733,74836,1985,2028,-0.004776703499079195
754,06,073,020208,1,2517,2445,651345,729070,113423,141718,2348,2334,-0.05634208103130757
755,06,073,020209,1,1642,1604,93438,93438,39010,46056,2287,2398,-0.02819981583793738
756,06,073,020209,2,2159,2113,88378,85982,63956,71434,1672,1764,-0.013697053406998148
757,06,073,020210,1,2151,2106,614078,655191,77295,85083,2570,2650,-0.06152163904235727
758,06,073,020210,2,2848,2791,157031,190625,63059,73309,1920,2223,-0.0002877532228361089
759,06,073,020211,1,980,1007,585196,626728,94637,111981,1821,1860,-0.03274631675874771
760,06,073,020211,2,2215,2161,479839,594363,73031,80540,3362,3387,-0.025207182320441987
761,06,073,020403,2,2334,2488,813426,914688,106643,119489,2231,2248,0.0012661141804788528
762,06,073,020404,2,1849,1802,930556,1276119,115025,122240,2252,2286,0.017668047882136287
763,06,073,020405,1,1443,1469,1270428,1374539,194224,207791,1786,1909,-0.008517495395948427
764,06,073,020500,1,1157,1142,832031,963750,113738,123489,2227,2364,0.0418393186003683
765,06,073,020211,3,2169,2132,573718,831683,74545,88793,1821,2181,0.06894567219152854
766,06,073,020109,3,980,959,637136,737360,131672,152309,1934,2138,-0.012143186003683262
767,06,073,020109,4,1536,1488,643382,688763,94947,103014,2682,2720,-0.0694060773480663
768,06,073,020304,2,881,859,807325,866580,203359,213676,2183,2212,-0.05973756906077346
769,06,073,020305,1,3179,3358,849614,878710,148396,169209,2943,2942,-0.08172191528545122
770,06,073,020305,2,1731,1682,853102,868506,103921,113714,1965,2440,-0.04132136279926338
771,06,073,010800,2,1039,1019,2000001,2000001,191800,213568,3501,3501,-0.01467541436464085
772,06,073,011100,3,615,608,1786765,1791304,165521,176050,3501,3501,-0.013121546961325965
773,06,073,015704,2,2254,2211,419643,670181,58983,63479,2116,2214,0.008575046040515663
774,06,073,016202,1,1075,1060,625000,720000,61034,69409,1815,1910,-0.006790976058931857
775,06,073,018000,3,1263,1249,1916667,2000001,102580,112403,2419,3096,0.03545119705340702
776,06,073,016804,3,1765,1810,372180,400000,125927,129721,1781,1876,-0.009495856353591167
777,06,073,020903,3,1164,1182,375455,588904,69086,79291,1229,2306,0.08661372007366483
778,06,073,003114,2,1793,1735,663703,697314,102002,104952,2352,2628,-0.054327808471454894
779,06,073,003304,2,2053,1996,77857,79286,44465,55622,1773,2162,0.008287292817679575
780,06,073,019601,4,976,998,829670,872146,151926,162922,3501,3501,-0.04057320441988949
781,06,073,020213,3,997,983,381250,396429,51831,59303,1980,2377,0.004719152854511972
782,06,073,021205,1,2319,2294,856092,884186,138960,161141,2157,2287,-0.06411141804788216
783,06,073,018700,1,36505,36005,599432,651596,69249,79210,3433,3432,-0.030616942909760594
784,06,073,008303,2,1528,1505,2000001,2000001,250668,257334,3501,3501,-0.014157458563535869
785,06,073,008327,3,1116,1089,2000001,2000001,233806,258176,3501,3501,-0.015941528545119682
786,06,073,017808,2,2000,1950,1709280,1775788,232735,253473,3501,3501,-0.014848066298342538
787,06,073,016609,2,1098,1076,749038,816667,119968,143709,3174,3273,-0.05651473296500922
788,06,073,003101,2,1319,1291,746011,892296,85828,102203,2165,2201,-0.0008057090239410453
789,06,073,002707,4,1139,1098,463333,483333,29906,37398,1694,2439,0.04615561694290976
790,06,073,002708,2,474,471,0,0,37726,42355,2235,2609,0.0061003683241252354
791,06,073,002602,1,1214,1195,664062,798077,76283,84978,1788,2050,-0.0022444751381215447
792,06,073,002602,2,1315,1332,673828,850806,81525,96553,1947,2399,0.04857274401473295
793,06,073,002702,1,1440,1418,1093985,1218254,79029,88627,2137,2197,-0.03901933701657463
794,06,073,002702,2,1356,1328,825565,857060,121059,129149,1870,2187,-0.05208333333333333
795,06,073,002708,4,1767,1710,379630,391667,66961,72464,1616,1752,-0.022156998158379362
796,06,073,002804,2,1898,1963,1034836,1189024,134788,161258,898,896,-0.006273020257826901
797,06,073,002902,1,2715,2666,806818,914773,113079,129394,1977,2397,0.05363720073664824
798,06,073,002903,1,1671,1627,655594,698485,79437,88307,2045,2708,0.016459484346224698
799,06,073,002903,3,1044,1017,654851,673177,85648,87901,2676,2816,-0.06992403314917126
800,06,073,002904,1,2833,2895,620833,757812,26553,28481,3501,3501,0.016114180478821363
801,06,073,002904,2,1595,1567,565789,909091,48653,60791,2144,3501,0.2879258747697974
802,06,073,003208,2,850,869,776923,859211,105337,112622,2789,3501,0.03855893186003686
803,06,073,003208,4,907,893,664286,718750,130071,137114,2203,2220,-0.06042817679558011
804,06,073,003208,5,1974,1922,1007415,1229008,85425,90557,2225,2564,0.008114640883977883
805,06,073,003209,1,2489,2426,646186,818314,78704,84263,1790,2527,0.07193830570902393
806,06,073,003209,2,1568,1526,630814,1000000,79455,87056,2419,2681,0.17109806629834254
807,06,073,003209,3,1142,1114,606250,734223,126038,146276,1829,1872,0.00581261510128913
808,06,073,002904,3,1079,1098,687500,699468,32023,35919,2092,2222,-0.06365101289134438
809,06,073,002904,4,929,943,829942,858173,43169,50754,2025,2224,-0.06330570902394106
810,06,073,002905,1,1329,1305,843750,870787,60504,68270,1902,3125,0.05392495395948434
811,06,073,002905,3,1894,1977,718182,756127,108879,120588,2333,3501,0.07314686924493555
812,06,073,003001,1,945,926,731771,856618,129375,136116,2597,2682,-0.03775322283609576
813,06,073,003001,2,1705,1665,642730,690476,74662,93854,1771,2373,0.018646408839779006
814,06,073,003101,1,1039,1017,598404,625000,84228,93167,2673,2725,-0.0616367403314917
815,06,073,009801,3,1546,1522,848837,1112676,116354,136516,2303,2334,0.039652394106813996
816,06,073,003101,3,1450,1418,1094415,1233577,113932,141537,2333,2561,-0.02480432780847147
817,06,073,003103,1,2227,2169,652010,816265,98624,120280,1880,2154,-0.0002877532228360777
818,06,073,003103,2,2487,2436,680861,824574,98437,121402,2216,2241,-0.04632826887661143
819,06,073,003105,1,2526,2465,575905,605278,103419,107730,2750,2826,-0.056802486187845294
820,06,073,003109,1,986,978,1010638,1195652,128479,133877,1854,1850,-0.026761049723756862
821,06,073,003109,2,998,973,683894,836111,152101,157721,2232,2258,-0.04011279926335172
822,06,073,003109,3,1002,980,589423,659926,101945,105235,2619,2717,-0.03752302025782689
823,06,073,003111,1,2106,2117,711957,937500,40108,45115,1993,2360,0.1258632596685083
824,06,073,003111,2,1948,1902,488462,621032,41230,46364,1615,1974,0.006618324125230196
825,06,073,003111,3,1919,1878,599624,666974,109822,119452,1929,3013,0.07913213627992634
826,06,073,003112,1,1669,1624,650000,731000,100000,108890,1961,2527,0.023192909760589325
827,06,073,003112,2,1935,1989,600806,840210,79706,88004,1788,3143,0.19170119705340702
828,06,073,003113,1,2732,2666,795685,832108,111010,138072,2176,2253,-0.08097375690607735
829,06,073,003113,2,2453,2581,636545,719523,119568,135353,2424,2583,-0.02307780847145488
830,06,073,003114,1,1159,1112,802019,850694,116441,127749,2075,3014,0.03032918968692451
831,06,073,003115,1,1919,1877,800847,886218,34886,42631,617,956,0.006273020257826847
832,06,073,003115,2,1107,1090,632576,880682,108453,117715,2207,2270,0.05570902394106811
833,06,073,003201,2,1687,1655,662433,678385,108702,116818,1794,1851,-0.06422651933701656
834,06,073,003201,3,1117,1089,0,0,68867,74726,2450,2689,-0.019854972375690588
835,06,073,003202,1,1986,1942,734167,866525,89268,104320,2079,2164,-0.024056169429097607
836,06,073,003202,2,2635,2571,606707,667344,96017,116627,2051,2135,-0.04529235727440146
837,06,073,003204,2,1793,1753,762566,861441,90173,113683,2690,2780,-0.03901933701657459
838,06,073,003207,3,2135,2149,914315,931152,107118,115694,2187,2270,-0.06710405156537752
839,06,073,003208,1,1478,1440,2000001,2000001,41182,48799,1496,1659,-0.017092541436464048
840,06,073,003211,1,2009,1959,662219,817691,103822,113447,2235,2562,-0.0011510128913443801
841,06,073,003211,2,975,959,664315,693702,89845,101866,2688,3203,-0.023020257826887665
842,06,073,003212,1,1376,1339,688368,848333,107118,118779,2304,2331,-0.03579650092081031
843,06,073,003213,1,1743,1689,786207,828125,119999,129777,2711,2725,-0.09599447513812154
844,06,073,003214,1,1856,1802,480851,707636,75157,83180,2223,2546,0.03919198895027627
845,06,073,003001,3,1778,1745,645022,697727,92458,110998,3209,3331,-0.032458563535911616
846,06,073,003003,1,1752,1717,571429,726875,89430,110685,2231,2301,0.005985267034990804
847,06,073,003003,2,1410,1382,746324,838483,80129,100000,1708,1748,-0.0450621546961326
848,06,073,003004,1,2774,2711,477731,645958,74462,85993,1836,2067,0.0018416206261509943
849,06,073,003105,2,1585,1536,619444,714416,104760,128725,2094,2545,0.024746777163904263
850,06,073,003107,1,2769,2691,661612,749150,103131,122377,2534,2712,-0.031192449355432778
851,06,073,003107,2,1973,1913,653090,731322,106735,113620,2278,2900,0.021408839779005553
852,06,073,003107,3,949,957,648438,710041,61182,66956,1596,1714,-0.021005985267035003
853,06,073,003108,1,2125,2144,676829,833835,120332,145046,1765,1821,-0.010128913443830566
854,06,073,003108,2,1298,1265,701136,716518,124306,134776,2213,2345,-0.06900322283609578
855,06,073,002709,1,1832,1772,745192,878289,34727,41182,1814,2202,0.02710635359116021
856,06,073,002709,2,1485,1441,633993,796296,65714,76490,1411,1813,0.02232965009208104
857,06,073,002710,1,1552,1573,861007,878226,77479,83212,1546,1677,-0.06290285451197053
858,06,073,002710,2,1444,1397,491667,593750,48645,54255,1647,3501,0.1853130755064457
859,06,073,002801,1,2927,3114,1946809,2000001,149381,173876,2668,2811,-0.013179097605893142
860,06,073,008506,1,1228,1194,1166667,1500000,90396,104059,1805,2070,0.033839779005524845
861,06,073,008506,2,1346,1365,871711,920520,124044,138431,3155,3213,-0.028545119705340696
862,06,073,008506,3,1320,1285,878889,976562,128415,144662,2354,2483,-0.011279926335174967
863,06,073,008507,1,1510,1476,1061966,1189210,118032,144761,3085,3173,-0.03844383057090239
864,06,073,008507,3,1568,1532,862416,868631,89919,108602,2266,2427,-0.09328959484346228
865,06,073,008507,4,1254,1224,591912,692402,89523,110822,2180,2282,-0.015768876611418056
